survey_id,company_id,customer_id,survey_date,satisfaction_score,preferred_feature,purchase_factor,improvement_area,would_recommend
SRV019459,C002,CUST05924,2023-10-23,5.0,Better performance,Durability,Performance,No
SRV004153,C009,CUST04129,2023-10-23,4.0,Improved durability,Quality,Customer support,No
SRV018786,C007,CUST07068,2023-10-23,2.0,Better software,Features,Performance,No
SRV000411,C007,CUST02819,2023-10-23,,Better performance,Design,Design,Yes
SRV009175,C007,CUST09100,2023-10-23,2.0,More smart features,Price,Price,No
SRV013830,C004,CUST03910,2023-10-23,2.0,Improved durability,Design,Design,No
SRV005398,C003,CUST08778,2023-10-23,,Improved comfort,Durability,Customer support,Yes
SRV005605,C001,CUST01801,2023-10-23,2.0,More smart features,Customer reviews,Comfort,No
SRV019221,C004,CUST05603,2023-10-23,,Improved comfort,Quality,Customer support,No
SRV000322,C002,CUST06568,2023-10-23,4.0,Better software,Price,Battery life,No
SRV025787,C007,CUST02119,2023-10-23,1.0,Better design,Brand reputation,Customer support,No
SRV005911,C010,CUST02582,2023-10-23,4.0,Lower price,Price,Design,No
SRV020946,C003,CUST02702,2023-10-23,4.0,Improved durability,Performance,Design,No
SRV014770,C010,CUST03772,2023-10-23,,More smart features,Design,Performance,Yes
SRV025394,C009,CUST01010,2023-10-23,4.0,Longer battery life,Features,Battery life,No
SRV018113,C007,CUST03026,2023-10-23,2.0,Better software,Price,Comfort,No
SRV015955,C006,CUST00642,2023-10-23,1.0,Better software,Durability,Durability,No
SRV012803,C010,CUST01163,2023-10-23,2.0,Better software,Durability,Customer support,No
SRV029422,C001,CUST01689,2023-10-23,5.0,Better software,Customer reviews,Battery life,No
SRV002372,C001,CUST01416,2023-10-23,5.0,Improved comfort,Durability,Software,No
SRV023142,C004,CUST05676,2023-10-23,,Lower price,Brand reputation,Performance,Yes
SRV020622,C003,CUST06848,2023-10-23,,Improved durability,Design,Price,Yes
SRV001413,C001,CUST00004,2023-10-23,3.0,Better design,Features,Durability,No
SRV015109,C004,CUST03278,2023-10-23,5.0,Better software,Customer reviews,Customer support,No
SRV002584,C002,CUST05411,2023-10-23,2.0,Better software,Brand reputation,Durability,No
SRV012215,C003,CUST01851,2023-10-24,,Longer battery life,Design,Performance,Yes
SRV025961,C009,CUST07490,2023-10-24,5.0,More smart features,Durability,Price,No
SRV029276,C004,CUST04582,2023-10-24,,More smart features,Brand reputation,Software,Yes
SRV028646,C008,CUST04530,2023-10-24,2.0,Better performance,Durability,Price,No
SRV025200,C010,CUST02856,2023-10-24,,Improved durability,Design,Durability,Yes
SRV018715,C004,CUST08302,2023-10-24,,Lower price,Quality,Design,Yes
SRV014287,C010,CUST01220,2023-10-24,2.0,Improved durability,Quality,Performance,No
SRV012666,C006,CUST00264,2023-10-24,3.0,Better performance,Customer reviews,Battery life,No
SRV024047,C010,CUST00156,2023-10-24,2.0,Lower price,Performance,Durability,No
SRV025755,C005,CUST08611,2023-10-24,,Improved comfort,Durability,Customer support,No
SRV000927,C005,CUST08654,2023-10-24,3.0,Longer battery life,Durability,Software,No
SRV017943,C007,CUST00434,2023-10-24,,More smart features,Price,Comfort,Yes
SRV026118,C003,CUST02762,2023-10-24,3.0,Longer battery life,Price,Design,No
SRV001554,C006,CUST05727,2023-10-24,4.0,Better design,Features,Battery life,No
SRV025144,C008,CUST01037,2023-10-24,,Better software,Performance,Software,Yes
SRV002110,C003,CUST08214,2023-10-24,,Better software,Design,Price,Yes
SRV004589,C010,CUST07679,2023-10-24,,Improved comfort,Features,Performance,Yes
SRV025884,C010,CUST06564,2023-10-24,,Better design,Price,Comfort,Yes
SRV007147,C009,CUST04538,2023-10-24,2.0,Better performance,Features,Price,No
SRV018562,C008,CUST00662,2023-10-24,,Improved comfort,Customer reviews,Software,Yes
SRV006080,C008,CUST07357,2023-10-24,5.0,Improved durability,Brand reputation,Price,No
SRV029763,C004,CUST06207,2023-10-24,4.0,Improved comfort,Design,Battery life,No
SRV003368,C005,CUST09196,2023-10-24,1.0,Improved comfort,Quality,Performance,No
SRV012144,C010,CUST04514,2023-10-24,2.0,More smart features,Quality,Software,No
SRV003079,C001,CUST07158,2023-10-24,5.0,Better performance,Quality,Durability,No
SRV025184,C002,CUST07449,2023-10-24,,Lower price,Price,Software,Yes
SRV000194,C002,CUST08843,2023-10-24,3.0,Lower price,Brand reputation,Performance,No
SRV016850,C002,CUST06852,2023-10-24,,Longer battery life,Performance,Price,Yes
SRV011279,C009,CUST06788,2023-10-25,,Better performance,Price,Performance,Yes
SRV026101,C006,CUST01610,2023-10-25,,Better performance,Durability,Design,Yes
SRV024468,C006,CUST03344,2023-10-25,,Lower price,Quality,Durability,Yes
SRV014417,C008,CUST01214,2023-10-25,2.0,Longer battery life,Brand reputation,Performance,No
SRV012494,C006,CUST02559,2023-10-25,,Longer battery life,Quality,Customer support,No
SRV025950,C002,CUST03921,2023-10-25,,Better design,Brand reputation,Durability,Yes
SRV026962,C002,CUST06913,2023-10-25,,Improved durability,Design,Software,Yes
SRV022727,C006,CUST04131,2023-10-25,3.0,Lower price,Quality,Software,No
SRV000764,C002,CUST01315,2023-10-25,,Better software,Quality,Performance,Yes
SRV007467,C005,CUST06370,2023-10-25,,Longer battery life,Brand reputation,Customer support,No
SRV018296,C008,CUST01012,2023-10-25,,More smart features,Design,Price,Yes
SRV017639,C002,CUST01313,2023-10-25,4.0,Improved comfort,Durability,Customer support,No
SRV015666,C009,CUST00853,2023-10-25,5.0,Better performance,Customer reviews,Customer support,No
SRV017890,C002,CUST06396,2023-10-25,1.0,Improved durability,Customer reviews,Price,No
SRV009117,C009,CUST01558,2023-10-25,5.0,Improved durability,Customer reviews,Durability,No
SRV014538,C004,CUST09532,2023-10-25,4.0,Longer battery life,Brand reputation,Price,No
SRV020710,C006,CUST01374,2023-10-25,1.0,Lower price,Brand reputation,Price,No
SRV007452,C009,CUST06024,2023-10-25,,Lower price,Customer reviews,Comfort,Yes
SRV001278,C003,CUST02172,2023-10-25,4.0,Better software,Features,Performance,No
SRV029451,C005,CUST01009,2023-10-25,4.0,Better performance,Durability,Performance,No
SRV011992,C001,CUST00712,2023-10-25,,Longer battery life,Design,Durability,Yes
SRV028902,C006,CUST00282,2023-10-25,4.0,Lower price,Brand reputation,Design,No
SRV013419,C003,CUST01139,2023-10-25,,Longer battery life,Durability,Comfort,Yes
SRV027369,C006,CUST00958,2023-10-25,,Improved comfort,Customer reviews,Software,No
SRV005607,C003,CUST02765,2023-10-25,,Better design,Durability,Price,Yes
SRV020346,C002,CUST02335,2023-10-25,,Improved durability,Features,Software,Yes
SRV000904,C003,CUST09584,2023-10-25,,Improved comfort,Performance,Performance,Yes
SRV015579,C002,CUST05275,2023-10-25,,Lower price,Quality,Performance,Yes
SRV023448,C010,CUST02128,2023-10-25,,Improved comfort,Durability,Performance,No
SRV011560,C002,CUST02120,2023-10-26,,Longer battery life,Performance,Durability,Yes
SRV011395,C005,CUST05283,2023-10-26,,Better design,Durability,Design,Yes
SRV018607,C010,CUST07949,2023-10-26,,Improved comfort,Features,Customer support,Yes
SRV008917,C006,CUST09414,2023-10-26,2.0,Better performance,Customer reviews,Battery life,No
SRV014309,C008,CUST01368,2023-10-26,2.0,Improved comfort,Customer reviews,Design,No
SRV015602,C003,CUST03119,2023-10-26,4.0,Lower price,Performance,Design,No
SRV013165,C010,CUST04499,2023-10-26,,Improved durability,Performance,Comfort,Yes
SRV010551,C010,CUST09178,2023-10-26,,More smart features,Performance,Durability,Yes
SRV027648,C001,CUST05973,2023-10-26,2.0,Longer battery life,Durability,Software,No
SRV024637,C009,CUST00766,2023-10-26,,Better performance,Customer reviews,Durability,Yes
SRV010954,C006,CUST07287,2023-10-26,3.0,Lower price,Price,Design,No
SRV028075,C006,CUST05665,2023-10-26,,Improved comfort,Customer reviews,Price,Yes
SRV008458,C004,CUST07106,2023-10-26,,Lower price,Quality,Customer support,Yes
SRV021839,C009,CUST05695,2023-10-26,,Lower price,Brand reputation,Design,No
SRV002857,C007,CUST04811,2023-10-26,4.0,More smart features,Performance,Performance,No
SRV022208,C006,CUST05616,2023-10-26,4.0,Improved durability,Customer reviews,Battery life,No
SRV027214,C006,CUST02731,2023-10-26,,Lower price,Durability,Battery life,Yes
SRV016494,C007,CUST05366,2023-10-26,,More smart features,Price,Performance,Yes
SRV004809,C010,CUST00937,2023-10-26,1.0,Longer battery life,Customer reviews,Software,No
SRV001397,C002,CUST05825,2023-10-26,3.0,Improved durability,Design,Price,No
SRV005287,C005,CUST03607,2023-10-26,,More smart features,Durability,Performance,Yes
SRV010579,C008,CUST04185,2023-10-26,5.0,Better software,Quality,Battery life,No
SRV019878,C008,CUST08242,2023-10-26,,Improved durability,Design,Performance,Yes
SRV000165,C006,CUST05613,2023-10-26,4.0,Better software,Brand reputation,Design,No
SRV024430,C006,CUST06056,2023-10-26,,Improved durability,Brand reputation,Performance,Yes
SRV013745,C006,CUST05545,2023-10-26,5.0,Better design,Brand reputation,Customer support,No
SRV005951,C004,CUST00962,2023-10-26,5.0,Improved durability,Performance,Price,No
SRV020314,C005,CUST01327,2023-10-26,3.0,Improved durability,Price,Battery life,No
SRV029219,C004,CUST09209,2023-10-26,1.0,Better software,Design,Battery life,No
SRV018914,C009,CUST06145,2023-10-26,,Improved comfort,Features,Performance,No
SRV004322,C001,CUST06543,2023-10-26,3.0,Improved durability,Quality,Customer support,No
SRV026598,C004,CUST02970,2023-10-26,4.0,Longer battery life,Price,Customer support,No
SRV028101,C005,CUST08613,2023-10-26,,Better software,Brand reputation,Durability,Yes
SRV017585,C009,CUST04646,2023-10-26,,Better design,Performance,Durability,Yes
SRV005225,C001,CUST01511,2023-10-26,4.0,More smart features,Design,Performance,No
SRV028228,C005,CUST08257,2023-10-27,4.0,Lower price,Customer reviews,Comfort,No
SRV001622,C008,CUST09958,2023-10-27,,Longer battery life,Features,Performance,Yes
SRV027550,C006,CUST01831,2023-10-27,,More smart features,Brand reputation,Customer support,Yes
SRV024247,C001,CUST03439,2023-10-27,,Improved comfort,Brand reputation,Price,Yes
SRV027635,C008,CUST03638,2023-10-27,5.0,Better design,Durability,Battery life,No
SRV001867,C003,CUST06019,2023-10-27,1.0,Improved comfort,Brand reputation,Comfort,No
SRV015801,C003,CUST05835,2023-10-27,,Improved comfort,Customer reviews,Comfort,Yes
SRV020503,C002,CUST09249,2023-10-27,3.0,Improved comfort,Performance,Design,No
SRV025331,C003,CUST09844,2023-10-27,,Better design,Durability,Comfort,No
SRV028273,C003,CUST04477,2023-10-27,4.0,Better performance,Performance,Design,No
SRV024458,C007,CUST03690,2023-10-27,2.0,Better software,Durability,Customer support,No
SRV021750,C009,CUST08527,2023-10-27,,Better performance,Quality,Comfort,Yes
SRV008600,C010,CUST03978,2023-10-27,,Longer battery life,Quality,Durability,No
SRV012086,C009,CUST04374,2023-10-27,,Longer battery life,Quality,Performance,Yes
SRV018067,C008,CUST05484,2023-10-27,4.0,Better performance,Brand reputation,Customer support,No
SRV012770,C007,CUST00299,2023-10-27,1.0,Better design,Customer reviews,Price,No
SRV021048,C001,CUST08049,2023-10-27,,Improved durability,Performance,Battery life,Yes
SRV013966,C009,CUST02052,2023-10-28,5.0,Better design,Design,Design,No
SRV014150,C009,CUST09814,2023-10-28,4.0,More smart features,Quality,Durability,No
SRV017964,C005,CUST01578,2023-10-28,2.0,Improved durability,Design,Battery life,No
SRV008889,C010,CUST05446,2023-10-28,,More smart features,Durability,Comfort,Yes
SRV020506,C003,CUST05273,2023-10-28,,Improved comfort,Price,Customer support,Yes
SRV028774,C004,CUST02776,2023-10-28,,Improved comfort,Price,Durability,Yes
SRV018946,C001,CUST05048,2023-10-28,2.0,Longer battery life,Quality,Software,No
SRV029820,C005,CUST03275,2023-10-28,3.0,Improved durability,Design,Durability,No
SRV008095,C008,CUST08965,2023-10-28,,Improved comfort,Performance,Price,Yes
SRV017837,C001,CUST07124,2023-10-28,1.0,Longer battery life,Price,Battery life,No
SRV027585,C010,CUST07134,2023-10-28,,Better design,Durability,Battery life,No
SRV027659,C005,CUST00053,2023-10-28,,Better software,Brand reputation,Battery life,Yes
SRV005713,C006,CUST00561,2023-10-28,,Lower price,Design,Comfort,Yes
SRV019224,C008,CUST06760,2023-10-28,,More smart features,Quality,Customer support,Yes
SRV005109,C005,CUST00682,2023-10-28,1.0,Longer battery life,Brand reputation,Price,No
SRV003993,C008,CUST03786,2023-10-28,,Better performance,Features,Customer support,No
SRV018294,C009,CUST01924,2023-10-28,,Improved durability,Features,Comfort,Yes
SRV021501,C009,CUST01921,2023-10-28,,Better design,Brand reputation,Comfort,No
SRV027854,C009,CUST00305,2023-10-28,,Better performance,Price,Price,Yes
SRV016740,C007,CUST04983,2023-10-28,,Better design,Customer reviews,Price,Yes
SRV001685,C005,CUST05642,2023-10-28,,Improved comfort,Quality,Comfort,No
SRV000986,C002,CUST07878,2023-10-28,3.0,Improved durability,Design,Durability,No
SRV001507,C002,CUST05893,2023-10-29,5.0,Better design,Brand reputation,Battery life,No
SRV028737,C002,CUST02802,2023-10-29,4.0,Improved durability,Price,Battery life,No
SRV009144,C002,CUST06668,2023-10-29,,More smart features,Price,Battery life,Yes
SRV015381,C002,CUST09523,2023-10-29,,Lower price,Brand reputation,Design,Yes
SRV002611,C001,CUST04486,2023-10-29,,Improved comfort,Design,Durability,Yes
SRV014540,C006,CUST07007,2023-10-29,5.0,Lower price,Design,Software,No
SRV019528,C002,CUST05709,2023-10-29,,Better performance,Quality,Customer support,Yes
SRV011584,C005,CUST04378,2023-10-29,5.0,Lower price,Design,Customer support,No
SRV023680,C010,CUST07301,2023-10-29,1.0,Lower price,Performance,Durability,No
SRV004765,C003,CUST09654,2023-10-29,,Longer battery life,Performance,Design,Yes
SRV025783,C009,CUST00114,2023-10-29,1.0,Improved comfort,Features,Performance,No
SRV010611,C008,CUST00479,2023-10-29,5.0,Better performance,Design,Design,No
SRV007551,C003,CUST02739,2023-10-29,4.0,Lower price,Features,Software,No
SRV011799,C004,CUST02261,2023-10-29,4.0,Better software,Performance,Customer support,No
SRV025152,C008,CUST03414,2023-10-29,,Longer battery life,Features,Battery life,Yes
SRV020160,C008,CUST06532,2023-10-29,,Longer battery life,Quality,Battery life,No
SRV023464,C004,CUST04657,2023-10-29,1.0,Improved comfort,Brand reputation,Durability,No
SRV015447,C003,CUST01380,2023-10-29,4.0,Better design,Features,Comfort,No
SRV013485,C009,CUST02217,2023-10-29,,Longer battery life,Durability,Price,Yes
SRV022295,C005,CUST04787,2023-10-29,,Better software,Price,Price,Yes
SRV008630,C003,CUST03407,2023-10-29,1.0,Better software,Brand reputation,Software,No
SRV018176,C006,CUST02367,2023-10-29,,Improved comfort,Performance,Durability,Yes
SRV003797,C008,CUST08904,2023-10-29,,Better performance,Quality,Performance,Yes
SRV001111,C008,CUST03786,2023-10-29,,Improved durability,Performance,Performance,Yes
SRV019196,C004,CUST01468,2023-10-29,,Improved comfort,Features,Design,Yes
SRV006351,C005,CUST09233,2023-10-29,3.0,Longer battery life,Price,Customer support,No
SRV017343,C010,CUST04178,2023-10-29,5.0,Longer battery life,Brand reputation,Durability,No
SRV007024,C002,CUST03159,2023-10-30,,More smart features,Brand reputation,Customer support,Yes
SRV010514,C005,CUST06616,2023-10-30,,Improved durability,Performance,Customer support,Yes
SRV022748,C008,CUST09353,2023-10-30,4.0,Improved comfort,Quality,Software,No
SRV014256,C002,CUST03793,2023-10-30,2.0,More smart features,Performance,Price,No
SRV012119,C002,CUST07448,2023-10-30,3.0,Lower price,Quality,Performance,No
SRV003581,C003,CUST01763,2023-10-30,,Better software,Durability,Comfort,Yes
SRV011073,C004,CUST01468,2023-10-30,4.0,Better performance,Brand reputation,Software,No
SRV018276,C002,CUST09064,2023-10-30,,Improved durability,Price,Performance,Yes
SRV006974,C003,CUST01943,2023-10-30,,Improved comfort,Features,Comfort,Yes
SRV002781,C008,CUST00930,2023-10-30,,Improved durability,Design,Customer support,Yes
SRV015800,C008,CUST00746,2023-10-30,2.0,More smart features,Durability,Durability,No
SRV006715,C009,CUST05935,2023-10-30,,Longer battery life,Durability,Design,No
SRV009786,C008,CUST05345,2023-10-30,,More smart features,Performance,Performance,Yes
SRV020972,C008,CUST01212,2023-10-30,5.0,Better software,Brand reputation,Durability,No
SRV006421,C005,CUST01114,2023-10-30,1.0,Improved comfort,Quality,Comfort,No
SRV025909,C003,CUST06433,2023-10-30,,Better software,Price,Durability,No
SRV027997,C003,CUST09810,2023-10-30,,Better design,Brand reputation,Battery life,Yes
SRV027512,C009,CUST03999,2023-10-30,,Longer battery life,Design,Design,Yes
SRV000232,C003,CUST08225,2023-10-30,4.0,Better performance,Brand reputation,Software,No
SRV020888,C007,CUST08577,2023-10-30,,Longer battery life,Performance,Customer support,Yes
SRV002455,C001,CUST09980,2023-10-30,,Better software,Brand reputation,Customer support,Yes
SRV026039,C006,CUST01450,2023-10-30,3.0,Better software,Design,Battery life,No
SRV014989,C010,CUST05671,2023-10-30,3.0,Better performance,Durability,Comfort,No
SRV016242,C005,CUST01305,2023-10-30,,Improved comfort,Customer reviews,Comfort,Yes
SRV002083,C008,CUST07309,2023-10-30,4.0,Improved comfort,Design,Software,No
SRV000587,C001,CUST01211,2023-10-30,,Lower price,Performance,Performance,Yes
SRV011893,C010,CUST07051,2023-10-30,5.0,Improved durability,Quality,Software,No
SRV010151,C002,CUST09732,2023-10-30,2.0,Longer battery life,Brand reputation,Battery life,No
SRV026847,C010,CUST06765,2023-10-31,,Lower price,Performance,Battery life,Yes
SRV029721,C009,CUST05685,2023-10-31,,Better software,Durability,Battery life,Yes
SRV001247,C010,CUST00431,2023-10-31,2.0,More smart features,Quality,Comfort,No
SRV001800,C004,CUST02952,2023-10-31,,Better software,Customer reviews,Performance,Yes
SRV020629,C006,CUST05903,2023-10-31,,Better design,Design,Battery life,Yes
SRV012818,C003,CUST06686,2023-10-31,,Lower price,Performance,Performance,No
SRV023939,C002,CUST08924,2023-10-31,,Lower price,Brand reputation,Durability,Yes
SRV007305,C007,CUST09505,2023-10-31,,Better performance,Quality,Customer support,No
SRV000933,C004,CUST01653,2023-10-31,1.0,More smart features,Price,Design,No
SRV018405,C004,CUST06820,2023-10-31,,More smart features,Features,Comfort,Yes
SRV015179,C006,CUST05918,2023-10-31,4.0,Better performance,Quality,Comfort,No
SRV003431,C006,CUST06405,2023-10-31,,Better performance,Brand reputation,Design,No
SRV018245,C007,CUST00073,2023-10-31,,Better performance,Design,Durability,Yes
SRV020792,C002,CUST05694,2023-10-31,,Longer battery life,Quality,Customer support,No
SRV000590,C006,CUST01377,2023-10-31,,Better performance,Quality,Performance,Yes
SRV028475,C002,CUST03141,2023-10-31,,Better design,Brand reputation,Comfort,No
SRV019240,C001,CUST09699,2023-10-31,5.0,Lower price,Customer reviews,Durability,No
SRV015448,C009,CUST09641,2023-10-31,5.0,Better software,Customer reviews,Durability,No
SRV026726,C010,CUST08037,2023-10-31,,Improved durability,Durability,Performance,No
SRV025645,C010,CUST09787,2023-10-31,5.0,Better performance,Customer reviews,Durability,No
SRV010917,C006,CUST01059,2023-10-31,4.0,More smart features,Quality,Performance,No
SRV003667,C009,CUST01755,2023-10-31,1.0,Improved comfort,Quality,Design,No
SRV002217,C001,CUST09773,2023-10-31,4.0,Lower price,Brand reputation,Performance,No
SRV027291,C007,CUST08725,2023-10-31,2.0,Improved comfort,Quality,Battery life,No
SRV016328,C008,CUST06649,2023-10-31,,Longer battery life,Design,Performance,No
SRV019626,C004,CUST05674,2023-10-31,5.0,Better design,Features,Durability,No
SRV008833,C010,CUST09110,2023-10-31,5.0,Better design,Price,Battery life,No
SRV005368,C008,CUST03494,2023-11-01,,Lower price,Customer reviews,Design,No
SRV007860,C002,CUST05728,2023-11-01,,Better performance,Price,Customer support,Yes
SRV020055,C010,CUST09527,2023-11-01,,Better design,Durability,Performance,No
SRV006856,C003,CUST00840,2023-11-01,,More smart features,Features,Design,Yes
SRV006873,C009,CUST03589,2023-11-01,1.0,Better design,Features,Performance,No
SRV018079,C010,CUST08036,2023-11-01,4.0,Improved durability,Durability,Performance,No
SRV017394,C002,CUST09942,2023-11-01,4.0,Better performance,Design,Performance,No
SRV007231,C010,CUST01262,2023-11-01,2.0,Better design,Performance,Performance,No
SRV006376,C008,CUST03938,2023-11-01,5.0,Better design,Brand reputation,Design,No
SRV005312,C005,CUST02913,2023-11-01,1.0,Longer battery life,Durability,Performance,No
SRV020308,C003,CUST05449,2023-11-01,,Improved durability,Features,Performance,Yes
SRV021267,C005,CUST04091,2023-11-01,3.0,Lower price,Brand reputation,Software,No
SRV027118,C009,CUST09005,2023-11-01,5.0,More smart features,Quality,Performance,No
SRV020443,C001,CUST04258,2023-11-01,1.0,Improved comfort,Brand reputation,Price,No
SRV024944,C005,CUST02844,2023-11-01,,Better software,Durability,Software,No
SRV020576,C001,CUST00004,2023-11-01,,Lower price,Features,Price,Yes
SRV009924,C006,CUST00462,2023-11-01,,Lower price,Features,Design,Yes
SRV005717,C004,CUST07185,2023-11-01,2.0,Better performance,Durability,Design,No
SRV028200,C001,CUST04770,2023-11-01,1.0,More smart features,Durability,Customer support,No
SRV025999,C002,CUST09180,2023-11-01,,Improved durability,Design,Durability,Yes
SRV020358,C007,CUST09581,2023-11-01,2.0,Better performance,Customer reviews,Durability,No
SRV013106,C010,CUST04177,2023-11-01,,Better performance,Brand reputation,Price,No
SRV013392,C008,CUST07823,2023-11-02,2.0,Improved durability,Durability,Durability,No
SRV005584,C010,CUST07307,2023-11-02,1.0,Improved comfort,Durability,Design,No
SRV015311,C008,CUST03756,2023-11-02,,Improved durability,Features,Durability,Yes
SRV028004,C005,CUST09542,2023-11-02,4.0,Lower price,Performance,Software,No
SRV017250,C001,CUST05617,2023-11-02,,More smart features,Design,Durability,Yes
SRV007051,C008,CUST08287,2023-11-02,1.0,Longer battery life,Brand reputation,Software,No
SRV011030,C008,CUST05036,2023-11-02,1.0,More smart features,Performance,Battery life,No
SRV026073,C006,CUST03753,2023-11-02,5.0,More smart features,Durability,Battery life,No
SRV013302,C010,CUST09993,2023-11-02,1.0,More smart features,Price,Performance,No
SRV009086,C004,CUST00412,2023-11-02,5.0,Better performance,Design,Customer support,No
SRV000057,C006,CUST05867,2023-11-02,,Longer battery life,Performance,Design,Yes
SRV017144,C005,CUST00950,2023-11-02,,Lower price,Quality,Design,Yes
SRV005137,C004,CUST07465,2023-11-02,5.0,Better software,Features,Performance,No
SRV017207,C004,CUST07686,2023-11-02,,Better software,Customer reviews,Customer support,Yes
SRV025248,C006,CUST02371,2023-11-02,4.0,Better software,Design,Design,No
SRV001063,C006,CUST05498,2023-11-02,,Improved durability,Brand reputation,Design,Yes
SRV028640,C002,CUST02155,2023-11-02,,Longer battery life,Customer reviews,Durability,Yes
SRV028269,C004,CUST08478,2023-11-02,,Lower price,Durability,Customer support,Yes
SRV005724,C001,CUST07973,2023-11-02,,Lower price,Design,Design,No
SRV027684,C008,CUST05757,2023-11-02,,Lower price,Design,Software,Yes
SRV029387,C007,CUST08812,2023-11-02,,Improved durability,Performance,Price,Yes
SRV029882,C008,CUST09096,2023-11-02,5.0,Improved comfort,Design,Durability,No
SRV021929,C004,CUST09781,2023-11-02,,Lower price,Design,Customer support,Yes
SRV028225,C005,CUST07356,2023-11-02,,More smart features,Design,Software,Yes
SRV011600,C002,CUST09523,2023-11-02,,Better performance,Customer reviews,Customer support,Yes
SRV012545,C006,CUST09010,2023-11-02,,Better performance,Performance,Customer support,No
SRV003267,C003,CUST01139,2023-11-02,4.0,Improved comfort,Brand reputation,Customer support,No
SRV016509,C002,CUST01217,2023-11-03,,Lower price,Customer reviews,Customer support,No
SRV029899,C003,CUST02688,2023-11-03,4.0,Better performance,Customer reviews,Performance,No
SRV016324,C008,CUST00746,2023-11-03,4.0,More smart features,Durability,Price,No
SRV011095,C001,CUST05668,2023-11-03,5.0,Longer battery life,Performance,Price,No
SRV005594,C003,CUST09853,2023-11-03,,More smart features,Durability,Design,Yes
SRV024222,C001,CUST04487,2023-11-03,1.0,Improved durability,Design,Customer support,No
SRV016543,C001,CUST09089,2023-11-03,1.0,Better software,Features,Performance,No
SRV017235,C001,CUST05706,2023-11-03,,Better design,Price,Software,Yes
SRV027379,C003,CUST02816,2023-11-03,,Improved comfort,Design,Battery life,Yes
SRV014304,C001,CUST08732,2023-11-03,1.0,Improved durability,Performance,Customer support,No
SRV000875,C009,CUST06444,2023-11-03,,Better design,Brand reputation,Battery life,No
SRV013556,C010,CUST02842,2023-11-03,,Improved comfort,Customer reviews,Price,Yes
SRV018165,C009,CUST05552,2023-11-03,2.0,Better software,Brand reputation,Design,No
SRV005712,C006,CUST09177,2023-11-03,3.0,Better performance,Price,Performance,No
SRV005624,C001,CUST09847,2023-11-03,2.0,Longer battery life,Brand reputation,Customer support,No
SRV029241,C001,CUST09611,2023-11-03,,More smart features,Design,Comfort,Yes
SRV015829,C008,CUST01280,2023-11-03,,Lower price,Performance,Design,Yes
SRV012012,C007,CUST01330,2023-11-03,,Lower price,Brand reputation,Durability,Yes
SRV002779,C008,CUST06728,2023-11-03,,More smart features,Durability,Performance,No
SRV014224,C002,CUST05708,2023-11-03,1.0,Better performance,Features,Design,No
SRV014210,C008,CUST03983,2023-11-03,5.0,More smart features,Design,Price,No
SRV005554,C002,CUST05242,2023-11-03,,Better design,Features,Customer support,Yes
SRV008908,C003,CUST03426,2023-11-03,3.0,Improved comfort,Quality,Design,No
SRV026392,C008,CUST03128,2023-11-03,,Improved durability,Features,Design,No
SRV015538,C010,CUST03123,2023-11-03,3.0,Longer battery life,Features,Battery life,No
SRV019265,C005,CUST06751,2023-11-03,,Longer battery life,Features,Software,Yes
SRV023905,C006,CUST03249,2023-11-03,,Lower price,Quality,Customer support,Yes
SRV005952,C004,CUST03704,2023-11-03,,Improved durability,Brand reputation,Battery life,Yes
SRV015216,C003,CUST08400,2023-11-03,5.0,Longer battery life,Durability,Comfort,No
SRV020679,C006,CUST06588,2023-11-03,,Better software,Quality,Comfort,Yes
SRV009981,C001,CUST03308,2023-11-03,4.0,Improved comfort,Customer reviews,Design,No
SRV026739,C010,CUST04221,2023-11-03,3.0,Lower price,Brand reputation,Price,No
SRV010459,C004,CUST04147,2023-11-03,,Improved comfort,Durability,Customer support,Yes
SRV012268,C004,CUST07965,2023-11-03,,Improved comfort,Price,Software,Yes
SRV000750,C001,CUST03819,2023-11-03,,Better performance,Brand reputation,Customer support,Yes
SRV011932,C005,CUST06063,2023-11-04,,Improved durability,Quality,Durability,Yes
SRV026056,C006,CUST06068,2023-11-04,,Lower price,Brand reputation,Software,Yes
SRV021562,C007,CUST00832,2023-11-04,3.0,Lower price,Price,Price,No
SRV026700,C003,CUST01722,2023-11-04,1.0,Better software,Price,Performance,No
SRV028816,C007,CUST08379,2023-11-04,,Improved comfort,Features,Comfort,Yes
SRV007676,C003,CUST05096,2023-11-04,4.0,Better software,Performance,Customer support,No
SRV027330,C008,CUST09962,2023-11-04,,Better design,Customer reviews,Battery life,No
SRV002581,C003,CUST01668,2023-11-04,,Better software,Price,Software,Yes
SRV006031,C002,CUST07031,2023-11-04,2.0,Longer battery life,Quality,Performance,No
SRV010246,C008,CUST07029,2023-11-04,4.0,Lower price,Brand reputation,Battery life,No
SRV017085,C001,CUST03545,2023-11-04,3.0,Longer battery life,Design,Customer support,No
SRV010358,C003,CUST04352,2023-11-04,,Improved comfort,Features,Battery life,No
SRV010444,C008,CUST07824,2023-11-04,,Longer battery life,Customer reviews,Durability,No
SRV028590,C006,CUST08518,2023-11-04,,Better software,Performance,Design,Yes
SRV002999,C009,CUST06527,2023-11-04,,Lower price,Durability,Design,Yes
SRV026657,C007,CUST06669,2023-11-04,4.0,Improved durability,Durability,Durability,No
