customer_id,company_id,age_group,gender,location,income_segment,customer_segment,registration_date,loyalty_level
CUST01490,C007,26-35,Other,South Korea,Medium,Value Seeker,2025-08-30,VIP
CUST01491,C001,18-25,Female,Canada,Premium,Budget Buyer,2021-11-14,Regular
CUST01492,C001,18-25,Other,UK,Low,Value Seeker,2024-11-02,VIP
CUST01493,C007,26-35,Female,Germany,High,Budget Buyer,2023-12-22,Loyal
CUST01494,C006,18-25,Male,Japan,Premium,Premium Customer,2021-03-17,VIP
CUST01495,C007,46-55,Other,UK,Medium,Technology Enthusiast,2023-03-30,New
CUST01496,C003,56+,Other,Japan,Premium,Premium Customer,2020-02-01,Loyal
CUST01497,C008,56+,Other,Canada,Low,Value Seeker,2021-12-24,Loyal
CUST01498,C008,18-25,Other,Singapore,High,Young Professional,2023-10-29,VIP
CUST01499,C006,26-35,Male,Germany,Premium,Technology Enthusiast,2021-12-31,Loyal
CUST01500,C010,18-25,Female,Canada,Medium,Budget Buyer,2023-07-11,Loyal
CUST01501,C005,46-55,Male,UK,High,Young Professional,2025-06-16,New
CUST01502,C004,26-35,Male,Germany,Medium,Budget Buyer,2023-02-15,New
CUST01503,C009,26-35,Male,South Korea,Low,Young Professional,2026-01-12,Regular
CUST01504,C005,46-55,Other,South Korea,Medium,Premium Customer,2026-05-28,Loyal
CUST01505,C002,46-55,Female,South Korea,High,Budget Buyer,2021-05-06,Regular
CUST01506,C005,36-45,Male,Germany,Low,Young Professional,2021-04-22,Regular
CUST01507,C009,36-45,Female,USA,High,Budget Buyer,2023-10-05,VIP
CUST01508,C002,36-45,Male,India,Low,Value Seeker,2025-11-05,Regular
CUST01509,C010,26-35,Other,Germany,High,Premium Customer,2024-03-20,Regular
CUST01510,C008,46-55,Female,UK,Medium,Budget Buyer,2022-02-05,Regular
CUST01511,C001,18-25,Female,Germany,Medium,Budget Buyer,2024-11-13,VIP
CUST01512,C005,56+,Male,Japan,Premium,Technology Enthusiast,2024-04-06,Regular
CUST01513,C005,36-45,Other,South Korea,Premium,Premium Customer,2022-08-07,Loyal
CUST01514,C009,36-45,Male,Germany,Low,Young Professional,2025-05-24,VIP
CUST01515,C008,26-35,Other,Singapore,Low,Value Seeker,2023-08-25,VIP
CUST01516,C006,36-45,Other,Singapore,Medium,Premium Customer,2021-04-10,VIP
CUST01517,C010,26-35,Male,Canada,High,Technology Enthusiast,2024-08-14,Regular
CUST01518,C007,56+,Female,Canada,High,Premium Customer,2020-09-06,VIP
CUST01519,C008,46-55,Female,India,High,Premium Customer,2024-10-07,Regular
CUST01520,C006,36-45,Female,Singapore,Medium,Technology Enthusiast,2020-07-05,Regular
CUST01521,C009,18-25,Other,Japan,Medium,Technology Enthusiast,2022-04-24,New
CUST01522,C001,18-25,Other,Japan,High,Technology Enthusiast,2024-04-02,New
CUST01523,C001,26-35,Female,Germany,Medium,Technology Enthusiast,2025-10-25,VIP
CUST01524,C004,26-35,Female,Japan,Premium,Value Seeker,2023-04-03,Regular
CUST01525,C001,18-25,Other,USA,Premium,Premium Customer,2020-05-27,New
CUST01526,C003,36-45,Male,Germany,Medium,Budget Buyer,2023-03-05,Loyal
CUST01527,C002,46-55,Male,Canada,Low,Budget Buyer,2024-03-27,New
CUST01528,C009,18-25,Male,UK,Low,Technology Enthusiast,2024-08-28,VIP
CUST01529,C004,36-45,Female,India,High,Young Professional,2023-07-02,VIP
CUST01530,C004,36-45,Other,South Korea,Premium,Young Professional,2021-02-12,VIP
CUST01531,C002,46-55,Other,Canada,Premium,Young Professional,2022-06-29,Regular
CUST01532,C007,46-55,Other,Singapore,High,Technology Enthusiast,2020-03-11,New
CUST01533,C008,56+,Male,Singapore,Medium,Premium Customer,2022-07-06,Loyal
CUST01534,C008,18-25,Other,Canada,High,Value Seeker,2026-04-25,New
CUST01535,C002,26-35,Male,South Korea,Medium,Budget Buyer,2026-04-16,Regular
CUST01536,C007,56+,Other,Germany,Low,Premium Customer,2025-04-23,Loyal
CUST01537,C007,36-45,Male,India,High,Technology Enthusiast,2023-06-29,VIP
CUST01538,C001,26-35,Other,South Korea,Premium,Young Professional,2023-01-03,Regular
CUST01539,C006,46-55,Other,USA,Low,Premium Customer,2025-03-04,New
CUST01540,C007,18-25,Male,USA,Medium,Value Seeker,2021-06-05,VIP
CUST01541,C002,46-55,Female,UK,Premium,Value Seeker,2020-06-08,VIP
CUST01542,C007,36-45,Male,Singapore,High,Young Professional,2020-02-07,Loyal
CUST01543,C010,56+,Other,UK,Medium,Young Professional,2024-03-02,Regular
CUST01544,C010,56+,Other,Canada,Premium,Premium Customer,2024-02-29,Regular
CUST01545,C006,26-35,Other,South Korea,Low,Young Professional,2021-07-08,VIP
CUST01546,C003,46-55,Male,India,High,Value Seeker,2021-09-07,Regular
CUST01547,C002,46-55,Female,USA,Low,Technology Enthusiast,2026-01-11,VIP
CUST01548,C010,18-25,Female,Germany,High,Budget Buyer,2021-10-02,Regular
CUST01549,C005,46-55,Other,Canada,High,Technology Enthusiast,2023-03-10,VIP
CUST01550,C005,56+,Other,Germany,Low,Technology Enthusiast,2026-04-17,Regular
CUST01551,C002,36-45,Male,Canada,Low,Value Seeker,2022-06-05,VIP
CUST01552,C006,56+,Other,Canada,Premium,Value Seeker,2026-06-15,Regular
CUST01553,C001,26-35,Male,UK,Medium,Value Seeker,2022-08-07,VIP
CUST01554,C001,18-25,Male,UK,Premium,Premium Customer,2023-08-17,VIP
CUST01555,C006,56+,Male,Germany,Premium,Premium Customer,2023-05-24,VIP
CUST01556,C008,36-45,Other,Japan,Low,Technology Enthusiast,2023-12-25,Regular
CUST01557,C003,26-35,Female,South Korea,Premium,Young Professional,2023-02-11,New
CUST01558,C009,36-45,Male,India,High,Premium Customer,2024-11-18,Loyal
CUST01559,C007,56+,Other,Germany,Premium,Young Professional,2022-05-25,Regular
CUST01560,C001,46-55,Female,Germany,Low,Technology Enthusiast,2022-03-13,Loyal
CUST01561,C006,36-45,Female,India,High,Budget Buyer,2021-01-20,Loyal
CUST01562,C008,18-25,Other,Canada,High,Budget Buyer,2024-06-19,New
CUST01563,C008,46-55,Male,South Korea,Low,Budget Buyer,2025-02-04,Loyal
CUST01564,C001,26-35,Male,USA,Premium,Budget Buyer,2021-09-19,New
CUST01565,C008,36-45,Male,Canada,Medium,Technology Enthusiast,2020-09-12,New
CUST01566,C006,26-35,Other,Japan,Low,Premium Customer,2023-07-20,VIP
CUST01567,C001,26-35,Other,UK,High,Budget Buyer,2020-09-23,Regular
CUST01568,C008,36-45,Other,Germany,Premium,Value Seeker,2020-07-01,New
CUST01569,C005,56+,Female,USA,High,Premium Customer,2023-01-26,New
CUST01570,C010,18-25,Male,USA,Medium,Budget Buyer,2025-03-11,Regular
CUST01571,C006,26-35,Male,Germany,High,Premium Customer,2020-03-23,New
CUST01572,C004,26-35,Other,UK,High,Budget Buyer,2023-06-14,VIP
CUST01573,C005,36-45,Male,Japan,Premium,Value Seeker,2021-12-30,Regular
CUST01574,C005,26-35,Female,Canada,Premium,Young Professional,2022-03-27,New
CUST01575,C008,56+,Female,Japan,Premium,Value Seeker,2023-12-25,New
CUST01576,C010,26-35,Other,Germany,Premium,Young Professional,2024-04-28,Loyal
CUST01577,C004,56+,Other,Canada,Low,Technology Enthusiast,2023-11-02,Regular
CUST01578,C005,46-55,Female,India,Low,Technology Enthusiast,2022-06-12,Regular
CUST01579,C008,46-55,Other,Japan,High,Technology Enthusiast,2021-07-26,VIP
CUST01580,C010,36-45,Other,USA,High,Budget Buyer,2020-05-18,Regular
CUST01581,C007,36-45,Female,USA,Medium,Young Professional,2025-05-01,Loyal
CUST01582,C003,56+,Male,India,Premium,Technology Enthusiast,2025-03-27,VIP
CUST01583,C010,46-55,Other,Singapore,Premium,Value Seeker,2026-06-17,Loyal
CUST01584,C006,46-55,Other,Singapore,High,Budget Buyer,2023-10-15,Regular
CUST01585,C009,46-55,Female,Canada,Premium,Technology Enthusiast,2021-03-17,New
CUST01586,C003,26-35,Female,Germany,Medium,Value Seeker,2025-09-28,Loyal
CUST01587,C001,36-45,Male,Japan,Premium,Premium Customer,2021-01-05,Regular
CUST01588,C008,26-35,Male,UK,High,Young Professional,2020-01-04,New
CUST01589,C003,26-35,Female,USA,Medium,Value Seeker,2022-08-25,Loyal
CUST01590,C001,26-35,Female,USA,Premium,Technology Enthusiast,2025-05-09,VIP
CUST01591,C004,46-55,Female,Germany,Low,Premium Customer,2025-04-18,Regular
CUST01592,C006,46-55,Female,Canada,Premium,Technology Enthusiast,2021-06-30,VIP
CUST01593,C009,36-45,Female,India,Medium,Technology Enthusiast,2020-10-20,Regular
CUST01594,C004,36-45,Female,India,Premium,Budget Buyer,2024-02-20,Regular
CUST01595,C003,26-35,Male,Germany,High,Premium Customer,2025-08-09,New
CUST01596,C006,26-35,Female,UK,High,Young Professional,2024-04-22,VIP
CUST01597,C008,36-45,Female,UK,Medium,Premium Customer,2020-05-22,New
CUST01598,C008,36-45,Other,USA,Premium,Budget Buyer,2020-12-04,Regular
CUST01599,C006,56+,Other,Singapore,Premium,Budget Buyer,2021-06-11,VIP
CUST01600,C007,18-25,Female,Singapore,High,Budget Buyer,2024-09-26,VIP
CUST01601,C009,46-55,Other,Japan,High,Budget Buyer,2024-03-07,Regular
CUST01602,C007,46-55,Other,USA,Medium,Budget Buyer,2025-12-17,Loyal
CUST01603,C010,26-35,Other,South Korea,Premium,Budget Buyer,2022-11-22,VIP
CUST01604,C005,18-25,Female,South Korea,High,Budget Buyer,2020-06-12,Loyal
CUST01605,C005,36-45,Other,Canada,Low,Technology Enthusiast,2024-10-09,Loyal
CUST01606,C003,36-45,Female,India,Premium,Young Professional,2023-04-16,Loyal
CUST01607,C001,36-45,Other,India,Premium,Value Seeker,2021-04-02,Regular
CUST01608,C002,18-25,Male,UK,Premium,Premium Customer,2025-12-31,Loyal
CUST01609,C006,56+,Male,South Korea,Low,Budget Buyer,2025-02-19,Loyal
CUST01610,C006,26-35,Other,USA,Premium,Technology Enthusiast,2020-06-05,New
CUST01611,C006,46-55,Female,India,Medium,Young Professional,2023-05-21,New
CUST01612,C007,26-35,Other,Canada,High,Technology Enthusiast,2021-04-21,Regular
CUST01613,C001,56+,Female,Germany,Premium,Young Professional,2024-03-12,Regular
CUST01614,C005,18-25,Other,Singapore,Medium,Young Professional,2025-08-16,Loyal
CUST01615,C001,26-35,Male,Singapore,Medium,Young Professional,2024-07-25,Loyal
CUST01616,C008,18-25,Male,Germany,Low,Young Professional,2023-07-27,Regular
CUST01617,C002,56+,Female,Singapore,High,Technology Enthusiast,2023-03-24,VIP
CUST01618,C008,18-25,Female,Japan,High,Young Professional,2026-04-03,VIP
CUST01619,C003,46-55,Male,UK,Premium,Young Professional,2025-03-07,VIP
CUST01620,C001,18-25,Other,South Korea,High,Budget Buyer,2026-05-29,Regular
CUST01621,C009,36-45,Female,Japan,Premium,Premium Customer,2024-02-21,New
CUST01622,C003,26-35,Other,Japan,Premium,Premium Customer,2026-07-23,New
CUST01623,C005,46-55,Male,Singapore,Medium,Premium Customer,2026-03-29,New
CUST01624,C002,26-35,Male,USA,High,Value Seeker,2024-06-08,Regular
CUST01625,C007,46-55,Female,Germany,Premium,Technology Enthusiast,2026-03-03,Loyal
CUST01626,C006,18-25,Other,Japan,Premium,Value Seeker,2024-01-27,VIP
CUST01627,C008,36-45,Female,UK,Medium,Premium Customer,2025-03-15,Loyal
CUST01628,C001,36-45,Female,UK,Low,Premium Customer,2025-12-21,VIP
CUST01629,C007,26-35,Other,India,Medium,Value Seeker,2024-08-07,New
CUST01630,C010,46-55,Male,Japan,Medium,Value Seeker,2026-05-26,VIP
CUST01631,C002,18-25,Other,Singapore,Medium,Value Seeker,2024-02-25,VIP
CUST01632,C006,26-35,Female,Germany,High,Value Seeker,2022-09-07,Loyal
CUST01633,C002,26-35,Other,South Korea,Premium,Value Seeker,2020-05-06,VIP
CUST01634,C004,46-55,Other,USA,High,Value Seeker,2021-12-25,Regular
CUST01635,C008,18-25,Other,India,Premium,Technology Enthusiast,2020-10-13,VIP
CUST01636,C007,46-55,Female,USA,Low,Premium Customer,2020-10-15,VIP
CUST01637,C001,46-55,Other,India,High,Premium Customer,2023-04-14,VIP
CUST01638,C007,18-25,Male,Canada,Low,Value Seeker,2021-05-23,Loyal
CUST01639,C007,26-35,Male,South Korea,Medium,Young Professional,2023-10-23,New
CUST01640,C006,46-55,Other,South Korea,Medium,Young Professional,2020-10-30,Loyal
CUST01641,C005,36-45,Female,Canada,High,Technology Enthusiast,2024-12-26,New
CUST01642,C003,56+,Female,India,Medium,Young Professional,2021-08-29,Loyal
CUST01643,C005,26-35,Other,Canada,Premium,Premium Customer,2023-06-10,Loyal
CUST01644,C003,26-35,Other,Canada,Premium,Young Professional,2021-06-10,Regular
CUST01645,C001,56+,Female,UK,Low,Young Professional,2022-05-16,Loyal
CUST01646,C009,46-55,Female,UK,High,Value Seeker,2025-10-17,Loyal
CUST01647,C009,46-55,Female,UK,Premium,Value Seeker,2024-03-13,VIP
CUST01648,C007,18-25,Female,Germany,High,Value Seeker,2020-02-28,Regular
CUST01649,C003,56+,Other,USA,Medium,Young Professional,2023-02-13,VIP
CUST01650,C008,18-25,Other,Germany,Medium,Young Professional,2026-05-21,New
CUST01651,C007,36-45,Other,USA,High,Technology Enthusiast,2021-02-08,New
CUST01652,C001,56+,Other,Germany,Medium,Young Professional,2025-01-03,Regular
CUST01653,C004,46-55,Male,India,High,Technology Enthusiast,2022-07-24,Loyal
CUST01654,C002,18-25,Male,Canada,Low,Value Seeker,2022-02-17,Regular
CUST01655,C004,56+,Female,South Korea,Low,Technology Enthusiast,2026-07-26,New
CUST01656,C006,26-35,Female,USA,Premium,Budget Buyer,2020-10-26,VIP
CUST01657,C004,56+,Other,Germany,Premium,Young Professional,2021-02-13,New
CUST01658,C010,18-25,Other,South Korea,Medium,Technology Enthusiast,2024-10-26,VIP
CUST01659,C001,46-55,Other,Canada,Premium,Value Seeker,2022-10-28,Loyal
CUST01660,C009,56+,Female,Canada,High,Technology Enthusiast,2025-06-02,Regular
CUST01661,C006,56+,Other,Canada,Premium,Budget Buyer,2023-02-01,Regular
CUST01662,C008,36-45,Other,South Korea,Premium,Value Seeker,2020-01-27,Regular
CUST01663,C002,36-45,Male,South Korea,High,Technology Enthusiast,2024-11-04,Regular
CUST01664,C004,26-35,Male,Canada,High,Young Professional,2021-03-21,VIP
CUST01665,C002,56+,Male,UK,High,Value Seeker,2023-05-14,Regular
CUST01666,C007,26-35,Other,UK,High,Technology Enthusiast,2021-12-04,VIP
CUST01667,C010,36-45,Male,Canada,Premium,Young Professional,2024-09-03,Loyal
CUST01668,C003,36-45,Other,Japan,High,Premium Customer,2023-06-08,Loyal
CUST01669,C007,46-55,Female,India,Premium,Budget Buyer,2026-04-26,VIP
CUST01670,C006,46-55,Female,India,Medium,Value Seeker,2021-07-27,Loyal
CUST01671,C005,18-25,Female,Singapore,Premium,Young Professional,2024-03-09,Regular
CUST01672,C004,46-55,Female,USA,Low,Value Seeker,2025-08-22,Regular
CUST01673,C006,56+,Female,India,Premium,Premium Customer,2025-05-18,Regular
CUST01674,C005,46-55,Male,USA,Low,Young Professional,2026-07-28,Loyal
CUST01675,C009,46-55,Female,USA,Premium,Value Seeker,2024-02-22,New
CUST01676,C006,26-35,Male,Canada,Medium,Technology Enthusiast,2024-08-21,New
CUST01677,C008,36-45,Other,Canada,High,Budget Buyer,2022-10-01,Regular
CUST01678,C002,36-45,Female,Germany,Medium,Young Professional,2023-07-09,VIP
CUST01679,C004,36-45,Female,Germany,High,Young Professional,2025-03-02,New
CUST01680,C003,46-55,Female,Singapore,Premium,Budget Buyer,2021-05-03,New
CUST01681,C009,18-25,Other,Singapore,Low,Technology Enthusiast,2024-03-09,Loyal
CUST01682,C009,36-45,Other,Japan,Low,Budget Buyer,2025-07-08,New
CUST01683,C009,56+,Male,USA,Premium,Technology Enthusiast,2021-04-05,Regular
CUST01684,C002,36-45,Female,South Korea,Medium,Young Professional,2024-10-31,New
CUST01685,C003,36-45,Female,Singapore,Low,Premium Customer,2026-06-14,Loyal
CUST01686,C001,18-25,Male,Germany,High,Premium Customer,2024-05-16,Regular
CUST01687,C005,56+,Other,Japan,Premium,Value Seeker,2022-07-01,Loyal
CUST01688,C010,26-35,Male,Germany,High,Value Seeker,2021-09-17,New
CUST01689,C001,56+,Male,UK,High,Budget Buyer,2025-12-24,Loyal
CUST01690,C006,26-35,Male,Canada,Medium,Premium Customer,2022-07-31,Loyal
CUST01691,C004,36-45,Male,UK,Premium,Budget Buyer,2022-06-08,VIP
CUST01692,C001,26-35,Female,India,Premium,Premium Customer,2024-12-23,VIP
CUST01693,C004,46-55,Other,USA,Low,Value Seeker,2022-04-22,New
CUST01694,C003,18-25,Female,Japan,High,Premium Customer,2022-05-08,Regular
CUST01695,C004,56+,Female,South Korea,High,Technology Enthusiast,2021-01-06,New
CUST01696,C008,18-25,Female,Singapore,Premium,Budget Buyer,2020-03-07,Loyal
CUST01697,C006,18-25,Female,Canada,Medium,Budget Buyer,2023-06-23,VIP
CUST01698,C008,36-45,Other,Japan,Low,Value Seeker,2020-03-05,Regular
CUST01699,C003,18-25,Male,UK,Medium,Premium Customer,2026-05-01,New
CUST01700,C001,36-45,Female,Singapore,Medium,Premium Customer,2022-05-09,Regular
CUST01701,C003,26-35,Other,UK,High,Budget Buyer,2025-10-25,Regular
CUST01702,C001,26-35,Female,Singapore,High,Young Professional,2025-07-30,Loyal
CUST01703,C001,36-45,Male,South Korea,Low,Value Seeker,2020-04-15,VIP
CUST01704,C001,46-55,Other,UK,Medium,Budget Buyer,2026-01-18,New
CUST01705,C006,18-25,Female,USA,Low,Premium Customer,2022-07-01,VIP
CUST01706,C007,46-55,Male,India,High,Premium Customer,2026-01-07,VIP
CUST01707,C005,36-45,Other,Japan,Low,Premium Customer,2021-06-09,VIP
CUST01708,C010,26-35,Male,UK,Medium,Value Seeker,2022-03-14,New
CUST01709,C002,36-45,Other,USA,Medium,Value Seeker,2024-07-12,Loyal
CUST01710,C003,36-45,Other,South Korea,High,Value Seeker,2023-05-18,Loyal
CUST01711,C007,26-35,Other,India,Premium,Budget Buyer,2024-03-15,Regular
CUST01712,C003,26-35,Other,India,Medium,Value Seeker,2020-02-28,VIP
CUST01713,C006,56+,Female,South Korea,High,Value Seeker,2020-02-17,VIP
CUST01714,C008,46-55,Other,Canada,Premium,Budget Buyer,2022-05-29,Loyal
CUST01715,C009,36-45,Male,Canada,High,Premium Customer,2023-10-13,VIP
CUST01716,C002,56+,Female,USA,High,Premium Customer,2023-11-03,New
CUST01717,C009,18-25,Male,South Korea,Low,Budget Buyer,2021-06-01,Loyal
CUST01718,C003,36-45,Female,Singapore,Low,Technology Enthusiast,2023-11-24,Regular
CUST01719,C007,26-35,Male,Germany,Low,Value Seeker,2025-09-23,Loyal
CUST01720,C009,56+,Other,India,High,Technology Enthusiast,2021-09-13,Regular
CUST01721,C009,36-45,Male,USA,Medium,Technology Enthusiast,2021-11-14,Regular
CUST01722,C003,56+,Female,Germany,High,Budget Buyer,2026-01-24,VIP
CUST01723,C005,56+,Female,South Korea,Premium,Young Professional,2024-05-15,Regular
CUST01724,C005,18-25,Female,Canada,Medium,Technology Enthusiast,2020-01-02,New
CUST01725,C001,26-35,Male,South Korea,Medium,Value Seeker,2024-08-07,VIP
CUST01726,C003,46-55,Other,Germany,Medium,Young Professional,2024-09-12,New
CUST01727,C004,26-35,Female,USA,Medium,Value Seeker,2023-02-05,VIP
CUST01728,C003,36-45,Male,USA,High,Technology Enthusiast,2023-02-02,New
CUST01729,C010,26-35,Other,South Korea,High,Budget Buyer,2025-04-13,VIP
CUST01730,C003,36-45,Female,India,Premium,Young Professional,2020-10-15,New
CUST01731,C008,56+,Male,South Korea,High,Value Seeker,2024-10-10,New
CUST01732,C002,26-35,Other,South Korea,Premium,Premium Customer,2024-01-25,New
CUST01733,C002,36-45,Female,Japan,Premium,Young Professional,2023-02-21,Loyal
CUST01734,C002,18-25,Other,South Korea,Medium,Technology Enthusiast,2020-02-22,VIP
CUST01735,C004,36-45,Male,South Korea,Premium,Technology Enthusiast,2024-11-11,VIP
CUST01736,C001,56+,Other,USA,Low,Budget Buyer,2021-03-17,Regular
CUST01737,C006,56+,Female,Singapore,Low,Young Professional,2026-07-04,VIP
CUST01738,C008,56+,Male,Singapore,Premium,Budget Buyer,2026-06-06,Regular
CUST01739,C010,18-25,Other,Japan,Low,Young Professional,2022-01-10,VIP
CUST01740,C001,36-45,Female,Japan,High,Value Seeker,2025-02-13,Loyal
CUST01741,C008,36-45,Female,Canada,Medium,Value Seeker,2020-07-14,Loyal
CUST01742,C007,26-35,Female,USA,High,Young Professional,2023-11-28,Regular
CUST01743,C006,18-25,Other,USA,Premium,Young Professional,2023-06-06,VIP
CUST01744,C003,26-35,Female,South Korea,High,Young Professional,2024-04-16,VIP
CUST01745,C006,26-35,Female,India,Low,Value Seeker,2021-10-14,Loyal
CUST01746,C009,36-45,Other,UK,Premium,Technology Enthusiast,2026-04-14,New
CUST01747,C004,18-25,Other,Singapore,High,Value Seeker,2021-01-17,Loyal
CUST01748,C009,46-55,Male,Singapore,Low,Young Professional,2023-12-20,New
CUST01749,C006,46-55,Male,Germany,Medium,Young Professional,2022-07-09,New
CUST01750,C008,26-35,Male,Germany,Premium,Value Seeker,2022-07-08,Regular
CUST01751,C001,26-35,Male,South Korea,Premium,Premium Customer,2023-04-30,Regular
CUST01752,C007,56+,Other,Singapore,Premium,Young Professional,2022-02-01,Loyal
CUST01753,C005,36-45,Female,Germany,High,Technology Enthusiast,2024-11-01,Loyal
CUST01754,C002,36-45,Other,Germany,Medium,Budget Buyer,2021-07-04,VIP
CUST01755,C009,18-25,Other,Germany,High,Technology Enthusiast,2023-07-08,Regular
CUST01756,C008,56+,Male,South Korea,Premium,Premium Customer,2023-01-07,VIP
CUST01757,C002,18-25,Other,South Korea,Low,Young Professional,2021-12-02,VIP
CUST01758,C003,36-45,Male,Canada,High,Budget Buyer,2020-09-18,VIP
CUST01759,C007,46-55,Male,South Korea,High,Technology Enthusiast,2021-06-30,Loyal
CUST01760,C006,56+,Other,Singapore,Medium,Technology Enthusiast,2022-08-10,Loyal
CUST01761,C001,36-45,Other,USA,Low,Technology Enthusiast,2020-08-04,New
CUST01762,C009,26-35,Other,Germany,Medium,Technology Enthusiast,2024-08-21,Regular
CUST01763,C003,46-55,Other,USA,High,Budget Buyer,2020-04-30,New
CUST01764,C007,46-55,Female,Singapore,Premium,Value Seeker,2026-06-09,Loyal
CUST01765,C003,36-45,Female,UK,Premium,Young Professional,2021-01-27,VIP
CUST01766,C002,36-45,Female,Germany,Medium,Young Professional,2022-01-25,New
CUST01767,C006,18-25,Other,Canada,Low,Technology Enthusiast,2025-01-24,New
CUST01768,C009,36-45,Male,UK,Low,Technology Enthusiast,2020-08-30,New
CUST01769,C001,46-55,Female,India,High,Budget Buyer,2023-08-31,Regular
CUST01770,C004,26-35,Other,Germany,High,Budget Buyer,2025-08-02,Regular
CUST01771,C010,56+,Male,South Korea,Medium,Technology Enthusiast,2024-03-12,Regular
CUST01772,C008,56+,Male,USA,High,Young Professional,2020-05-04,New
CUST01773,C006,56+,Other,UK,Low,Premium Customer,2022-01-08,Regular
CUST01774,C010,56+,Female,South Korea,Premium,Premium Customer,2021-09-27,New
CUST01775,C009,36-45,Male,Japan,Medium,Value Seeker,2020-09-25,VIP
CUST01776,C004,18-25,Female,India,Premium,Technology Enthusiast,2024-07-13,New
CUST01777,C009,36-45,Other,Singapore,Medium,Young Professional,2021-01-07,Loyal
CUST01778,C003,26-35,Female,Singapore,Premium,Premium Customer,2025-01-08,VIP
CUST01779,C002,18-25,Female,USA,High,Technology Enthusiast,2025-07-01,VIP
CUST01780,C010,36-45,Female,Canada,Low,Technology Enthusiast,2024-05-11,New
CUST01781,C004,36-45,Other,UK,High,Budget Buyer,2020-12-31,New
CUST01782,C001,46-55,Male,Japan,Low,Premium Customer,2023-05-25,Regular
CUST01783,C009,18-25,Male,USA,Premium,Value Seeker,2024-02-27,Regular
CUST01784,C006,26-35,Female,Germany,Low,Budget Buyer,2020-10-25,VIP
CUST01785,C004,36-45,Male,Germany,High,Value Seeker,2021-04-21,VIP
CUST01786,C004,46-55,Male,UK,Medium,Technology Enthusiast,2024-03-02,Regular
CUST01787,C010,46-55,Other,Canada,Medium,Young Professional,2022-11-23,VIP
CUST01788,C001,46-55,Female,Canada,Medium,Premium Customer,2024-08-30,Loyal
CUST01789,C010,46-55,Male,South Korea,Medium,Value Seeker,2020-02-12,New
CUST01790,C002,26-35,Female,USA,Medium,Technology Enthusiast,2021-04-17,Loyal
CUST01791,C003,46-55,Female,Canada,High,Technology Enthusiast,2022-11-16,Loyal
CUST01792,C002,46-55,Male,USA,Premium,Value Seeker,2021-05-04,Regular
CUST01793,C009,46-55,Female,USA,Low,Value Seeker,2020-05-26,New
CUST01794,C007,18-25,Other,USA,Medium,Premium Customer,2022-01-25,Loyal
CUST01795,C008,46-55,Other,India,Medium,Value Seeker,2021-08-07,Loyal
CUST01796,C001,18-25,Male,Japan,High,Value Seeker,2026-05-18,Loyal
CUST01797,C008,18-25,Female,Singapore,Medium,Young Professional,2022-04-01,New
CUST01798,C004,26-35,Female,South Korea,Low,Premium Customer,2022-01-23,New
CUST01799,C004,36-45,Other,UK,Medium,Technology Enthusiast,2025-12-04,Loyal
CUST01800,C001,18-25,Female,India,Medium,Young Professional,2021-04-01,Loyal
CUST01801,C001,18-25,Other,Germany,Low,Premium Customer,2021-08-10,New
CUST01802,C010,46-55,Other,USA,Medium,Budget Buyer,2020-08-27,New
CUST01803,C001,56+,Other,Singapore,High,Technology Enthusiast,2025-05-05,VIP
CUST01804,C008,46-55,Other,Canada,High,Premium Customer,2022-08-31,VIP
CUST01805,C003,56+,Female,Germany,Medium,Young Professional,2025-02-03,Regular
CUST01806,C007,26-35,Female,India,Premium,Young Professional,2022-11-19,Regular
CUST01807,C001,46-55,Other,Germany,Premium,Value Seeker,2025-02-26,Loyal
CUST01808,C004,46-55,Female,South Korea,Premium,Premium Customer,2024-07-20,VIP
CUST01809,C008,36-45,Female,Singapore,Medium,Technology Enthusiast,2024-01-29,Regular
CUST01810,C004,26-35,Other,Germany,High,Premium Customer,2022-06-07,VIP
CUST01811,C006,26-35,Female,UK,Premium,Budget Buyer,2023-06-11,VIP
CUST01812,C005,18-25,Male,Germany,High,Technology Enthusiast,2024-08-15,Regular
CUST01813,C007,46-55,Male,South Korea,Low,Value Seeker,2025-10-20,VIP
CUST01814,C010,36-45,Other,UK,Premium,Technology Enthusiast,2021-12-06,Regular
CUST01815,C003,36-45,Female,Germany,Medium,Premium Customer,2024-08-11,Loyal
CUST01816,C010,18-25,Other,USA,Low,Budget Buyer,2025-12-13,New
CUST01817,C001,36-45,Male,Japan,High,Value Seeker,2020-08-04,Regular
CUST01818,C004,18-25,Female,Japan,Premium,Premium Customer,2023-06-13,Loyal
CUST01819,C003,36-45,Male,UK,Medium,Value Seeker,2023-04-01,VIP
CUST01820,C002,56+,Female,UK,Premium,Young Professional,2025-12-20,Regular
CUST01821,C002,46-55,Male,India,Medium,Premium Customer,2021-08-23,VIP
CUST01822,C007,26-35,Male,Japan,Premium,Technology Enthusiast,2025-05-07,Regular
CUST01823,C008,46-55,Other,Japan,High,Budget Buyer,2020-03-22,Loyal
CUST01824,C002,26-35,Other,Canada,Premium,Value Seeker,2021-12-26,New
CUST01825,C004,36-45,Other,USA,High,Technology Enthusiast,2023-08-06,VIP
CUST01826,C001,26-35,Female,Canada,Medium,Technology Enthusiast,2024-09-07,Loyal
CUST01827,C009,46-55,Female,UK,Low,Value Seeker,2020-04-06,Loyal
