purchase_id,company_id,product_id,customer_id,purchase_date,quantity,unit_price,discount,channel,region
PUR060059,C003,P0120,CUST00168,2023-11-09,1.0,8025.6,0.05,Retail Store,East
PUR085632,C006,P0261,CUST07472,2023-11-09,3.0,16620.25,0.05,Marketplace,Central
PUR069842,C002,P0094,CUST05093,2023-11-09,1.0,30841.0,0.0,Marketplace,East
PUR093395,C005,P0247,CUST06440,2023-11-09,1.0,31950.9,0.1,Marketplace,Central
PUR073310,C001,P0006,CUST05978,2023-11-09,1.0,5294.65,0.15,Marketplace,South
PUR085553,C003,P0144,CUST04836,2023-11-09,1.0,3117.6,0.1,Retail Store,South
PUR001267,C005,P0210,CUST04206,2023-11-09,3.0,17733.6,0.1,Retail Store,Central
PUR082048,C003,P0131,CUST01118,2023-11-09,1.0,10310.4,0.2,Online,West
PUR063769,C010,P0484,CUST05845,2023-11-09,3.0,16019.85,0.05,Retail Store,South
PUR041344,C010,P0495,CUST00542,2023-11-09,3.0,19690.4,0.2,Retail Store,North
PUR035603,C010,P0496,CUST01443,2023-11-09,3.0,31043.2,0.2,Retail Store,East
PUR017568,C006,P0275,CUST03966,2023-11-09,1.0,28152.9,0.1,Online,East
PUR059260,C009,P0442,CUST04271,2023-11-09,1.0,39672.0,0.2,Retail Store,North
PUR058802,C007,P0308,CUST05619,2023-11-09,2.0,23018.85,0.15,Online,North
PUR052866,C009,P0423,CUST08371,2023-11-09,3.0,41377.0,0.0,Online,West
PUR073493,C006,P0267,CUST03944,2023-11-09,1.0,47873.0,0.0,Marketplace,Central
PUR003994,C007,P0335,CUST03265,2023-11-09,2.0,11960.35,0.15,Online,South
PUR040208,C008,P0357,CUST00746,2023-11-09,2.0,21427.65,0.15,Online,Central
PUR066964,C007,P0348,CUST06988,2023-11-09,1.0,14741.0,0.0,Online,West
PUR050229,C006,P0285,CUST09019,2023-11-09,1.0,39728.8,0.2,Marketplace,South
PUR009066,C008,P0389,CUST01422,2023-11-09,1.0,1079.5,0.15,Retail Store,West
PUR068811,C006,P0300,CUST08629,2023-11-09,3.0,23493.6,0.1,Marketplace,South
PUR022417,C006,P0281,CUST00638,2023-11-09,2.0,27287.8,0.05,Retail Store,East
PUR056453,C008,P0371,CUST01714,2023-11-09,1.0,24730.4,0.2,Online,West
PUR000545,C001,P0032,CUST00425,2023-11-09,3.0,23772.8,0.2,Retail Store,North
PUR086442,C005,P0244,CUST03016,2023-11-09,1.0,33866.4,0.2,Marketplace,East
PUR028993,C010,P0461,CUST02671,2023-11-09,1.0,32599.2,0.2,Marketplace,South
PUR042313,C001,P0016,CUST00621,2023-11-09,2.0,28728.8,0.2,Online,Central
PUR044236,C001,P0050,CUST03519,2023-11-09,3.0,12272.8,0.2,Marketplace,Central
PUR009417,C003,P0149,CUST08614,2023-11-09,1.0,37816.5,0.15,Marketplace,South
PUR086524,C006,P0267,CUST04759,2023-11-09,3.0,38298.4,0.2,Online,South
PUR032747,C006,P0275,CUST02912,2023-11-09,3.0,29716.95,0.05,Marketplace,North
PUR000782,C004,P0185,CUST01132,2023-11-09,3.0,34143.3,0.1,Marketplace,Central
PUR015178,C001,P0048,CUST07782,2023-11-09,3.0,45092.0,0.0,Online,North
PUR072794,C010,P0485,CUST05271,2023-11-09,1.0,4914.4,0.2,Retail Store,South
PUR081258,C002,P0084,CUST03135,2023-11-09,1.0,23450.4,0.2,Marketplace,East
PUR015097,C006,P0272,CUST08313,2023-11-09,2.0,6294.7,0.05,Marketplace,Central
PUR086106,C007,P0320,CUST01431,2023-11-09,2.0,13807.0,0.0,Online,South
PUR032866,C001,P0025,CUST03117,2023-11-09,2.0,21960.6,0.15,Retail Store,West
PUR047968,C007,P0316,CUST09904,2023-11-09,2.0,3151.15,0.05,Online,East
PUR016947,C007,P0309,CUST00782,2023-11-09,2.0,18224.8,0.05,Marketplace,East
PUR019056,C002,P0061,CUST01631,2023-11-09,3.0,1984.75,0.15,Online,South
PUR044442,C006,P0276,CUST03754,2023-11-09,3.0,37121.4,0.1,Retail Store,East
PUR068634,C004,P0200,CUST07091,2023-11-09,1.0,35889.55,0.15,Marketplace,West
PUR079020,C004,P0170,CUST01483,2023-11-09,3.0,6093.3,0.05,Marketplace,South
PUR033637,C004,P0162,CUST02208,2023-11-09,3.0,36130.0,0.0,Marketplace,South
PUR011634,C010,P0451,CUST03709,2023-11-09,3.0,41694.2,0.15,Online,North
PUR096323,C008,P0390,CUST09076,2023-11-09,1.0,33642.15,0.15,Marketplace,Central
PUR063457,C007,P0308,CUST06401,2023-11-09,3.0,24372.9,0.1,Marketplace,East
PUR061663,C008,P0388,CUST08073,2023-11-09,1.0,23508.9,0.1,Marketplace,North
PUR037195,C004,P0193,CUST05027,2023-11-09,1.0,7641.8,0.05,Retail Store,East
PUR032091,C001,P0014,CUST00828,2023-11-09,3.0,35682.15,0.15,Retail Store,East
PUR048070,C007,P0320,CUST03136,2023-11-09,2.0,11735.95,0.15,Marketplace,South
PUR003594,C008,P0361,CUST00783,2023-11-09,1.0,11357.25,0.05,Online,South
PUR088554,C004,P0155,CUST09494,2023-11-09,2.0,11657.75,0.15,Retail Store,East
PUR065706,C004,P0199,CUST01478,2023-11-09,2.0,16560.9,0.1,Online,North
PUR046750,C003,P0121,CUST01722,2023-11-09,3.0,48660.0,0.0,Marketplace,West
PUR054265,C008,P0371,CUST09962,2023-11-09,2.0,24730.4,0.2,Online,West
PUR045242,C006,P0255,CUST00056,2023-11-09,1.0,35455.5,0.1,Online,West
PUR006336,C005,P0226,CUST07601,2023-11-09,2.0,26759.0,0.0,Marketplace,West
PUR066288,C007,P0305,CUST05193,2023-11-09,2.0,24005.7,0.1,Retail Store,North
PUR078141,C002,P0080,CUST02585,2023-11-09,1.0,37175.0,0.0,Online,Central
PUR088641,C007,P0307,CUST00481,2023-11-09,2.0,25494.4,0.2,Online,West
PUR062914,C002,P0099,CUST06598,2023-11-09,2.0,43559.4,0.05,Online,North
PUR020894,C005,P0246,CUST09831,2023-11-09,1.0,44397.3,0.05,Online,North
PUR029727,C001,P0015,CUST05974,2023-11-09,1.0,28067.85,0.15,Marketplace,South
PUR055962,C005,P0209,CUST06746,2023-11-09,2.0,29653.6,0.2,Retail Store,East
PUR016788,C008,P0365,CUST05254,2023-11-09,1.0,26531.6,0.05,Retail Store,Central
PUR066732,C007,P0328,CUST04210,2023-11-09,3.0,6279.3,0.1,Online,North
PUR036976,C007,P0350,CUST03895,2023-11-09,1.0,36938.85,0.05,Retail Store,North
PUR049018,C007,P0327,CUST08477,2023-11-09,3.0,7972.2,0.1,Marketplace,South
PUR074912,C007,P0324,CUST08848,2023-11-09,1.0,37800.5,0.05,Online,South
PUR013701,C009,P0445,CUST08435,2023-11-09,2.0,37363.45,0.15,Marketplace,West
PUR004489,C006,P0287,CUST05410,2023-11-09,3.0,18223.0,0.0,Online,East
PUR061813,C003,P0134,CUST06365,2023-11-09,2.0,27661.6,0.2,Online,South
PUR094565,C006,P0296,CUST02704,2023-11-09,3.0,27826.2,0.1,Online,Central
PUR027246,C005,P0205,CUST05611,2023-11-09,1.0,20280.15,0.15,Online,East
PUR083365,C008,P0398,CUST03481,2023-11-09,3.0,1651.5,0.1,Retail Store,South
PUR038054,C003,P0122,CUST00809,2023-11-09,3.0,23148.8,0.2,Online,South
PUR097415,C003,P0107,CUST05292,2023-11-09,2.0,23911.2,0.2,Online,West
PUR034167,C007,P0348,CUST03207,2023-11-09,3.0,13266.9,0.1,Marketplace,North
PUR097492,C003,P0131,CUST08274,2023-11-09,1.0,10310.4,0.2,Online,North
PUR046770,C003,P0112,CUST00128,2023-11-09,3.0,18723.6,0.1,Online,West
PUR051359,C009,P0402,CUST02196,2023-11-10,1.0,21812.0,0.2,Retail Store,Central
PUR092288,C001,P0021,CUST09255,2023-11-10,2.0,6984.4,0.05,Online,South
PUR072940,C003,P0133,CUST00046,2023-11-10,3.0,41490.0,0.0,Retail Store,East
PUR057318,C009,P0421,CUST04436,2023-11-10,2.0,33494.15,0.05,Marketplace,West
PUR043343,C001,P0047,CUST06432,2023-11-10,3.0,28478.15,0.05,Marketplace,South
PUR087763,C009,P0401,CUST09420,2023-11-10,1.0,21987.0,0.1,Retail Store,South
PUR007712,C006,P0290,CUST05097,2023-11-10,2.0,8402.25,0.15,Marketplace,North
PUR087701,C001,P0013,CUST04746,2023-11-10,3.0,43006.0,0.0,Online,North
PUR092643,C003,P0142,CUST00723,2023-11-10,1.0,37944.0,0.0,Marketplace,West
PUR070831,C009,P0421,CUST03589,2023-11-10,2.0,28205.6,0.2,Online,North
PUR094662,C009,P0440,CUST02653,2023-11-10,1.0,9937.0,0.0,Marketplace,East
PUR065158,C001,P0031,CUST09635,2023-11-10,2.0,4930.85,0.15,Marketplace,South
PUR008220,C003,P0138,CUST00349,2023-11-10,1.0,8120.6,0.05,Online,Central
PUR063471,C009,P0442,CUST00853,2023-11-10,2.0,44631.0,0.1,Marketplace,Central
PUR013859,C002,P0094,CUST07064,2023-11-10,2.0,27756.9,0.1,Online,West
PUR021987,C010,P0476,CUST04563,2023-11-10,3.0,15266.4,0.2,Marketplace,South
PUR087091,C004,P0161,CUST09822,2023-11-10,3.0,19699.2,0.05,Online,East
PUR063716,C007,P0305,CUST06443,2023-11-10,2.0,26673.0,0.0,Retail Store,Central
PUR081142,C003,P0119,CUST00405,2023-11-10,3.0,19581.6,0.2,Online,North
PUR023747,C005,P0213,CUST06407,2023-11-10,2.0,22671.0,0.0,Online,West
PUR013926,C003,P0112,CUST01230,2023-11-10,1.0,16643.2,0.2,Retail Store,North
PUR095438,C003,P0138,CUST03199,2023-11-10,2.0,7693.2,0.1,Online,North
PUR086875,C008,P0361,CUST00829,2023-11-10,3.0,10161.75,0.15,Online,East
PUR015699,C005,P0220,CUST09730,2023-11-10,2.0,4894.4,0.2,Retail Store,Central
PUR024395,C005,P0240,CUST06943,2023-11-10,1.0,3396.6,0.15,Online,North
PUR005228,C008,P0394,CUST01424,2023-11-10,2.0,8588.0,0.0,Marketplace,East
PUR057806,C006,P0267,CUST03754,2023-11-10,2.0,45479.35,0.05,Online,West
PUR016685,C005,P0234,CUST03155,2023-11-10,2.0,30284.8,0.2,Online,Central
PUR038146,C008,P0398,CUST07708,2023-11-10,1.0,1468.0,0.2,Online,North
PUR082495,C004,P0156,CUST02350,2023-11-10,2.0,36564.3,0.1,Online,North
PUR051952,C010,P0488,CUST01288,2023-11-10,2.0,12455.0,0.0,Retail Store,Central
PUR062652,C007,P0319,CUST05193,2023-11-10,1.0,1217.6,0.2,Marketplace,South
PUR086509,C010,P0466,CUST09110,2023-11-10,3.0,21573.9,0.1,Retail Store,North
PUR003667,C002,P0085,CUST03751,2023-11-10,3.0,12481.0,0.0,Marketplace,North
PUR089460,C009,P0412,CUST00120,2023-11-10,2.0,6646.5,0.1,Retail Store,East
PUR064978,C005,P0247,CUST02967,2023-11-10,3.0,35501.0,0.0,Online,North
PUR079584,C006,P0278,CUST03468,2023-11-10,3.0,32025.6,0.1,Marketplace,West
PUR025450,C003,P0145,CUST02323,2023-11-10,1.0,25902.05,0.15,Online,East
PUR073058,C010,P0500,CUST05022,2023-11-10,1.0,2387.35,0.05,Online,South
PUR095619,C008,P0398,CUST08115,2023-11-10,1.0,1468.0,0.2,Online,South
PUR006302,C010,P0480,CUST01407,2023-11-10,1.0,29517.45,0.05,Retail Store,South
PUR037472,C001,P0038,CUST03160,2023-11-10,1.0,41675.0,0.0,Online,South
PUR046893,C004,P0174,CUST08143,2023-11-10,3.0,30539.2,0.2,Retail Store,East
PUR059290,C006,P0261,CUST03678,2023-11-10,3.0,17495.0,0.0,Online,North
PUR000252,C004,P0155,CUST05569,2023-11-10,1.0,13029.25,0.05,Marketplace,North
PUR038662,C008,P0370,CUST05950,2023-11-10,3.0,9889.0,0.0,Marketplace,South
PUR051232,C005,P0242,CUST03041,2023-11-10,2.0,36595.9,0.15,Marketplace,South
PUR069937,C006,P0259,CUST02027,2023-11-10,1.0,6550.0,0.0,Online,North
PUR074028,C001,P0013,CUST08844,2023-11-10,3.0,43006.0,0.0,Retail Store,East
PUR020959,C002,P0085,CUST09180,2023-11-10,2.0,9984.8,0.2,Marketplace,West
PUR060766,C008,P0384,CUST00122,2023-11-10,2.0,7081.6,0.2,Retail Store,East
PUR032451,C002,P0068,CUST00178,2023-11-10,3.0,30676.0,0.2,Marketplace,Central
PUR052864,C002,P0093,CUST00401,2023-11-10,1.0,37491.75,0.05,Retail Store,North
PUR022106,C008,P0371,CUST09992,2023-11-10,2.0,29367.35,0.05,Marketplace,Central
PUR033723,C004,P0196,CUST01370,2023-11-10,3.0,33773.0,0.0,Retail Store,East
PUR049621,C006,P0278,CUST08648,2023-11-10,3.0,35584.0,0.0,Retail Store,North
PUR073337,C007,P0315,CUST03633,2023-11-10,3.0,27476.8,0.2,Online,North
PUR036231,C001,P0033,CUST01363,2023-11-10,3.0,16498.8,0.1,Retail Store,East
PUR091147,C005,P0206,CUST03931,2023-11-10,2.0,17029.75,0.15,Retail Store,Central
PUR076150,C005,P0217,CUST00170,2023-11-10,1.0,7434.95,0.15,Online,East
PUR041176,C001,P0043,CUST00657,2023-11-10,2.0,40728.0,0.0,Marketplace,West
PUR099223,C001,P0012,CUST06101,2023-11-10,2.0,26216.0,0.0,Retail Store,East
PUR073442,C005,P0209,CUST07047,2023-11-10,3.0,35213.65,0.05,Online,East
PUR033814,C005,P0233,CUST09112,2023-11-10,3.0,16522.4,0.2,Online,East
PUR090044,C006,P0276,CUST03754,2023-11-10,2.0,37121.4,0.1,Marketplace,North
PUR090017,C005,P0213,CUST09334,2023-11-10,2.0,21537.45,0.05,Retail Store,Central
PUR045358,C010,P0477,CUST00423,2023-11-10,3.0,17679.6,0.1,Marketplace,South
PUR015979,C009,P0425,CUST04834,2023-11-10,1.0,17471.0,0.0,Online,South
PUR094359,C009,P0442,CUST01148,2023-11-10,2.0,42151.5,0.15,Online,Central
PUR093852,C009,P0426,CUST02285,2023-11-10,2.0,28892.35,0.05,Online,West
PUR033955,C001,P0030,CUST00691,2023-11-10,2.0,9577.0,0.0,Marketplace,West
PUR044002,C005,P0234,CUST00269,2023-11-10,2.0,34070.4,0.1,Marketplace,Central
PUR007209,C002,P0089,CUST04108,2023-11-10,1.0,17888.4,0.1,Online,Central
PUR079516,C004,P0176,CUST01664,2023-11-10,2.0,25042.95,0.05,Marketplace,East
PUR013648,C004,P0151,CUST03945,2023-11-10,2.0,1974.6,0.1,Online,North
PUR099285,C007,P0346,CUST06384,2023-11-10,1.0,32853.6,0.2,Marketplace,South
PUR099019,C001,P0003,CUST08736,2023-11-10,1.0,15384.8,0.2,Marketplace,Central
PUR094439,C004,P0186,CUST01810,2023-11-10,2.0,35281.8,0.15,Online,Central
PUR010312,C005,P0232,CUST07410,2023-11-10,3.0,3257.6,0.2,Retail Store,East
PUR067473,C008,P0396,CUST00551,2023-11-10,2.0,48105.0,0.0,Online,West
PUR073475,C002,P0094,CUST07914,2023-11-11,3.0,26214.85,0.15,Marketplace,South
PUR072313,C001,P0019,CUST06290,2023-11-11,2.0,42359.0,0.0,Online,North
PUR057503,C001,P0044,CUST03168,2023-11-11,1.0,23625.55,0.05,Marketplace,South
PUR093704,C007,P0323,CUST08700,2023-11-11,2.0,33308.9,0.05,Online,Central
PUR019689,C009,P0446,CUST09915,2023-11-11,1.0,41801.4,0.1,Retail Store,East
PUR075740,C002,P0089,CUST06692,2023-11-11,1.0,16894.6,0.15,Marketplace,West
PUR007407,C004,P0177,CUST01727,2023-11-11,3.0,8410.75,0.15,Online,North
PUR085340,C006,P0290,CUST03061,2023-11-11,2.0,8896.5,0.1,Retail Store,West
PUR060718,C009,P0449,CUST07421,2023-11-11,1.0,11098.4,0.2,Marketplace,Central
PUR043280,C009,P0427,CUST09910,2023-11-11,1.0,19291.0,0.0,Online,West
PUR060710,C001,P0020,CUST05065,2023-11-11,1.0,29071.2,0.2,Retail Store,West
PUR069024,C005,P0209,CUST02726,2023-11-11,1.0,31506.95,0.15,Retail Store,North
PUR075437,C004,P0172,CUST08047,2023-11-11,2.0,43768.8,0.1,Retail Store,North
PUR086972,C005,P0209,CUST00591,2023-11-11,2.0,35213.65,0.05,Marketplace,Central
PUR008636,C008,P0362,CUST09428,2023-11-11,2.0,14320.0,0.2,Marketplace,West
PUR095310,C006,P0257,CUST08951,2023-11-11,2.0,24116.8,0.2,Retail Store,Central
PUR031070,C003,P0132,CUST03153,2023-11-11,3.0,24371.3,0.05,Marketplace,West
PUR082488,C001,P0032,CUST05427,2023-11-11,3.0,28230.2,0.05,Marketplace,North
PUR073711,C005,P0230,CUST00888,2023-11-11,2.0,30620.7,0.1,Online,East
PUR029545,C005,P0223,CUST07877,2023-11-11,1.0,49877.0,0.0,Retail Store,North
PUR001358,C003,P0122,CUST06051,2023-11-11,1.0,26042.4,0.1,Online,North
PUR068924,C009,P0429,CUST06964,2023-11-11,2.0,5776.0,0.0,Retail Store,East
PUR068817,C004,P0190,CUST04963,2023-11-11,1.0,28402.0,0.0,Retail Store,Central
PUR042131,C004,P0172,CUST01248,2023-11-11,1.0,38905.6,0.2,Retail Store,East
PUR042140,C004,P0176,CUST05646,2023-11-11,2.0,23724.9,0.1,Marketplace,West
PUR053931,C006,P0300,CUST08348,2023-11-11,3.0,26104.0,0.0,Marketplace,Central
PUR073122,C007,P0344,CUST06213,2023-11-11,2.0,42610.5,0.1,Marketplace,North
PUR046476,C009,P0444,CUST08647,2023-11-11,3.0,18043.2,0.1,Online,Central
PUR051544,C006,P0283,CUST03791,2023-11-11,3.0,35912.85,0.05,Online,North
PUR023257,C009,P0425,CUST03312,2023-11-11,1.0,17471.0,0.0,Online,Central
PUR072749,C006,P0269,CUST01713,2023-11-11,1.0,41230.95,0.05,Retail Store,Central
PUR092390,C003,P0140,CUST07142,2023-11-11,2.0,4804.0,0.2,Marketplace,West
PUR094820,C002,P0075,CUST04589,2023-11-11,1.0,19137.75,0.05,Retail Store,North
PUR099734,C001,P0004,CUST06670,2023-11-11,2.0,6543.3,0.15,Online,North
PUR015799,C007,P0309,CUST01742,2023-11-11,3.0,17265.6,0.1,Online,West
PUR010390,C004,P0180,CUST01594,2023-11-11,2.0,9028.8,0.05,Marketplace,East
PUR051555,C003,P0149,CUST06437,2023-11-11,3.0,40041.0,0.1,Online,Central
PUR051455,C010,P0497,CUST07111,2023-11-11,2.0,44341.2,0.1,Marketplace,East
PUR075630,C001,P0042,CUST00691,2023-11-11,3.0,15400.3,0.15,Marketplace,North
PUR067385,C009,P0427,CUST04856,2023-11-11,3.0,15432.8,0.2,Marketplace,West
PUR018784,C007,P0323,CUST02161,2023-11-11,3.0,28049.6,0.2,Marketplace,West
PUR026720,C007,P0349,CUST06743,2023-11-11,3.0,49010.0,0.0,Marketplace,South
PUR019382,C005,P0209,CUST08229,2023-11-11,2.0,31506.95,0.15,Online,Central
PUR028024,C004,P0156,CUST05479,2023-11-11,2.0,32501.6,0.2,Retail Store,Central
PUR050752,C008,P0371,CUST09603,2023-11-11,1.0,24730.4,0.2,Retail Store,West
PUR067669,C002,P0083,CUST07333,2023-11-11,3.0,26958.6,0.15,Marketplace,East
PUR027059,C005,P0238,CUST08298,2023-11-11,1.0,31603.85,0.15,Marketplace,West
PUR055609,C008,P0362,CUST01598,2023-11-11,1.0,16110.0,0.1,Retail Store,East
PUR092208,C007,P0347,CUST05197,2023-11-11,2.0,36289.05,0.15,Retail Store,South
PUR054841,C010,P0477,CUST03873,2023-11-11,1.0,17679.6,0.1,Marketplace,West
PUR091881,C010,P0464,CUST02868,2023-11-11,2.0,34262.65,0.15,Online,North
PUR043908,C004,P0192,CUST09085,2023-11-11,1.0,22920.65,0.05,Retail Store,Central
PUR001586,C001,P0026,CUST00278,2023-11-11,1.0,13740.3,0.1,Retail Store,East
PUR096225,C009,P0443,CUST08851,2023-11-11,2.0,39356.6,0.05,Retail Store,West
PUR006749,C007,P0326,CUST04217,2023-11-11,2.0,27415.8,0.1,Marketplace,West
PUR095155,C002,P0055,CUST02606,2023-11-11,2.0,22827.2,0.2,Marketplace,East
PUR018710,C006,P0256,CUST06299,2023-11-11,1.0,24607.85,0.05,Retail Store,West
PUR005384,C010,P0469,CUST03093,2023-11-11,2.0,15405.4,0.15,Online,South
PUR040934,C004,P0175,CUST04874,2023-11-11,2.0,32128.2,0.1,Online,South
PUR066162,C006,P0274,CUST00303,2023-11-11,3.0,22308.85,0.05,Marketplace,Central
PUR010267,C004,P0180,CUST02534,2023-11-11,2.0,9504.0,0.0,Marketplace,East
PUR086273,C003,P0134,CUST02537,2023-11-11,3.0,29390.45,0.15,Marketplace,Central
PUR058657,C004,P0189,CUST04751,2023-11-11,3.0,18626.05,0.15,Marketplace,West
PUR095679,C004,P0189,CUST04695,2023-11-11,3.0,21913.0,0.0,Marketplace,North
PUR017206,C009,P0427,CUST01646,2023-11-11,3.0,19291.0,0.0,Marketplace,North
PUR072675,C007,P0323,CUST07403,2023-11-11,1.0,33308.9,0.05,Marketplace,Central
PUR062730,C005,P0215,CUST00013,2023-11-11,3.0,5800.8,0.2,Retail Store,Central
PUR099489,C004,P0195,CUST07228,2023-11-11,2.0,8960.4,0.05,Retail Store,East
PUR054736,C004,P0190,CUST00960,2023-11-11,1.0,24141.7,0.15,Retail Store,East
PUR067128,C004,P0175,CUST05326,2023-11-11,3.0,28558.4,0.2,Retail Store,North
PUR012344,C010,P0493,CUST08633,2023-11-11,2.0,35980.5,0.15,Retail Store,East
PUR051524,C008,P0385,CUST01319,2023-11-11,1.0,36400.2,0.05,Marketplace,East
PUR019091,C001,P0004,CUST09259,2023-11-11,1.0,7698.0,0.0,Online,Central
PUR071078,C009,P0422,CUST07818,2023-11-11,2.0,9536.4,0.1,Retail Store,South
PUR091012,C007,P0317,CUST00693,2023-11-11,3.0,21967.0,0.0,Retail Store,North
PUR052678,C006,P0289,CUST05729,2023-11-11,1.0,34088.85,0.05,Marketplace,East
PUR070670,C002,P0100,CUST05796,2023-11-11,3.0,17531.25,0.15,Retail Store,North
PUR021857,C009,P0432,CUST07833,2023-11-11,1.0,43091.0,0.0,Online,Central
PUR072124,C007,P0304,CUST07086,2023-11-11,1.0,32309.6,0.2,Retail Store,South
PUR023791,C008,P0362,CUST08500,2023-11-11,2.0,15215.0,0.15,Retail Store,Central
PUR037399,C003,P0138,CUST03488,2023-11-11,2.0,6838.4,0.2,Marketplace,North
PUR090408,C007,P0320,CUST00059,2023-11-11,2.0,13807.0,0.0,Online,South
PUR032919,C009,P0419,CUST00447,2023-11-11,3.0,11332.0,0.2,Online,Central
PUR088064,C010,P0490,CUST04496,2023-11-11,1.0,18788.0,0.2,Online,North
PUR059592,C002,P0078,CUST00459,2023-11-11,1.0,34624.75,0.15,Marketplace,North
PUR081392,C002,P0100,CUST02632,2023-11-11,2.0,20625.0,0.0,Retail Store,East
PUR089367,C010,P0457,CUST06111,2023-11-11,1.0,15268.4,0.05,Online,West
PUR020127,C006,P0296,CUST06273,2023-11-11,3.0,24734.4,0.2,Marketplace,North
PUR081695,C009,P0408,CUST05661,2023-11-11,3.0,19282.25,0.15,Marketplace,East
PUR025630,C001,P0013,CUST09950,2023-11-11,1.0,34404.8,0.2,Retail Store,East
PUR069580,C009,P0403,CUST00035,2023-11-11,2.0,39630.4,0.15,Retail Store,North
PUR049584,C010,P0451,CUST03022,2023-11-11,2.0,46599.4,0.05,Marketplace,West
PUR057416,C004,P0187,CUST04362,2023-11-11,3.0,26232.35,0.05,Retail Store,Central
PUR028596,C007,P0313,CUST09426,2023-11-11,3.0,18364.0,0.2,Marketplace,South
PUR044596,C002,P0076,CUST04307,2023-11-11,2.0,20995.2,0.1,Retail Store,East
PUR063825,C005,P0246,CUST07591,2023-11-11,1.0,39723.9,0.15,Online,East
PUR071823,C001,P0004,CUST09048,2023-11-11,1.0,6543.3,0.15,Marketplace,West
PUR010985,C007,P0301,CUST09755,2023-11-11,3.0,36300.8,0.2,Online,South
PUR051916,C010,P0471,CUST06457,2023-11-11,2.0,8804.0,0.0,Retail Store,North
PUR081458,C010,P0459,CUST01032,2023-11-11,3.0,3252.95,0.15,Retail Store,South
PUR018009,C003,P0133,CUST00723,2023-11-11,2.0,39415.5,0.05,Marketplace,Central
PUR031833,C010,P0491,CUST06697,2023-11-11,1.0,12149.55,0.05,Marketplace,Central
PUR078205,C007,P0330,CUST07068,2023-11-11,3.0,4536.9,0.1,Retail Store,South
PUR034242,C006,P0298,CUST04157,2023-11-12,3.0,23304.0,0.2,Online,West
PUR060821,C002,P0065,CUST05301,2023-11-12,1.0,39917.7,0.1,Retail Store,Central
PUR051379,C003,P0130,CUST03119,2023-11-12,1.0,40911.0,0.0,Online,East
PUR006616,C002,P0075,CUST05976,2023-11-12,2.0,18130.5,0.1,Retail Store,Central
PUR092782,C001,P0046,CUST02858,2023-11-12,3.0,32551.6,0.15,Online,South
PUR086004,C007,P0320,CUST01314,2023-11-12,1.0,13807.0,0.0,Online,West
PUR020698,C001,P0013,CUST09457,2023-11-12,3.0,40855.7,0.05,Retail Store,North
PUR092824,C004,P0177,CUST01695,2023-11-12,1.0,9895.0,0.0,Marketplace,South
PUR011686,C008,P0375,CUST05361,2023-11-12,2.0,36781.2,0.1,Online,South
PUR053732,C008,P0371,CUST06841,2023-11-12,2.0,29367.35,0.05,Online,East
PUR023484,C005,P0209,CUST09579,2023-11-12,1.0,29653.6,0.2,Marketplace,West
PUR045219,C003,P0136,CUST04674,2023-11-12,3.0,7533.55,0.15,Retail Store,North
PUR004415,C005,P0222,CUST01904,2023-11-12,3.0,29440.6,0.15,Online,West
PUR018927,C009,P0420,CUST03303,2023-11-12,3.0,42797.7,0.1,Marketplace,East
PUR061163,C002,P0079,CUST03322,2023-11-12,3.0,40952.0,0.0,Marketplace,East
PUR086066,C002,P0071,CUST01210,2023-11-12,2.0,18254.7,0.1,Online,South
PUR022328,C009,P0420,CUST08851,2023-11-12,2.0,42797.7,0.1,Retail Store,East
PUR047262,C006,P0260,CUST04774,2023-11-12,3.0,17623.9,0.15,Marketplace,South
PUR047020,C008,P0360,CUST07551,2023-11-12,3.0,38249.6,0.2,Online,North
PUR008679,C008,P0377,CUST08115,2023-11-12,1.0,20560.0,0.0,Online,South
PUR001951,C004,P0161,CUST08901,2023-11-12,2.0,17625.6,0.15,Marketplace,North
PUR026326,C007,P0342,CUST03268,2023-11-12,2.0,17764.8,0.2,Online,North
PUR074195,C004,P0184,CUST08981,2023-11-12,3.0,9203.0,0.0,Online,Central
PUR023249,C008,P0367,CUST00746,2023-11-12,1.0,20326.4,0.2,Marketplace,South
PUR090838,C006,P0266,CUST07529,2023-11-12,2.0,20092.0,0.0,Retail Store,East
PUR094592,C010,P0475,CUST07243,2023-11-12,3.0,27567.2,0.2,Online,Central
PUR046353,C001,P0025,CUST09003,2023-11-12,3.0,21960.6,0.15,Marketplace,West
PUR054541,C002,P0058,CUST02548,2023-11-12,3.0,36004.0,0.0,Marketplace,South
PUR007286,C002,P0098,CUST08320,2023-11-12,2.0,40674.6,0.1,Retail Store,South
PUR033422,C002,P0083,CUST05762,2023-11-12,3.0,28544.4,0.1,Online,West
PUR016047,C006,P0256,CUST09983,2023-11-12,3.0,20722.4,0.2,Retail Store,North
PUR025119,C008,P0372,CUST02415,2023-11-12,3.0,20327.2,0.2,Retail Store,Central
PUR099639,C001,P0031,CUST02667,2023-11-12,1.0,4930.85,0.15,Marketplace,North
PUR076322,C007,P0323,CUST01408,2023-11-12,2.0,35062.0,0.0,Online,South
PUR037190,C003,P0141,CUST06085,2023-11-12,2.0,9537.3,0.1,Online,Central
PUR083217,C001,P0023,CUST01826,2023-11-12,2.0,17328.6,0.1,Marketplace,South
