competitor_id,competitor_name,category,competitor_price,feature_count,market_rating,estimated_market_share,trend_score,market_region,sales_channel
COMP13799,Competitor_B,Home Appliances,50439.59,10.0,3.9,12.84,56.53,India,Retail
COMP14114,Competitor_E,Home Appliances,3275.78,4.0,4.8,6.1,53.37,Canada,Retail
COMP06660,Competitor_C,Home Appliances,34611.61,7.0,4.9,12.97,76.07,Usa,Online
COMP06014,Competitor_A,Home Appliances,27115.45,8.0,4.6,23.05,33.01,India,Retail
COMP14011,Competitor_D,Home Appliances,7226.57,11.0,3.7,7.52,68.38,Usa,Retail
COMP13837,Competitor_B,Home Appliances,36105.42,12.0,4.6,9.24,83.35,Uk,Online
COMP06045,Competitor_B,Home Appliances,46304.37,5.0,4.6,15.38,52.43,Uk,Online
COMP06536,Competitor_B,Home Appliances,11303.74,11.0,3.5,10.28,57.0,Japan,Online
COMP13409,Competitor_D,Home Appliances,45461.88,8.0,4.3,7.46,31.04,Japan,Marketplace
COMP14005,Competitor_E,Home Appliances,27035.32,6.0,4.2,13.52,88.88,Japan,Online
COMP06419,Competitor_D,Home Appliances,45992.07,7.0,3.6,6.21,60.46,Uk,Online
COMP13779,Competitor_B,Home Appliances,7121.11,4.0,3.5,7.68,21.13,Canada,Online
COMP06828,Competitor_A,Home Appliances,19415.72,7.0,3.4,9.05,69.97,Japan,Retail
COMP14263,Competitor_B,Home Appliances,48347.79,8.0,4.5,16.09,85.57,Germany,Retail
COMP13461,Competitor_A,Home Appliances,21033.46,7.0,3.2,17.11,71.16,Usa,Online
COMP05981,Competitor_A,Home Appliances,47761.56,12.0,3.2,23.37,99.12,Germany,Retail
COMP13484,Competitor_A,Home Appliances,33712.54,5.0,4.1,3.11,70.93,Canada,Marketplace
COMP14262,Competitor_B,Home Appliances,47050.35,5.0,3.7,11.91,37.96,Usa,Retail
COMP14261,Competitor_D,Home Appliances,28744.25,4.0,3.4,7.25,40.17,Usa,Retail
COMP06788,Competitor_B,Home Appliances,26608.69,6.0,3.2,2.88,32.46,Germany,Online
COMP07995,Competitor_A,Home Appliances,8130.5,5.0,3.0,5.15,85.95,Uk,Marketplace
COMP06887,Competitor_C,Home Appliances,6637.38,8.0,3.2,6.3,71.69,Japan,Retail
COMP11247,Competitor_A,Home Appliances,7282.94,8.0,4.0,5.86,43.74,India,Marketplace
COMP09038,Competitor_D,Home Appliances,4793.99,11.0,3.7,15.56,55.57,India,Online
COMP09032,Competitor_E,Home Appliances,41558.08,4.0,3.6,8.92,70.86,Uk,Retail
COMP11255,Competitor_A,Home Appliances,43115.41,6.0,3.9,8.77,81.55,Canada,Online
COMP11256,Competitor_C,Home Appliances,41743.94,5.0,4.0,5.01,22.97,Usa,Online
COMP11260,Competitor_E,Home Appliances,7986.3,6.0,4.8,9.78,78.77,Japan,Marketplace
COMP09024,Competitor_D,Home Appliances,30745.64,6.0,3.7,9.92,26.72,Germany,Online
COMP09041,Competitor_D,Home Appliances,33627.46,9.0,4.5,12.19,36.94,Germany,Marketplace
COMP11262,Competitor_B,Home Appliances,23430.1,10.0,3.3,9.33,85.2,Uk,Online
COMP09019,Competitor_A,Home Appliances,42202.66,3.0,3.5,10.44,23.27,Canada,Marketplace
COMP11268,Competitor_B,Home Appliances,55339.75,4.0,4.9,16.08,62.35,Japan,Marketplace
COMP09014,Competitor_B,Home Appliances,5168.11,10.0,3.2,23.33,40.45,Usa,Marketplace
COMP09013,Competitor_B,Home Appliances,31380.36,11.0,3.9,14.9,32.94,Japan,Retail
COMP09012,Competitor_D,Home Appliances,45182.67,7.0,3.1,9.11,25.59,Uk,Online
COMP11272,Competitor_C,Home Appliances,31374.5,7.0,4.8,8.23,43.49,Germany,Online
COMP11274,Competitor_E,Home Appliances,48605.19,8.0,3.8,4.85,68.84,Canada,Retail
COMP11265,Competitor_E,Home Appliances,48894.19,11.0,3.9,23.94,63.44,Canada,Marketplace
COMP09043,Competitor_D,Home Appliances,46363.47,5.0,3.1,24.43,85.99,Canada,Marketplace
COMP09044,Competitor_A,Home Appliances,8431.2,12.0,5.0,9.4,69.37,Usa,Marketplace
COMP09046,Competitor_B,Home Appliances,24992.29,4.0,3.6,17.71,41.57,India,Retail
COMP11211,Competitor_A,Home Appliances,15584.45,3.0,3.9,23.64,67.32,Japan,Marketplace
COMP11212,Competitor_D,Home Appliances,27043.74,4.0,3.2,18.38,31.5,Uk,Marketplace
COMP11215,Competitor_E,Home Appliances,42702.4,4.0,3.4,13.44,85.91,Canada,Retail
COMP11218,Competitor_C,Home Appliances,31005.64,10.0,4.0,23.29,70.27,Japan,Marketplace
COMP09076,Competitor_E,Home Appliances,35038.79,7.0,4.7,6.8,75.49,India,Online
COMP11222,Competitor_C,Home Appliances,39625.78,4.0,4.2,16.94,25.36,India,Marketplace
COMP09074,Competitor_E,Home Appliances,45518.78,6.0,4.6,10.08,31.57,Usa,Retail
COMP09071,Competitor_D,Home Appliances,41796.18,5.0,3.8,3.0,42.74,Japan,Retail
COMP09070,Competitor_B,Home Appliances,10680.89,8.0,4.0,11.79,77.24,India,Retail
COMP09069,Competitor_A,Home Appliances,12951.4,10.0,3.8,3.2,54.3,Uk,Online
COMP11224,Competitor_D,Home Appliances,34436.5,7.0,3.4,16.48,97.78,Germany,Marketplace
COMP09065,Competitor_B,Home Appliances,35175.89,4.0,3.2,5.25,94.51,Canada,Online
COMP11228,Competitor_C,Home Appliances,10728.98,8.0,3.3,9.82,94.9,Canada,Marketplace
COMP11230,Competitor_C,Home Appliances,6360.96,7.0,3.5,16.65,65.64,Usa,Marketplace
COMP09055,Competitor_B,Home Appliances,54742.56,4.0,4.9,4.42,24.75,Uk,Online
COMP09054,Competitor_B,Home Appliances,42027.28,7.0,3.1,12.57,72.33,Japan,Marketplace
COMP11242,Competitor_D,Home Appliances,14152.16,6.0,3.1,12.4,29.6,Canada,Online
COMP09006,Competitor_A,Home Appliances,6182.9,5.0,3.7,11.04,36.95,Japan,Retail
COMP11278,Competitor_B,Home Appliances,21997.48,4.0,3.0,20.45,52.78,India,Online
COMP09001,Competitor_D,Home Appliances,22393.05,3.0,3.4,22.53,31.61,Japan,Retail
COMP08998,Competitor_C,Home Appliances,22460.87,4.0,3.0,6.29,38.97,Canada,Marketplace
COMP11326,Competitor_D,Home Appliances,25461.05,3.0,4.0,5.93,34.67,Canada,Retail
COMP08954,Competitor_E,Home Appliances,20811.03,10.0,4.3,20.83,47.42,Usa,Online
COMP11329,Competitor_B,Home Appliances,9948.49,11.0,3.5,15.32,54.83,India,Marketplace
COMP08952,Competitor_C,Home Appliances,15220.44,9.0,3.7,12.2,51.03,Germany,Online
COMP11331,Competitor_C,Home Appliances,8926.69,12.0,4.3,10.03,73.31,Japan,Retail
COMP08950,Competitor_E,Home Appliances,28646.4,11.0,3.0,23.67,25.85,Uk,Retail
COMP11335,Competitor_E,Home Appliances,19578.78,5.0,4.8,16.7,23.41,India,Online
COMP08947,Competitor_D,Home Appliances,27171.44,4.0,4.8,11.36,81.23,India,Marketplace
COMP11341,Competitor_A,Home Appliances,9144.22,8.0,4.3,19.16,34.83,Canada,Retail
COMP11343,Competitor_C,Home Appliances,47837.92,3.0,4.0,19.54,98.79,Canada,Marketplace
COMP11348,Competitor_A,Home Appliances,14379.79,7.0,3.6,16.25,77.96,Canada,Marketplace
COMP08932,Competitor_D,Home Appliances,43406.98,7.0,4.3,23.63,27.96,Japan,Marketplace
COMP08925,Competitor_A,Home Appliances,15237.29,10.0,3.3,22.27,61.58,India,Retail
COMP08924,Competitor_C,Home Appliances,7114.86,8.0,4.5,15.68,82.71,India,Marketplace
COMP11356,Competitor_C,Home Appliances,19614.02,11.0,3.6,14.87,90.07,Japan,Online
COMP11358,Competitor_A,Home Appliances,45586.49,4.0,3.6,4.26,89.92,India,Marketplace
COMP11359,Competitor_D,Home Appliances,20499.33,10.0,3.2,19.12,32.3,India,Online
COMP08959,Competitor_D,Home Appliances,24253.32,6.0,4.1,8.98,62.89,Japan,Online
COMP09089,Competitor_C,Home Appliances,24575.66,11.0,3.4,13.42,20.12,India,Retail
COMP11323,Competitor_E,Home Appliances,26734.71,5.0,4.0,12.24,33.02,Germany,Online
COMP11315,Competitor_A,Home Appliances,8449.63,6.0,3.2,10.46,75.65,Germany,Online
COMP11281,Competitor_C,Home Appliances,21299.77,11.0,4.3,24.8,80.15,Usa,Retail
COMP08995,Competitor_B,Home Appliances,9384.27,6.0,3.0,8.15,72.02,Germany,Online
COMP08993,Competitor_B,Home Appliances,34654.5,8.0,3.2,23.67,83.73,Germany,Online
COMP11284,Competitor_C,Home Appliances,9799.82,8.0,4.8,7.11,82.91,Canada,Online
COMP08991,Competitor_A,Home Appliances,47334.31,11.0,4.5,17.72,35.94,Canada,Retail
COMP08990,Competitor_B,Home Appliances,4575.34,8.0,4.4,12.58,43.77,Germany,Online
COMP11289,Competitor_B,Home Appliances,47320.75,7.0,3.4,11.01,54.72,Japan,Marketplace
COMP11291,Competitor_D,Home Appliances,41855.31,4.0,3.2,18.7,44.65,Germany,Online
COMP11293,Competitor_D,Home Appliances,35435.15,11.0,3.3,24.73,44.49,Usa,Marketplace
COMP08981,Competitor_A,Home Appliances,7507.38,8.0,4.9,23.64,49.19,Canada,Online
COMP08980,Competitor_A,Home Appliances,7244.3,6.0,3.7,12.35,26.43,India,Online
COMP08974,Competitor_B,Home Appliances,9174.11,6.0,4.9,2.41,63.0,Uk,Marketplace
COMP11303,Competitor_B,Home Appliances,10034.55,7.0,3.3,7.1,54.35,Uk,Marketplace
COMP11306,Competitor_A,Home Appliances,37317.45,5.0,3.6,24.2,21.14,Usa,Retail
COMP11309,Competitor_A,Home Appliances,44785.8,12.0,3.4,16.14,72.47,Japan,Marketplace
COMP08968,Competitor_E,Home Appliances,36888.86,5.0,4.3,4.07,91.09,Japan,Online
COMP08967,Competitor_B,Home Appliances,3176.47,10.0,3.7,6.66,69.59,Canada,Marketplace
COMP08962,Competitor_D,Home Appliances,36916.03,12.0,3.6,21.2,70.46,Usa,Online
COMP11207,Competitor_B,Home Appliances,21306.47,12.0,4.4,8.98,72.2,Uk,Retail
COMP11206,Competitor_A,Home Appliances,31363.23,12.0,3.2,7.14,31.1,India,Retail
COMP09092,Competitor_A,Home Appliances,25551.75,10.0,4.8,2.19,37.41,India,Marketplace
COMP11078,Competitor_D,Home Appliances,47533.34,8.0,3.3,4.48,93.02,Usa,Online
COMP11079,Competitor_D,Home Appliances,50472.76,12.0,3.2,20.14,55.55,Germany,Retail
COMP09223,Competitor_D,Home Appliances,4496.76,5.0,3.9,23.59,32.33,India,Marketplace
COMP09222,Competitor_E,Home Appliances,51426.87,7.0,4.2,20.27,21.76,Canada,Retail
COMP09218,Competitor_A,Home Appliances,29565.64,8.0,3.9,6.45,68.67,Canada,Online
COMP11093,Competitor_E,Home Appliances,31883.79,10.0,3.8,12.34,76.59,Japan,Retail
COMP11096,Competitor_E,Home Appliances,23172.99,6.0,4.9,2.18,24.84,Canada,Online
COMP09210,Competitor_B,Home Appliances,40785.48,9.0,3.2,6.23,25.21,Uk,Online
COMP11099,Competitor_A,Home Appliances,52901.67,6.0,4.5,8.26,41.05,Germany,Online
COMP11101,Competitor_C,Home Appliances,27142.41,9.0,4.9,13.36,32.96,India,Retail
COMP11103,Competitor_C,Home Appliances,12871.22,10.0,3.1,16.48,43.4,Germany,Online
COMP11104,Competitor_D,Home Appliances,20902.43,3.0,4.9,9.54,76.0,Usa,Marketplace
COMP11106,Competitor_D,Home Appliances,33669.88,5.0,4.5,18.38,48.27,Uk,Marketplace
COMP11113,Competitor_C,Home Appliances,22415.96,10.0,3.8,24.78,36.28,Japan,Retail
COMP11114,Competitor_E,Home Appliances,28796.82,4.0,3.5,5.09,37.1,India,Retail
COMP09192,Competitor_E,Home Appliances,44812.72,9.0,4.7,5.42,76.15,Uk,Online
COMP11124,Competitor_D,Home Appliances,10493.4,5.0,3.3,19.95,73.3,Canada,Online
COMP09233,Competitor_A,Home Appliances,40323.77,6.0,3.8,15.87,79.05,Japan,Marketplace
COMP09186,Competitor_B,Home Appliances,5482.78,4.0,4.1,13.67,98.17,Canada,Online
COMP11071,Competitor_B,Home Appliances,50756.04,10.0,4.5,18.27,30.41,Uk,Online
COMP09241,Competitor_C,Home Appliances,40651.46,3.0,3.0,6.07,21.18,Japan,Retail
COMP11020,Competitor_A,Home Appliances,40594.02,9.0,3.9,22.55,71.31,Japan,Retail
COMP11022,Competitor_E,Home Appliances,27883.11,5.0,4.1,13.67,51.78,Japan,Retail
COMP11025,Competitor_E,Home Appliances,61391.14,12.0,4.8,5.58,41.8,Germany,Marketplace
COMP09285,Competitor_E,Home Appliances,24489.55,6.0,4.1,11.67,91.35,Usa,Retail
COMP09284,Competitor_D,Home Appliances,8087.5,5.0,4.5,11.87,78.43,Germany,Online
COMP09283,Competitor_E,Home Appliances,51567.99,5.0,3.4,18.19,87.99,Usa,Retail
COMP09280,Competitor_D,Home Appliances,45151.94,7.0,5.0,3.82,85.74,India,Marketplace
COMP11033,Competitor_D,Home Appliances,39836.16,8.0,4.7,2.38,98.66,Japan,Online
COMP09275,Competitor_C,Home Appliances,10582.13,4.0,4.7,7.75,20.54,India,Retail
COMP09273,Competitor_C,Home Appliances,22778.04,6.0,4.6,17.99,75.36,Usa,Marketplace
COMP09264,Competitor_B,Home Appliances,27730.98,5.0,4.3,9.25,23.91,Usa,Marketplace
COMP09263,Competitor_A,Home Appliances,47339.61,8.0,3.6,24.34,42.97,Usa,Marketplace
COMP09254,Competitor_A,Home Appliances,28612.27,4.0,3.2,8.9,81.99,Uk,Retail
COMP09252,Competitor_E,Home Appliances,34044.7,9.0,3.1,18.22,63.82,Canada,Retail
COMP09249,Competitor_B,Home Appliances,46181.53,10.0,3.6,4.72,47.95,Usa,Online
COMP09247,Competitor_E,Home Appliances,29995.69,6.0,3.5,13.14,51.74,India,Retail
COMP09242,Competitor_C,Home Appliances,6445.72,6.0,3.1,18.72,91.9,Uk,Marketplace
COMP09236,Competitor_E,Home Appliances,35974.96,10.0,3.2,24.18,62.96,Uk,Online
COMP08915,Competitor_E,Home Appliances,8398.48,10.0,3.9,7.43,62.6,Uk,Online
COMP09183,Competitor_C,Home Appliances,22776.81,6.0,4.7,15.95,85.41,India,Marketplace
COMP11128,Competitor_E,Home Appliances,54330.13,6.0,4.9,11.94,33.82,Uk,Online
COMP09133,Competitor_B,Home Appliances,56855.38,7.0,3.5,3.62,68.66,Germany,Online
COMP09132,Competitor_B,Home Appliances,23299.85,4.0,4.0,15.75,55.92,India,Online
COMP11176,Competitor_B,Home Appliances,32871.99,10.0,3.3,18.69,77.67,Germany,Retail
COMP11184,Competitor_E,Home Appliances,36932.65,5.0,3.1,13.01,48.1,Germany,Retail
COMP09121,Competitor_D,Home Appliances,6400.3,8.0,4.3,20.86,53.31,India,Marketplace
COMP11188,Competitor_B,Home Appliances,23351.43,12.0,3.5,18.8,96.58,Japan,Marketplace
COMP09115,Competitor_D,Home Appliances,11287.71,10.0,3.6,14.47,91.88,India,Marketplace
COMP09111,Competitor_C,Home Appliances,44007.31,12.0,4.2,8.11,74.13,Usa,Retail
COMP11192,Competitor_A,Home Appliances,46805.4,8.0,3.6,18.25,71.52,Usa,Online
COMP09107,Competitor_C,Home Appliances,29375.51,10.0,3.0,19.57,42.96,India,Retail
COMP09103,Competitor_C,Home Appliances,43159.11,7.0,4.3,9.24,48.39,India,Online
COMP11201,Competitor_E,Home Appliances,65252.0,4.0,3.3,4.08,77.1,Uk,Marketplace
COMP11202,Competitor_E,Home Appliances,40899.21,6.0,4.2,23.17,93.6,Usa,Marketplace
COMP09098,Competitor_E,Home Appliances,32640.15,9.0,4.2,18.01,80.35,Canada,Retail
COMP09096,Competitor_A,Home Appliances,44762.43,4.0,5.0,12.15,61.65,Usa,Retail
COMP09095,Competitor_C,Home Appliances,44962.15,8.0,4.3,14.76,82.89,Uk,Retail
COMP09093,Competitor_C,Home Appliances,42217.77,7.0,3.4,14.84,20.2,Uk,Online
COMP09134,Competitor_D,Home Appliances,21208.35,7.0,3.1,14.45,42.53,Germany,Marketplace
COMP09182,Competitor_E,Home Appliances,54594.79,9.0,4.5,6.49,22.6,Canada,Online
COMP11169,Competitor_D,Home Appliances,37344.79,12.0,4.7,22.46,95.02,Germany,Online
COMP09141,Competitor_B,Home Appliances,6445.23,6.0,3.5,12.77,45.34,Germany,Retail
COMP09180,Competitor_C,Home Appliances,35012.49,7.0,3.6,20.27,25.38,Usa,Marketplace
COMP11130,Competitor_C,Home Appliances,34826.27,6.0,4.1,19.63,90.83,Usa,Retail
COMP09178,Competitor_C,Home Appliances,21921.76,10.0,3.2,18.56,44.37,Canada,Marketplace
COMP11134,Competitor_B,Home Appliances,13664.73,10.0,4.1,14.33,53.09,Japan,Retail
COMP09174,Competitor_C,Home Appliances,32993.7,7.0,3.6,9.95,50.21,Germany,Retail
COMP09170,Competitor_E,Home Appliances,18649.3,11.0,4.8,5.75,90.08,India,Marketplace
COMP11138,Competitor_B,Home Appliances,23571.05,11.0,4.7,17.53,69.47,Usa,Online
COMP11140,Competitor_B,Home Appliances,31434.41,5.0,3.3,8.21,50.03,Canada,Online
COMP11141,Competitor_D,Home Appliances,10758.17,6.0,4.5,17.43,69.31,Usa,Retail
COMP09162,Competitor_E,Home Appliances,23995.9,9.0,3.0,2.59,77.25,India,Marketplace
COMP11145,Competitor_D,Home Appliances,41491.45,9.0,4.1,8.6,60.83,Canada,Retail
COMP09154,Competitor_D,Home Appliances,36731.81,12.0,4.6,5.62,40.53,Uk,Retail
COMP11151,Competitor_D,Home Appliances,32130.12,5.0,3.8,3.83,53.32,Germany,Retail
COMP11153,Competitor_A,Home Appliances,19767.65,10.0,4.9,21.0,49.84,Germany,Online
COMP09151,Competitor_D,Home Appliances,49259.06,4.0,4.7,21.97,55.52,India,Online
COMP09148,Competitor_A,Home Appliances,13156.5,8.0,4.5,10.17,65.38,Uk,Online
COMP11157,Competitor_C,Home Appliances,46494.78,9.0,3.3,11.51,51.78,Uk,Marketplace
COMP11165,Competitor_B,Home Appliances,39366.09,10.0,4.8,22.01,83.52,India,Marketplace
COMP11011,Competitor_D,Home Appliances,19947.24,3.0,3.5,20.61,84.45,Usa,Marketplace
COMP11368,Competitor_B,Home Appliances,24712.98,3.0,3.4,7.88,25.59,Canada,Retail
COMP08907,Competitor_E,Home Appliances,17157.42,5.0,4.7,14.07,70.99,Germany,Online
COMP11640,Competitor_A,Home Appliances,18409.66,5.0,3.8,12.38,54.52,Germany,Retail
COMP08646,Competitor_A,Home Appliances,37923.32,4.0,3.4,18.28,60.05,India,Marketplace
COMP08645,Competitor_D,Home Appliances,39322.53,3.0,4.2,15.07,49.65,Uk,Online
COMP11655,Competitor_A,Home Appliances,3521.88,3.0,4.5,7.18,33.63,Germany,Online
COMP11656,Competitor_D,Home Appliances,46119.41,5.0,4.3,23.49,44.06,Usa,Marketplace
COMP08635,Competitor_B,Home Appliances,38011.33,9.0,3.1,22.52,63.67,India,Online
COMP08633,Competitor_E,Home Appliances,25902.46,8.0,3.8,22.54,26.39,India,Retail
COMP11637,Competitor_C,Home Appliances,40517.52,4.0,3.1,21.51,68.17,Germany,Online
COMP11661,Competitor_C,Home Appliances,45878.56,4.0,4.9,2.46,75.04,Uk,Marketplace
COMP11663,Competitor_C,Home Appliances,51988.42,8.0,4.1,11.91,69.94,Uk,Marketplace
COMP08623,Competitor_C,Home Appliances,33619.69,4.0,4.0,19.51,49.05,Usa,Online
COMP08619,Competitor_D,Home Appliances,34590.79,11.0,4.5,19.02,63.09,Germany,Retail
COMP08617,Competitor_E,Home Appliances,42186.97,9.0,4.3,16.76,47.63,Usa,Online
COMP11677,Competitor_D,Home Appliances,29511.78,9.0,3.1,9.55,21.39,Japan,Retail
COMP08613,Competitor_B,Home Appliances,9988.58,6.0,3.1,18.25,69.92,Japan,Retail
COMP11679,Competitor_A,Home Appliances,37131.09,12.0,3.2,3.32,67.37,Uk,Retail
COMP11662,Competitor_C,Home Appliances,40631.72,9.0,4.0,2.12,22.09,Canada,Retail
COMP08654,Competitor_C,Home Appliances,43245.74,10.0,3.2,12.18,45.58,Germany,Retail
COMP11630,Competitor_A,Home Appliances,18007.85,8.0,3.5,9.0,61.54,Usa,Retail
COMP11629,Competitor_E,Home Appliances,12179.83,12.0,3.2,12.74,32.07,Usa,Online
COMP08706,Competitor_A,Home Appliances,8429.12,8.0,3.4,22.06,20.75,Usa,Retail
COMP11592,Competitor_B,Home Appliances,3957.02,11.0,4.5,5.24,52.25,Usa,Online
COMP08702,Competitor_B,Home Appliances,17797.37,5.0,3.1,7.07,75.81,Japan,Retail
COMP08701,Competitor_D,Home Appliances,30698.87,5.0,4.8,10.45,61.63,India,Marketplace
COMP11598,Competitor_B,Home Appliances,26029.95,7.0,4.6,18.78,53.19,Usa,Online
COMP08698,Competitor_A,Home Appliances,28335.1,3.0,3.4,12.43,88.88,Uk,Marketplace
COMP08695,Competitor_E,Home Appliances,43909.62,7.0,4.7,14.2,70.09,Uk,Marketplace
COMP08694,Competitor_B,Home Appliances,24154.89,3.0,3.1,7.51,43.44,India,Retail
COMP11606,Competitor_C,Home Appliances,34507.34,7.0,3.9,21.58,85.83,Japan,Online
COMP08687,Competitor_A,Home Appliances,40816.27,10.0,3.4,7.36,35.37,India,Marketplace
COMP11610,Competitor_B,Home Appliances,39165.38,9.0,4.3,21.95,74.74,India,Marketplace
COMP08682,Competitor_A,Home Appliances,9680.77,4.0,3.1,6.63,62.01,India,Marketplace
COMP08679,Competitor_C,Home Appliances,43181.52,12.0,3.4,12.55,90.91,Germany,Online
COMP11624,Competitor_D,Home Appliances,13573.45,10.0,4.7,13.51,31.55,Germany,Online
COMP08670,Competitor_C,Home Appliances,46607.98,6.0,4.7,6.05,28.19,Germany,Retail
COMP08667,Competitor_C,Home Appliances,34070.37,5.0,4.9,16.45,23.17,Canada,Retail
COMP11628,Competitor_E,Home Appliances,24896.14,4.0,3.7,16.52,67.0,Uk,Retail
COMP08610,Competitor_C,Home Appliances,42470.14,8.0,3.1,2.63,89.39,India,Marketplace
COMP08609,Competitor_C,Home Appliances,29136.53,8.0,4.7,7.29,97.23,Canada,Online
COMP11684,Competitor_A,Home Appliances,43431.03,4.0,3.5,2.34,33.43,Germany,Marketplace
COMP11693,Competitor_B,Home Appliances,30474.83,10.0,4.3,22.21,50.46,Japan,Marketplace
COMP08536,Competitor_E,Home Appliances,37398.0,4.0,4.6,24.89,69.56,Japan,Marketplace
COMP11752,Competitor_E,Home Appliances,8068.49,5.0,4.3,19.34,45.1,India,Marketplace
COMP08534,Competitor_E,Home Appliances,36833.42,12.0,4.4,18.74,90.74,Canada,Retail
COMP08532,Competitor_A,Home Appliances,26773.68,5.0,4.0,8.66,88.97,Usa,Online
COMP11754,Competitor_B,Home Appliances,37190.01,11.0,4.9,3.53,24.51,Canada,Retail
COMP11758,Competitor_D,Home Appliances,14540.16,10.0,4.6,21.67,88.36,Usa,Online
COMP08525,Competitor_A,Home Appliances,19674.0,7.0,4.8,5.14,61.72,Germany,Retail
COMP11763,Competitor_C,Home Appliances,45548.44,3.0,4.8,12.68,57.9,Japan,Marketplace
COMP11766,Competitor_D,Home Appliances,46534.71,9.0,3.8,13.2,49.4,Uk,Online
COMP08518,Competitor_D,Home Appliances,23049.36,5.0,3.9,15.49,93.92,Japan,Online
COMP08516,Competitor_C,Home Appliances,30200.55,6.0,4.8,3.19,22.94,India,Marketplace
COMP08515,Competitor_D,Home Appliances,51039.37,7.0,3.5,23.32,84.24,Japan,Retail
COMP08514,Competitor_D,Home Appliances,31642.45,10.0,3.6,4.07,92.55,Canada,Marketplace
COMP11772,Competitor_A,Home Appliances,37984.85,9.0,3.7,7.98,84.17,Germany,Online
COMP11774,Competitor_A,Home Appliances,19326.64,7.0,4.2,5.47,72.06,Germany,Online
COMP11777,Competitor_B,Home Appliances,37304.97,9.0,4.8,23.36,20.12,Germany,Online
COMP11779,Competitor_E,Home Appliances,16412.73,6.0,3.3,18.91,74.36,Japan,Online
COMP08541,Competitor_E,Home Appliances,38492.36,3.0,3.7,2.41,37.22,Usa,Retail
COMP08709,Competitor_A,Home Appliances,61269.87,5.0,3.8,21.09,88.25,Uk,Online
COMP11745,Competitor_E,Home Appliances,8825.63,5.0,3.6,18.03,55.25,Japan,Marketplace
COMP08558,Competitor_D,Home Appliances,34354.59,10.0,4.6,23.75,82.85,India,Retail
COMP11698,Competitor_B,Home Appliances,51683.65,12.0,5.0,23.19,95.2,Canada,Retail
COMP11700,Competitor_D,Home Appliances,3647.16,12.0,4.8,23.99,47.91,Uk,Retail
COMP08596,Competitor_E,Home Appliances,45959.57,10.0,3.7,22.88,60.94,Usa,Online
COMP11703,Competitor_B,Home Appliances,3909.76,4.0,3.5,15.24,90.88,Usa,Marketplace
COMP08593,Competitor_A,Home Appliances,24484.09,12.0,4.4,21.98,91.97,Usa,Retail
COMP11709,Competitor_D,Home Appliances,27021.85,5.0,3.4,13.01,76.92,Canada,Retail
COMP11717,Competitor_C,Home Appliances,30434.77,7.0,4.4,11.23,73.25,Uk,Marketplace
COMP08584,Competitor_D,Home Appliances,16063.6,10.0,3.8,10.2,27.32,Japan,Retail
COMP08582,Competitor_E,Home Appliances,47202.14,11.0,3.7,18.2,80.71,India,Online
COMP08580,Competitor_C,Home Appliances,32989.54,8.0,4.8,10.05,60.01,Japan,Marketplace
COMP08579,Competitor_C,Home Appliances,10941.43,8.0,4.8,18.7,52.37,Germany,Online
COMP11723,Competitor_E,Home Appliances,3416.73,11.0,3.2,15.95,57.41,Usa,Online
COMP11724,Competitor_E,Home Appliances,33265.63,6.0,4.4,16.02,45.69,Uk,Online
COMP11727,Competitor_C,Home Appliances,33545.34,11.0,4.9,3.49,80.1,Usa,Marketplace
COMP08566,Competitor_C,Home Appliances,31030.91,5.0,4.0,8.25,47.41,Germany,Retail
COMP08565,Competitor_A,Home Appliances,47012.91,4.0,3.6,5.04,35.35,India,Retail
COMP11730,Competitor_E,Home Appliances,45386.18,10.0,4.3,6.04,77.87,Germany,Retail
COMP11743,Competitor_E,Home Appliances,25055.41,9.0,3.2,8.97,73.66,Japan,Marketplace
COMP11588,Competitor_E,Home Appliances,28728.76,9.0,3.8,5.31,20.11,Uk,Retail
COMP11587,Competitor_A,Home Appliances,35247.48,7.0,3.9,24.84,50.52,Uk,Online
COMP08712,Competitor_B,Home Appliances,43258.73,9.0,3.4,19.52,62.24,Germany,Online
COMP08854,Competitor_D,Home Appliances,21588.47,6.0,3.4,14.89,64.31,Japan,Retail
COMP11436,Competitor_D,Home Appliances,32425.42,5.0,4.9,11.77,45.0,Germany,Marketplace
COMP08852,Competitor_C,Home Appliances,9517.89,4.0,4.2,15.37,45.27,Germany,Retail
COMP11448,Competitor_B,Home Appliances,46606.13,4.0,3.6,6.59,54.79,Usa,Retail
COMP11451,Competitor_C,Home Appliances,7425.34,3.0,4.3,15.64,52.97,Uk,Marketplace
COMP08844,Competitor_A,Home Appliances,19715.51,9.0,4.0,24.13,37.94,Uk,Online
COMP08843,Competitor_D,Home Appliances,54422.75,12.0,4.5,7.62,77.18,Usa,Marketplace
COMP08841,Competitor_D,Home Appliances,31666.65,7.0,4.3,4.88,62.99,India,Marketplace
COMP08837,Competitor_B,Home Appliances,38212.57,11.0,4.5,10.78,83.94,Germany,Retail
COMP11461,Competitor_D,Home Appliances,8117.48,10.0,4.6,10.77,54.6,Usa,Marketplace
COMP08830,Competitor_E,Home Appliances,47391.98,11.0,4.1,5.47,21.68,Germany,Retail
COMP11469,Competitor_C,Home Appliances,27921.09,7.0,3.5,19.62,67.32,Japan,Online
COMP11470,Competitor_C,Home Appliances,16861.52,8.0,3.2,21.55,58.55,Usa,Retail
