product_id,review_count,average_rating,Negative,Neutral,Positive,positive_percentage,neutral_percentage,negative_percentage,review_health_score,product_name,category,review_category
P0294,118,3.43,26,27,65,55.08,22.88,22.03,33.05,Smart Ring 294,Wearables,Good
P0299,95,3.43,20,25,50,52.63,26.32,21.05,31.58,Smart Ring 299,Wearables,Good
P0306,100,3.43,20,32,48,48.0,32.0,20.0,28.0,Fitness Band 306,Wearables,Mixed
P0351,81,3.43,21,20,40,49.38,24.69,25.93,23.46,Tablet 351,Mobile,Mixed
P0104,92,3.43,24,17,51,55.43,18.48,26.09,29.35,Smartphone 104,Mobile,Mixed
P0406,96,3.43,21,26,49,51.04,27.08,21.88,29.17,Fitness Band 406,Wearables,Mixed
P0437,107,3.43,25,25,57,53.27,23.36,23.36,29.91,Tablet 437,Mobile,Mixed
P0041,100,3.43,27,22,51,51.0,22.0,27.0,24.0,Headphones 41,Audio,Mixed
P0176,115,3.42,28,21,66,57.39,18.26,24.35,33.04,Smart Light 176,Home Appliances,Good
P0485,109,3.42,25,31,53,48.62,28.44,22.94,25.69,Smart Watch 485,Watches,Mixed
P0322,106,3.42,22,28,56,52.83,26.42,20.75,32.08,Smart Watch 322,Watches,Good
P0325,122,3.42,30,29,63,51.64,23.77,24.59,27.05,Tablet 325,Mobile,Mixed
P0308,120,3.42,28,29,63,52.5,24.17,23.33,29.17,Smart Watch 308,Watches,Mixed
P0374,79,3.42,17,23,39,49.37,29.11,21.52,27.85,Headphones 374,Audio,Mixed
P0394,99,3.42,20,26,53,53.54,26.26,20.2,33.33,Fitness Watch 394,Watches,Good
P0399,107,3.42,26,23,58,54.21,21.5,24.3,29.91,Analog Watch 399,Watches,Mixed
P0260,106,3.42,21,35,50,47.17,33.02,19.81,27.36,Headphones 260,Audio,Mixed
P0402,106,3.42,24,31,51,48.11,29.25,22.64,25.47,Wireless Earbuds 402,Audio,Mixed
P0212,95,3.42,20,26,49,51.58,27.37,21.05,30.53,Smartphone 212,Mobile,Good
P0457,102,3.42,19,35,48,47.06,34.31,18.63,28.43,Air Purifier 457,Home Appliances,Mixed
P0150,102,3.41,20,32,50,49.02,31.37,19.61,29.41,Tablet 150,Mobile,Mixed
P0321,106,3.41,29,23,54,50.94,21.7,27.36,23.58,Smart Ring 321,Wearables,Mixed
P0301,111,3.41,24,33,54,48.65,29.73,21.62,27.03,Bluetooth Speaker 301,Audio,Mixed
P0412,97,3.41,18,34,45,46.39,35.05,18.56,27.84,Air Purifier 412,Home Appliances,Mixed
P0445,92,3.41,22,22,48,52.17,23.91,23.91,28.26,Bluetooth Speaker 445,Audio,Mixed
P0168,97,3.41,28,17,52,53.61,17.53,28.87,24.74,Smart Ring 168,Wearables,Mixed
P0407,91,3.41,24,22,45,49.45,24.18,26.37,23.08,Fitness Band 407,Wearables,Mixed
P0215,93,3.41,16,32,45,48.39,34.41,17.2,31.18,Smart Light 215,Home Appliances,Good
P0385,107,3.41,27,27,53,49.53,25.23,25.23,24.3,Tablet 385,Mobile,Mixed
P0411,113,3.41,26,31,56,49.56,27.43,23.01,26.55,Smart Fan 411,Home Appliances,Mixed
P0433,89,3.4,18,29,42,47.19,32.58,20.22,26.97,Smart Fan 433,Home Appliances,Mixed
P0042,109,3.4,26,28,55,50.46,25.69,23.85,26.61,Smart Watch 42,Watches,Mixed
P0416,95,3.4,24,23,48,50.53,24.21,25.26,25.26,Smart Ring 416,Wearables,Mixed
P0143,95,3.4,23,26,46,48.42,27.37,24.21,24.21,Headphones 143,Audio,Mixed
P0164,87,3.4,18,26,43,49.43,29.89,20.69,28.74,Smart Fan 164,Home Appliances,Mixed
P0160,91,3.4,23,22,46,50.55,24.18,25.27,25.27,Smart Fan 160,Home Appliances,Mixed
P0201,100,3.4,24,21,55,55.0,21.0,24.0,31.0,Fitness Band 201,Wearables,Good
P0473,93,3.4,21,27,45,48.39,29.03,22.58,25.81,Analog Watch 473,Watches,Mixed
P0320,111,3.4,26,31,54,48.65,27.93,23.42,25.23,Smart Ring 320,Wearables,Mixed
P0262,100,3.4,24,28,48,48.0,28.0,24.0,24.0,Headphones 262,Audio,Mixed
P0292,73,3.4,16,22,35,47.95,30.14,21.92,26.03,Smart Fan 292,Home Appliances,Mixed
P0395,91,3.4,19,27,45,49.45,29.67,20.88,28.57,Analog Watch 395,Watches,Mixed
P0053,115,3.4,30,26,59,51.3,22.61,26.09,25.22,Tablet 53,Mobile,Mixed
P0062,109,3.4,25,25,59,54.13,22.94,22.94,31.19,Tablet 62,Mobile,Good
P0255,109,3.4,23,30,56,51.38,27.52,21.1,30.28,Bluetooth Speaker 255,Audio,Good
P0323,102,3.4,19,32,51,50.0,31.37,18.63,31.37,Smart Watch 323,Watches,Good
P0083,124,3.4,29,31,64,51.61,25.0,23.39,28.23,Air Purifier 83,Home Appliances,Mixed
P0137,118,3.39,28,35,55,46.61,29.66,23.73,22.88,Analog Watch 137,Watches,Mixed
P0475,89,3.39,23,21,45,50.56,23.6,25.84,24.72,Fitness Watch 475,Watches,Mixed
P0401,97,3.39,23,27,47,48.45,27.84,23.71,24.74,Headphones 401,Audio,Mixed
P0237,89,3.39,20,26,43,48.31,29.21,22.47,25.84,Tablet 237,Mobile,Mixed
P0283,122,3.39,27,35,60,49.18,28.69,22.13,27.05,Headphones 283,Audio,Mixed
P0310,112,3.39,25,33,54,48.21,29.46,22.32,25.89,Fitness Band 310,Wearables,Mixed
P0488,95,3.38,21,28,46,48.42,29.47,22.11,26.32,Smart Light 488,Home Appliances,Mixed
P0088,95,3.38,23,20,52,54.74,21.05,24.21,30.53,Air Purifier 88,Home Appliances,Good
P0303,88,3.38,23,19,46,52.27,21.59,26.14,26.14,Fitness Watch 303,Watches,Mixed
P0334,114,3.38,29,30,55,48.25,26.32,25.44,22.81,Fitness Band 334,Wearables,Mixed
P0318,100,3.38,25,25,50,50.0,25.0,25.0,25.0,Bluetooth Speaker 318,Audio,Mixed
P0032,99,3.38,26,23,50,50.51,23.23,26.26,24.24,Smartphone 32,Mobile,Mixed
P0264,89,3.38,21,21,47,52.81,23.6,23.6,29.21,Tablet 264,Mobile,Mixed
P0425,85,3.38,22,23,40,47.06,27.06,25.88,21.18,Fitness Watch 425,Watches,Mixed
P0124,88,3.38,23,20,45,51.14,22.73,26.14,25.0,Smart Ring 124,Wearables,Mixed
P0214,93,3.38,21,20,52,55.91,21.51,22.58,33.33,Fitness Band 214,Wearables,Good
P0235,99,3.38,24,27,48,48.48,27.27,24.24,24.24,Smartphone 235,Mobile,Mixed
P0098,104,3.38,28,21,55,52.88,20.19,26.92,25.96,Analog Watch 98,Watches,Mixed
P0460,95,3.38,27,21,47,49.47,22.11,28.42,21.05,Headphones 460,Audio,Mixed
P0495,103,3.38,24,21,58,56.31,20.39,23.3,33.01,Tablet 495,Mobile,Good
P0147,102,3.38,24,27,51,50.0,26.47,23.53,26.47,Fitness Band 147,Wearables,Mixed
P0261,100,3.38,26,23,51,51.0,23.0,26.0,25.0,Analog Watch 261,Watches,Mixed
P0364,107,3.38,21,37,49,45.79,34.58,19.63,26.17,Bluetooth Speaker 364,Audio,Mixed
P0344,100,3.37,25,25,50,50.0,25.0,25.0,25.0,Smartphone 344,Mobile,Mixed
P0258,108,3.37,29,23,56,51.85,21.3,26.85,25.0,Smart Watch 258,Watches,Mixed
P0055,121,3.37,28,38,55,45.45,31.4,23.14,22.31,Smart Watch 55,Watches,Mixed
P0226,90,3.37,20,27,43,47.78,30.0,22.22,25.56,Bluetooth Speaker 226,Audio,Mixed
P0065,100,3.37,22,33,45,45.0,33.0,22.0,23.0,Smart Ring 65,Wearables,Mixed
P0274,95,3.37,23,26,46,48.42,27.37,24.21,24.21,Smart Watch 274,Watches,Mixed
P0430,90,3.37,27,19,44,48.89,21.11,30.0,18.89,Smart Light 430,Home Appliances,Mixed
P0113,91,3.37,24,23,44,48.35,25.27,26.37,21.98,Smart Watch 113,Watches,Mixed
P0428,93,3.37,29,18,46,49.46,19.35,31.18,18.28,Wireless Earbuds 428,Audio,Mixed
P0073,103,3.37,25,28,50,48.54,27.18,24.27,24.27,Smartphone 73,Mobile,Mixed
P0327,115,3.36,26,38,51,44.35,33.04,22.61,21.74,Smart Fan 327,Home Appliances,Mixed
P0314,125,3.36,29,37,59,47.2,29.6,23.2,24.0,Smart Light 314,Home Appliances,Mixed
P0480,121,3.36,35,24,62,51.24,19.83,28.93,22.31,Headphones 480,Audio,Mixed
P0205,100,3.36,24,28,48,48.0,28.0,24.0,24.0,Tablet 205,Mobile,Mixed
P0499,98,3.36,26,24,48,48.98,24.49,26.53,22.45,Tablet 499,Mobile,Mixed
P0021,102,3.36,26,28,48,47.06,27.45,25.49,21.57,Wireless Earbuds 21,Audio,Mixed
P0100,108,3.36,27,29,52,48.15,26.85,25.0,23.15,Bluetooth Speaker 100,Audio,Mixed
P0476,92,3.36,18,31,43,46.74,33.7,19.57,27.17,Wireless Earbuds 476,Audio,Mixed
P0213,76,3.36,16,25,35,46.05,32.89,21.05,25.0,Wireless Earbuds 213,Audio,Mixed
P0377,95,3.36,28,18,49,51.58,18.95,29.47,22.11,Smart Ring 377,Wearables,Mixed
P0388,91,3.36,15,36,40,43.96,39.56,16.48,27.47,Smart Fan 388,Home Appliances,Mixed
P0335,94,3.36,19,28,47,50.0,29.79,20.21,29.79,Headphones 335,Audio,Mixed
P0419,95,3.36,20,30,45,47.37,31.58,21.05,26.32,Fitness Band 419,Wearables,Mixed
P0273,107,3.36,28,26,53,49.53,24.3,26.17,23.36,Smart Ring 273,Wearables,Mixed
P0284,108,3.36,24,34,50,46.3,31.48,22.22,24.07,Wireless Earbuds 284,Audio,Mixed
P0181,97,3.35,22,31,44,45.36,31.96,22.68,22.68,Smart Light 181,Home Appliances,Mixed
P0058,124,3.35,28,38,58,46.77,30.65,22.58,24.19,Bluetooth Speaker 58,Audio,Mixed
P0115,108,3.35,32,19,57,52.78,17.59,29.63,23.15,Air Purifier 115,Home Appliances,Mixed
P0141,111,3.35,29,28,54,48.65,25.23,26.13,22.52,Wireless Earbuds 141,Audio,Mixed
P0194,83,3.35,17,28,38,45.78,33.73,20.48,25.3,Air Purifier 194,Home Appliances,Mixed
P0074,103,3.35,24,32,47,45.63,31.07,23.3,22.33,Smart Watch 74,Watches,Mixed
P0112,110,3.35,29,26,55,50.0,23.64,26.36,23.64,Smart Light 112,Home Appliances,Mixed
P0442,96,3.35,23,27,46,47.92,28.12,23.96,23.96,Smartphone 442,Mobile,Mixed
P0134,110,3.35,28,27,55,50.0,24.55,25.45,24.55,Smartphone 134,Mobile,Mixed
P0343,98,3.35,22,28,48,48.98,28.57,22.45,26.53,Tablet 343,Mobile,Mixed
P0090,100,3.35,23,29,48,48.0,29.0,23.0,25.0,Smartphone 90,Mobile,Mixed
P0256,108,3.35,26,29,53,49.07,26.85,24.07,25.0,Smartphone 256,Mobile,Mixed
P0355,107,3.35,27,28,52,48.6,26.17,25.23,23.36,Analog Watch 355,Watches,Mixed
P0011,114,3.35,34,29,51,44.74,25.44,29.82,14.91,Smartphone 11,Mobile,Mixed
P0379,90,3.34,22,28,40,44.44,31.11,24.44,20.0,Bluetooth Speaker 379,Audio,Mixed
P0028,90,3.34,22,23,45,50.0,25.56,24.44,25.56,Fitness Band 28,Wearables,Mixed
P0089,102,3.34,28,21,53,51.96,20.59,27.45,24.51,Fitness Band 89,Wearables,Mixed
P0046,87,3.34,24,18,45,51.72,20.69,27.59,24.14,Bluetooth Speaker 46,Audio,Mixed
P0338,100,3.34,21,30,49,49.0,30.0,21.0,28.0,Wireless Earbuds 338,Audio,Mixed
P0082,101,3.34,24,31,46,45.54,30.69,23.76,21.78,Fitness Watch 82,Watches,Mixed
P0313,97,3.34,21,33,43,44.33,34.02,21.65,22.68,Smart Watch 313,Watches,Mixed
P0296,116,3.34,31,28,57,49.14,24.14,26.72,22.41,Headphones 296,Audio,Mixed
P0207,102,3.34,27,25,50,49.02,24.51,26.47,22.55,Wireless Earbuds 207,Audio,Mixed
P0191,90,3.34,23,23,44,48.89,25.56,25.56,23.33,Headphones 191,Audio,Mixed
P0017,105,3.34,28,25,52,49.52,23.81,26.67,22.86,Bluetooth Speaker 17,Audio,Mixed
P0481,96,3.33,24,28,44,45.83,29.17,25.0,20.83,Bluetooth Speaker 481,Audio,Mixed
P0319,106,3.33,30,28,48,45.28,26.42,28.3,16.98,Smart Ring 319,Wearables,Mixed
P0328,117,3.33,29,33,55,47.01,28.21,24.79,22.22,Smartphone 328,Mobile,Mixed
P0471,111,3.33,29,30,52,46.85,27.03,26.13,20.72,Bluetooth Speaker 471,Audio,Mixed
P0459,99,3.33,26,29,44,44.44,29.29,26.26,18.18,Smart Watch 459,Watches,Mixed
P0097,121,3.33,35,27,59,48.76,22.31,28.93,19.83,Fitness Watch 97,Watches,Mixed
P0240,100,3.33,22,25,53,53.0,25.0,22.0,31.0,Tablet 240,Mobile,Good
P0118,116,3.33,28,34,54,46.55,29.31,24.14,22.41,Bluetooth Speaker 118,Audio,Mixed
P0153,110,3.33,29,30,51,46.36,27.27,26.36,20.0,Fitness Band 153,Wearables,Mixed
P0159,102,3.33,23,34,45,44.12,33.33,22.55,21.57,Analog Watch 159,Watches,Mixed
P0429,105,3.33,30,26,49,46.67,24.76,28.57,18.1,Smart Ring 429,Wearables,Mixed
P0477,109,3.33,29,25,55,50.46,22.94,26.61,23.85,Fitness Watch 477,Watches,Mixed
P0267,93,3.33,23,25,45,48.39,26.88,24.73,23.66,Smartphone 267,Mobile,Mixed
P0018,102,3.33,25,32,45,44.12,31.37,24.51,19.61,Smart Ring 18,Wearables,Mixed
P0384,108,3.33,29,24,55,50.93,22.22,26.85,24.07,Bluetooth Speaker 384,Audio,Mixed
P0281,114,3.33,22,45,47,41.23,39.47,19.3,21.93,Smart Ring 281,Wearables,Mixed
P0107,103,3.33,25,29,49,47.57,28.16,24.27,23.3,Analog Watch 107,Watches,Mixed
P0444,77,3.32,19,25,33,42.86,32.47,24.68,18.18,Fitness Band 444,Wearables,Mixed
P0393,96,3.32,25,27,44,45.83,28.12,26.04,19.79,Analog Watch 393,Watches,Mixed
P0105,110,3.32,26,30,54,49.09,27.27,23.64,25.45,Fitness Watch 105,Watches,Mixed
P0487,94,3.32,28,20,46,48.94,21.28,29.79,19.15,Air Purifier 487,Home Appliances,Mixed
P0005,120,3.32,29,32,59,49.17,26.67,24.17,25.0,Air Purifier 5,Home Appliances,Mixed
P0453,90,3.32,21,25,44,48.89,27.78,23.33,25.56,Smartphone 453,Mobile,Mixed
P0067,113,3.32,26,39,48,42.48,34.51,23.01,19.47,Smart Fan 67,Home Appliances,Mixed
P0048,99,3.32,27,25,47,47.47,25.25,27.27,20.2,Smart Watch 48,Watches,Mixed
P0179,102,3.32,27,24,51,50.0,23.53,26.47,23.53,Fitness Band 179,Wearables,Mixed
P0206,92,3.32,24,26,42,45.65,28.26,26.09,19.57,Smartphone 206,Mobile,Mixed
P0163,72,3.32,16,24,32,44.44,33.33,22.22,22.22,Smart Ring 163,Wearables,Mixed
P0269,78,3.32,17,28,33,42.31,35.9,21.79,20.51,Smartphone 269,Mobile,Mixed
P0122,96,3.31,25,30,41,42.71,31.25,26.04,16.67,Smart Fan 122,Home Appliances,Mixed
P0051,84,3.31,19,25,40,47.62,29.76,22.62,25.0,Air Purifier 51,Home Appliances,Mixed
P0478,100,3.31,27,26,47,47.0,26.0,27.0,20.0,Smart Fan 478,Home Appliances,Mixed
P0421,90,3.31,25,22,43,47.78,24.44,27.78,20.0,Air Purifier 421,Home Appliances,Mixed
P0037,94,3.31,26,25,43,45.74,26.6,27.66,18.09,Analog Watch 37,Watches,Mixed
P0289,100,3.31,25,25,50,50.0,25.0,25.0,25.0,Smart Ring 289,Wearables,Mixed
P0337,92,3.3,21,29,42,45.65,31.52,22.83,22.83,Analog Watch 337,Watches,Mixed
P0193,82,3.3,13,38,31,37.8,46.34,15.85,21.95,Fitness Band 193,Wearables,Mixed
P0060,90,3.3,23,26,41,45.56,28.89,25.56,20.0,Smartphone 60,Mobile,Mixed
P0234,89,3.3,23,23,43,48.31,25.84,25.84,22.47,Air Purifier 234,Home Appliances,Mixed
P0380,94,3.3,21,34,39,41.49,36.17,22.34,19.15,Fitness Band 380,Wearables,Mixed
P0239,105,3.3,28,25,52,49.52,23.81,26.67,22.86,Tablet 239,Mobile,Mixed
P0101,105,3.3,28,21,56,53.33,20.0,26.67,26.67,Bluetooth Speaker 101,Audio,Mixed
P0454,113,3.3,23,40,50,44.25,35.4,20.35,23.89,Smart Fan 454,Home Appliances,Mixed
P0500,101,3.3,26,26,49,48.51,25.74,25.74,22.77,Wireless Earbuds 500,Audio,Mixed
P0007,100,3.3,31,19,50,50.0,19.0,31.0,19.0,Tablet 7,Mobile,Mixed
P0238,100,3.29,28,22,50,50.0,22.0,28.0,22.0,Air Purifier 238,Home Appliances,Mixed
P0381,95,3.29,24,27,44,46.32,28.42,25.26,21.05,Bluetooth Speaker 381,Audio,Mixed
P0006,85,3.29,24,20,41,48.24,23.53,28.24,20.0,Headphones 6,Audio,Mixed
P0302,108,3.29,26,34,48,44.44,31.48,24.07,20.37,Bluetooth Speaker 302,Audio,Mixed
P0472,104,3.29,27,31,46,44.23,29.81,25.96,18.27,Smartphone 472,Mobile,Mixed
P0204,82,3.29,25,15,42,51.22,18.29,30.49,20.73,Wireless Earbuds 204,Audio,Mixed
P0272,113,3.29,31,29,53,46.9,25.66,27.43,19.47,Tablet 272,Mobile,Mixed
P0438,91,3.29,23,28,40,43.96,30.77,25.27,18.68,Fitness Band 438,Wearables,Mixed
P0157,100,3.29,31,25,44,44.0,25.0,31.0,13.0,Smartphone 157,Mobile,Mixed
P0145,112,3.29,29,31,52,46.43,27.68,25.89,20.54,Fitness Band 145,Wearables,Mixed
P0189,102,3.29,25,34,43,42.16,33.33,24.51,17.65,Smartphone 189,Mobile,Mixed
P0282,110,3.28,28,32,50,45.45,29.09,25.45,20.0,Smartphone 282,Mobile,Mixed
P0077,104,3.28,30,29,45,43.27,27.88,28.85,14.42,Fitness Watch 77,Watches,Mixed
P0465,112,3.28,30,29,53,47.32,25.89,26.79,20.54,Fitness Band 465,Wearables,Mixed
P0361,99,3.27,24,30,45,45.45,30.3,24.24,21.21,Air Purifier 361,Home Appliances,Mixed
P0468,97,3.27,25,29,43,44.33,29.9,25.77,18.56,Fitness Band 468,Wearables,Mixed
P0091,112,3.27,32,27,53,47.32,24.11,28.57,18.75,Tablet 91,Mobile,Mixed
P0449,109,3.27,26,35,48,44.04,32.11,23.85,20.18,Bluetooth Speaker 449,Audio,Mixed
P0136,105,3.27,31,22,52,49.52,20.95,29.52,20.0,Tablet 136,Mobile,Mixed
P0252,97,3.27,23,38,36,37.11,39.18,23.71,13.4,Smartphone 252,Mobile,Mixed
P0461,100,3.26,26,30,44,44.0,30.0,26.0,18.0,Headphones 461,Audio,Mixed
P0108,125,3.26,33,35,57,45.6,28.0,26.4,19.2,Wireless Earbuds 108,Audio,Mixed
P0316,109,3.26,29,34,46,42.2,31.19,26.61,15.6,Wireless Earbuds 316,Audio,Mixed
P0376,104,3.25,29,31,44,42.31,29.81,27.88,14.42,Smart Fan 376,Home Appliances,Mixed
P0382,95,3.25,26,25,44,46.32,26.32,27.37,18.95,Smart Watch 382,Watches,Mixed
P0447,93,3.25,26,23,44,47.31,24.73,27.96,19.35,Smartphone 447,Mobile,Mixed
P0036,106,3.25,27,29,50,47.17,27.36,25.47,21.7,Smart Watch 36,Watches,Mixed
P0466,84,3.25,24,21,39,46.43,25.0,28.57,17.86,Smart Fan 466,Home Appliances,Mixed
P0498,99,3.24,26,31,42,42.42,31.31,26.26,16.16,Tablet 498,Mobile,Mixed
P0177,109,3.24,26,36,47,43.12,33.03,23.85,19.27,Wireless Earbuds 177,Audio,Mixed
P0297,82,3.23,21,27,34,41.46,32.93,25.61,15.85,Smartphone 297,Mobile,Mixed
P0197,96,3.23,25,30,41,42.71,31.25,26.04,16.67,Fitness Band 197,Wearables,Mixed
P0435,103,3.23,29,25,49,47.57,24.27,28.16,19.42,Bluetooth Speaker 435,Audio,Mixed
P0413,95,3.23,26,28,41,43.16,29.47,27.37,15.79,Smart Watch 413,Watches,Mixed
P0075,111,3.23,33,30,48,43.24,27.03,29.73,13.51,Fitness Watch 75,Watches,Mixed
P0183,97,3.23,24,30,43,44.33,30.93,24.74,19.59,Wireless Earbuds 183,Audio,Mixed
P0079,103,3.23,33,18,52,50.49,17.48,32.04,18.45,Smartphone 79,Mobile,Mixed
P0483,108,3.22,38,23,47,43.52,21.3,35.19,8.33,Smartphone 483,Mobile,Mixed
P0317,90,3.22,27,22,41,45.56,24.44,30.0,15.56,Smart Light 317,Home Appliances,Mixed
P0106,85,3.22,20,28,37,43.53,32.94,23.53,20.0,Bluetooth Speaker 106,Audio,Mixed
P0047,85,3.21,26,17,42,49.41,20.0,30.59,18.82,Smart Fan 47,Home Appliances,Mixed
P0148,103,3.21,28,32,43,41.75,31.07,27.18,14.56,Analog Watch 148,Watches,Mixed
P0054,119,3.21,34,33,52,43.7,27.73,28.57,15.13,Wireless Earbuds 54,Audio,Mixed
P0248,89,3.21,24,26,39,43.82,29.21,26.97,16.85,Headphones 248,Audio,Mixed
P0397,118,3.21,39,26,53,44.92,22.03,33.05,11.86,Fitness Band 397,Wearables,Mixed
P0300,93,3.2,28,28,37,39.78,30.11,30.11,9.68,Smart Watch 300,Watches,Mixed
P0341,106,3.2,30,29,47,44.34,27.36,28.3,16.04,Smart Watch 341,Watches,Mixed
P0190,85,3.19,27,21,37,43.53,24.71,31.76,11.76,Smart Light 190,Home Appliances,Mixed
P0187,91,3.18,25,32,34,37.36,35.16,27.47,9.89,Bluetooth Speaker 187,Audio,Mixed
P0219,101,3.15,29,28,44,43.56,27.72,28.71,14.85,Smart Ring 219,Wearables,Mixed
P0345,98,3.14,31,24,43,43.88,24.49,31.63,12.24,Tablet 345,Mobile,Mixed
P0470,116,3.13,36,29,51,43.97,25.0,31.03,12.93,Smart Light 470,Home Appliances,Mixed
P0418,92,3.13,30,25,37,40.22,27.17,32.61,7.61,Smart Fan 418,Home Appliances,Mixed
P0119,107,3.12,34,33,40,37.38,30.84,31.78,5.61,Wireless Earbuds 119,Audio,Mixed
P0441,79,3.11,22,27,30,37.97,34.18,27.85,10.13,Smartphone 441,Mobile,Mixed
