customer_id,company_id,age_group,gender,location,income_segment,customer_segment,registration_date,loyalty_level,total_orders,total_quantity,total_spend,average_discount,customer_value
CUST00641,C008,56+,Other,Germany,Premium,Regular Buyer,2021-01-19,Loyal,5.0,12.0,144712.8,0.12,723564.0
CUST00642,C006,18-25,Other,USA,High,Premium Loyal,2021-10-11,Loyal,16.0,34.0,375458.85,0.11875,6007341.6
CUST00643,C004,18-25,Other,Germany,Low,High Value,2024-01-16,VIP,12.0,21.0,149827.05,0.10833333333333334,1797924.5999999999
CUST00644,C006,26-35,Female,USA,Premium,Frequent Buyer,2020-03-02,New,9.0,19.0,243253.45,0.12222222222222223,2189281.0500000003
CUST00645,C001,46-55,Other,UK,High,Premium Loyal,2026-07-08,Regular,16.0,30.0,367400.85,0.096875,5878413.6
CUST00646,C003,18-25,Other,Japan,Low,Regular Buyer,2025-08-09,Loyal,5.0,11.0,111112.59999999999,0.13,555563.0
CUST00647,C003,18-25,Male,South Korea,Medium,Frequent Buyer,2026-01-05,Loyal,8.0,16.0,147242.85,0.1125,1177942.8
CUST00648,C008,18-25,Other,Singapore,High,Regular Buyer,2022-03-01,Loyal,7.0,15.0,115798.55,0.12142857142857144,810589.85
CUST00649,C001,46-55,Other,Canada,Premium,Frequent Buyer,2025-06-10,Regular,8.0,14.0,150147.05,0.1125,1201176.4
CUST00650,C009,36-45,Other,South Korea,High,High Value,2023-11-25,Regular,10.0,19.0,234988.65,0.075,2349886.5
CUST00651,C002,26-35,Female,Canada,High,High Value,2025-12-15,Loyal,14.0,28.0,362087.2,0.0642857142857143,5069220.8
CUST00652,C008,56+,Female,UK,Low,High Value,2020-01-03,Loyal,13.0,22.0,249135.90000000002,0.11923076923076924,3238766.7
CUST00653,C010,36-45,Other,USA,Premium,High Value,2022-09-05,VIP,12.0,23.0,287668.9,0.1125,3452026.8000000003
CUST00654,C009,56+,Female,Japan,Premium,Regular Buyer,2021-09-23,New,7.0,13.0,231711.7,0.09285714285714286,1621981.9000000001
CUST00655,C002,18-25,Male,UK,Medium,Frequent Buyer,2025-11-13,Regular,9.0,17.0,154604.85,0.10555555555555556,1391443.6500000001
CUST00656,C002,26-35,Male,India,Premium,Regular Buyer,2025-06-11,Loyal,6.0,13.0,120603.79999999999,0.10833333333333334,723622.7999999999
CUST00657,C001,26-35,Other,USA,Low,High Value,2024-02-09,VIP,10.0,23.0,322621.6,0.1,3226216.0
CUST00658,C002,18-25,Female,Singapore,High,High Value,2025-04-01,Loyal,11.0,24.0,211002.9,0.14545454545454548,2321031.9
CUST00659,C009,18-25,Female,USA,Medium,Frequent Buyer,2020-06-15,New,9.0,17.0,227393.3,0.12222222222222223,2046539.7
CUST00660,C002,56+,Female,Germany,Medium,Frequent Buyer,2022-08-04,Regular,8.0,19.0,176414.95,0.1375,1411319.6
CUST00661,C010,56+,Other,Singapore,Low,Frequent Buyer,2022-01-02,Loyal,8.0,14.0,172935.9,0.09375,1383487.2
CUST00662,C008,18-25,Male,UK,Premium,Regular Buyer,2024-10-15,Loyal,4.0,10.0,109581.9,0.0625,438327.6
CUST00663,C003,56+,Female,Japan,High,Frequent Buyer,2025-12-26,Loyal,9.0,17.0,215424.3,0.12222222222222223,1938818.7
CUST00664,C006,46-55,Other,Japan,Medium,Frequent Buyer,2024-08-15,Regular,9.0,16.0,290353.2,0.10555555555555557,2613178.8000000003
CUST00665,C007,36-45,Female,South Korea,Premium,High Value,2026-03-03,New,12.0,25.0,211434.2,0.10833333333333334,2537210.4000000004
CUST00666,C001,56+,Male,UK,High,Frequent Buyer,2023-03-11,Loyal,9.0,22.0,216518.6,0.07777777777777778,1948667.4000000001
CUST00667,C004,36-45,Male,Canada,Medium,Frequent Buyer,2022-05-29,New,9.0,14.0,186356.15,0.1111111111111111,1677205.3499999999
CUST00668,C008,26-35,Male,Canada,High,High Value,2023-12-27,Regular,11.0,23.0,244794.9,0.11363636363636363,2692743.9
CUST00669,C004,36-45,Male,Singapore,Medium,Frequent Buyer,2022-11-15,Loyal,9.0,16.0,311292.0,0.08888888888888889,2801628.0
CUST00670,C008,46-55,Other,USA,High,Regular Buyer,2021-12-09,VIP,5.0,12.0,117804.65000000001,0.06,589023.25
CUST00671,C002,36-45,Female,Singapore,Premium,Frequent Buyer,2020-08-17,Regular,9.0,19.0,231467.95,0.09444444444444444,2083211.55
CUST00672,C010,46-55,Male,Canada,Low,Frequent Buyer,2020-02-16,Regular,8.0,19.0,147115.25,0.10625000000000001,1176922.0
CUST00673,C006,26-35,Male,India,Premium,High Value,2025-08-19,New,12.0,26.0,265873.55,0.09583333333333334,3190482.5999999996
CUST00674,C004,36-45,Female,UK,Medium,High Value,2024-11-04,New,11.0,25.0,230626.80000000002,0.10909090909090909,2536894.8000000003
CUST00675,C008,18-25,Other,Singapore,High,Frequent Buyer,2026-05-29,VIP,9.0,18.0,165048.1,0.11666666666666667,1485432.9000000001
CUST00676,C009,26-35,Male,South Korea,Medium,Frequent Buyer,2024-11-14,VIP,9.0,20.0,242331.3,0.13333333333333333,2180981.6999999997
CUST00677,C010,56+,Other,Germany,Medium,High Value,2022-03-14,Loyal,10.0,23.0,240063.35,0.125,2400633.5
CUST00678,C007,56+,Male,USA,Premium,High Value,2023-08-17,Loyal,12.0,26.0,267795.8,0.10416666666666667,3213549.5999999996
CUST00679,C006,36-45,Female,India,High,Premium Loyal,2022-02-19,Loyal,15.0,29.0,331325.95,0.09333333333333334,4969889.25
CUST00680,C010,56+,Male,South Korea,Low,Regular Buyer,2024-12-16,Regular,4.0,7.0,102389.25,0.15,409557.0
CUST00681,C006,18-25,Male,India,Medium,Frequent Buyer,2021-09-30,Regular,9.0,20.0,232384.1,0.08888888888888889,2091456.9000000001
CUST00682,C005,36-45,Other,USA,High,Regular Buyer,2020-02-26,VIP,5.0,10.0,92343.25,0.1,461716.25
CUST00683,C001,26-35,Other,Germany,Medium,Premium Loyal,2023-09-21,Loyal,21.0,47.0,536572.25,0.0761904761904762,11268017.25
CUST00684,C009,56+,Other,UK,Low,High Value,2025-06-01,New,11.0,18.0,229339.9,0.09545454545454546,2522738.9
CUST00685,C005,18-25,Female,Germany,High,Frequent Buyer,2021-11-28,VIP,8.0,17.0,166646.45,0.09375,1333171.6
CUST00686,C001,46-55,Other,Canada,High,Regular Buyer,2020-09-29,New,3.0,7.0,60925.05,0.11666666666666665,182775.15000000002
CUST00687,C005,26-35,Female,USA,High,High Value,2024-05-02,New,11.0,26.0,274626.75,0.10909090909090909,3020894.25
CUST00688,C003,56+,Female,India,Low,Regular Buyer,2022-03-25,Loyal,6.0,12.0,130295.65,0.13333333333333333,781773.8999999999
CUST00689,C006,46-55,Other,UK,Low,Frequent Buyer,2025-06-29,Loyal,8.0,13.0,225815.25,0.075,1806522.0
CUST00690,C006,26-35,Other,Canada,Low,High Value,2023-05-23,VIP,10.0,19.0,201670.95,0.075,2016709.5
CUST00691,C001,36-45,Male,UK,High,Premium Loyal,2026-03-23,Regular,21.0,44.0,552707.4,0.10238095238095238,11606855.4
CUST00692,C002,56+,Other,Germany,Premium,High Value,2024-04-14,Regular,10.0,20.0,287735.45,0.08,2877354.5
CUST00693,C007,56+,Female,South Korea,Medium,High Value,2023-07-03,Regular,11.0,24.0,238303.1,0.07727272727272728,2621334.1
CUST00694,C010,26-35,Male,Canada,Medium,High Value,2026-01-26,Regular,12.0,23.0,240713.7,0.08750000000000001,2888564.4000000004
CUST00695,C010,36-45,Male,USA,Medium,Premium Loyal,2021-10-09,Regular,16.0,34.0,378187.55,0.115625,6051000.8
CUST00696,C001,46-55,Female,Canada,Premium,Regular Buyer,2023-07-29,Regular,5.0,10.0,152741.80000000002,0.13,763709.0000000001
CUST00697,C004,26-35,Male,India,High,Regular Buyer,2021-03-13,Regular,6.0,12.0,106213.84999999999,0.09166666666666667,637283.1
CUST00698,C010,26-35,Other,India,High,Premium Loyal,2022-08-09,VIP,16.0,32.0,389769.65,0.08125,6236314.4
CUST00699,C003,56+,Female,Japan,Medium,Premium Loyal,2025-08-19,VIP,20.0,45.0,303417.8,0.0925,6068356.0
CUST00700,C008,26-35,Male,Germany,Low,High Value,2021-07-17,New,10.0,22.0,258306.55000000002,0.125,2583065.5
CUST00701,C005,26-35,Other,Germany,Medium,High Value,2024-08-18,Regular,12.0,26.0,264541.9,0.12083333333333333,3174502.8000000003
CUST00702,C008,36-45,Female,Germany,Premium,Premium Loyal,2025-06-29,New,18.0,33.0,316206.25,0.10555555555555557,5691712.5
CUST00703,C010,36-45,Female,India,Low,High Value,2024-04-07,VIP,13.0,26.0,331964.85000000003,0.11923076923076924,4315543.050000001
CUST00704,C001,56+,Other,Singapore,Low,Regular Buyer,2022-10-03,VIP,7.0,16.0,164906.6,0.08571428571428573,1154346.2
CUST00705,C009,26-35,Female,South Korea,Premium,Regular Buyer,2020-07-20,Loyal,6.0,12.0,181002.1,0.15,1086012.6
CUST00706,C008,46-55,Female,India,Medium,High Value,2021-11-12,VIP,13.0,21.0,202251.4,0.11153846153846156,2629268.1999999997
CUST00707,C002,18-25,Male,UK,Premium,Frequent Buyer,2025-08-12,Loyal,8.0,17.0,239294.35,0.0625,1914354.8
CUST00708,C008,26-35,Female,Germany,Premium,Regular Buyer,2020-04-12,Loyal,4.0,7.0,64681.6,0.05,258726.4
CUST00709,C006,18-25,Male,USA,Premium,Frequent Buyer,2021-11-02,New,8.0,14.0,209215.4,0.08125,1673723.2
CUST00710,C009,56+,Other,UK,Premium,Frequent Buyer,2024-04-22,VIP,9.0,23.0,275410.6,0.07777777777777778,2478695.4
CUST00711,C001,36-45,Other,UK,Medium,High Value,2021-11-30,Regular,11.0,25.0,364089.85,0.1590909090909091,4004988.3499999996
CUST00712,C001,36-45,Female,South Korea,High,Frequent Buyer,2024-09-14,New,9.0,18.0,207263.75,0.11666666666666667,1865373.75
CUST00713,C003,18-25,Other,Canada,Low,Regular Buyer,2022-04-10,VIP,6.0,11.0,152505.6,0.15,915033.6000000001
CUST00714,C008,18-25,Other,South Korea,Medium,Premium Loyal,2026-02-04,VIP,16.0,29.0,374118.9,0.115625,5985902.4
CUST00715,C008,46-55,Male,India,Medium,High Value,2024-08-06,Loyal,14.0,30.0,420603.2,0.0642857142857143,5888444.8
CUST00716,C010,26-35,Male,UK,Medium,High Value,2026-04-02,Loyal,10.0,20.0,234764.65,0.12,2347646.5
CUST00717,C001,18-25,Other,Canada,High,Frequent Buyer,2021-08-18,New,8.0,18.0,193844.8,0.08125,1550758.4
CUST00718,C002,26-35,Male,Canada,Medium,Frequent Buyer,2024-09-03,Loyal,8.0,18.0,174369.05,0.125,1394952.4
CUST00719,C001,36-45,Female,Japan,Premium,Regular Buyer,2021-01-16,VIP,6.0,15.0,190143.5,0.09166666666666667,1140861.0
CUST00720,C009,36-45,Female,UK,Low,High Value,2020-09-22,Loyal,11.0,24.0,292094.05,0.09090909090909091,3213034.55
CUST00721,C009,56+,Male,Germany,Low,Frequent Buyer,2024-08-21,New,9.0,21.0,231327.05,0.1,2081943.45
CUST00722,C008,46-55,Other,Japan,High,High Value,2023-03-22,Loyal,13.0,30.0,371329.0,0.08461538461538462,4827277.0
CUST00723,C003,46-55,Other,South Korea,Premium,Premium Loyal,2026-04-23,Regular,17.0,35.0,416773.05,0.0911764705882353,7085141.85
CUST00724,C005,18-25,Male,India,Premium,Regular Buyer,2022-03-03,Regular,6.0,10.0,134710.55,0.05833333333333334,808263.2999999999
CUST00725,C010,46-55,Male,Japan,High,Frequent Buyer,2024-08-25,Regular,9.0,14.0,253421.85,0.08333333333333333,2280796.65
CUST00726,C001,36-45,Female,USA,High,Regular Buyer,2022-04-04,Loyal,5.0,13.0,132852.95,0.11000000000000001,664264.75
CUST00727,C001,36-45,Female,Singapore,Low,High Value,2021-04-11,Regular,10.0,21.0,227837.8,0.10500000000000001,2278378.0
CUST00728,C006,46-55,Female,India,Medium,Premium Loyal,2023-10-16,Regular,15.0,29.0,369968.0,0.10666666666666667,5549520.0
CUST00729,C008,36-45,Female,Singapore,Low,Regular Buyer,2026-01-08,Loyal,6.0,6.0,173345.75,0.06666666666666667,1040074.5
CUST00730,C010,56+,Other,India,Medium,Regular Buyer,2023-07-16,Loyal,5.0,11.0,155319.25,0.07,776596.25
CUST00731,C006,26-35,Female,India,High,High Value,2020-09-28,Regular,14.0,28.0,387141.85,0.1392857142857143,5419985.899999999
CUST00732,C010,26-35,Other,USA,High,Regular Buyer,2024-05-14,New,6.0,13.0,215254.4,0.08333333333333333,1291526.4
CUST00733,C005,18-25,Female,Germany,High,High Value,2024-08-22,Loyal,10.0,21.0,259659.95,0.08,2596599.5
CUST00734,C004,36-45,Male,USA,High,Regular Buyer,2025-11-20,Regular,7.0,14.0,110617.20000000001,0.1142857142857143,774320.4000000001
CUST00735,C002,56+,Male,South Korea,Medium,Premium Loyal,2024-12-22,Loyal,18.0,41.0,477004.4,0.1111111111111111,8586079.200000001
CUST00736,C008,36-45,Female,UK,Low,Frequent Buyer,2025-11-14,Regular,9.0,17.0,221804.6,0.1111111111111111,1996241.4000000001
CUST00737,C004,46-55,Female,USA,Low,Premium Loyal,2020-05-29,New,18.0,38.0,449338.0,0.1,8088084.0
CUST00738,C010,36-45,Female,India,Low,High Value,2020-12-22,Loyal,11.0,24.0,295720.9,0.09545454545454546,3252929.9000000004
CUST00739,C001,36-45,Other,Germany,High,Regular Buyer,2026-06-23,Regular,6.0,14.0,111995.9,0.06666666666666667,671975.3999999999
CUST00740,C005,56+,Female,South Korea,Low,Premium Loyal,2023-02-07,Regular,17.0,33.0,421459.15,0.11470588235294117,7164805.550000001
CUST00741,C003,18-25,Male,USA,Medium,High Value,2023-01-25,Loyal,14.0,26.0,223996.7,0.10714285714285714,3135953.8000000003
CUST00742,C009,36-45,Male,Canada,Medium,High Value,2023-07-28,New,10.0,24.0,172428.4,0.1,1724284.0
CUST00743,C005,56+,Female,India,Medium,High Value,2023-10-19,VIP,14.0,25.0,325542.95,0.14285714285714285,4557601.3
CUST00744,C001,46-55,Male,USA,Premium,Premium Loyal,2021-03-09,Regular,18.0,39.0,506742.6,0.125,9121366.799999999
CUST00745,C010,56+,Female,Canada,High,High Value,2024-12-31,New,11.0,25.0,293313.45,0.10454545454545455,3226447.95
CUST00746,C008,26-35,Male,South Korea,Low,Frequent Buyer,2026-05-14,Loyal,9.0,20.0,182843.35,0.1388888888888889,1645590.1500000001
CUST00747,C008,26-35,Male,UK,High,High Value,2025-04-11,VIP,14.0,31.0,254435.45,0.11785714285714287,3562096.3000000003
CUST00748,C003,36-45,Female,South Korea,Low,Frequent Buyer,2023-09-15,VIP,9.0,19.0,225544.2,0.1,2029897.8
CUST00749,C002,46-55,Female,UK,High,Premium Loyal,2023-12-10,Regular,15.0,27.0,381556.75,0.10666666666666667,5723351.25
CUST00750,C009,46-55,Other,USA,High,Premium Loyal,2021-02-25,New,18.0,31.0,362484.25,0.08888888888888889,6524716.5
CUST00751,C005,46-55,Female,Singapore,Medium,High Value,2025-12-22,Regular,14.0,30.0,357702.1,0.10357142857142856,5007829.399999999
CUST00752,C009,46-55,Female,USA,High,Regular Buyer,2021-10-13,VIP,4.0,9.0,110991.7,0.11249999999999999,443966.8
CUST00753,C007,36-45,Other,Germany,Medium,Regular Buyer,2026-05-12,VIP,6.0,8.0,55848.7,0.10833333333333334,335092.19999999995
CUST00754,C002,36-45,Other,USA,Premium,High Value,2025-03-11,Loyal,12.0,26.0,278802.2,0.04583333333333334,3345626.4000000004
CUST00755,C007,56+,Male,Singapore,High,Premium Loyal,2020-10-12,New,16.0,37.0,430763.15,0.09375,6892210.4
CUST00756,C002,26-35,Other,India,Medium,Premium Loyal,2022-06-10,VIP,18.0,32.0,398993.89999999997,0.08888888888888889,7181890.199999999
CUST00757,C009,46-55,Other,South Korea,Medium,High Value,2023-04-08,Loyal,12.0,31.0,409802.3,0.15,4917627.6
CUST00758,C005,36-45,Female,Japan,Low,Frequent Buyer,2026-05-24,New,8.0,16.0,139375.7,0.08125,1115005.6
CUST00759,C010,46-55,Male,Canada,Low,High Value,2025-09-21,New,13.0,27.0,350369.75,0.0923076923076923,4554806.75
CUST00760,C001,36-45,Male,Canada,Low,Premium Loyal,2026-04-12,VIP,17.0,31.0,309024.8,0.10588235294117647,5253421.6
CUST00761,C010,36-45,Other,Singapore,Premium,Frequent Buyer,2024-06-02,VIP,8.0,17.0,152874.5,0.1125,1222996.0
CUST00762,C009,26-35,Female,UK,Medium,Frequent Buyer,2022-05-15,VIP,9.0,18.0,215761.45,0.1277777777777778,1941853.05
CUST00763,C006,26-35,Female,UK,Medium,Premium Loyal,2024-09-04,New,15.0,31.0,399883.3,0.07666666666666667,5998249.5
CUST00764,C001,46-55,Other,Singapore,Medium,High Value,2021-08-12,Regular,11.0,25.0,273293.64999999997,0.10454545454545454,3006230.1499999994
CUST00765,C007,56+,Female,UK,Premium,High Value,2025-02-10,VIP,10.0,19.0,194634.55,0.13,1946345.5
CUST00766,C009,46-55,Female,Germany,Medium,Frequent Buyer,2025-01-17,New,9.0,20.0,224587.35,0.07777777777777778,2021286.1500000001
CUST00767,C010,26-35,Other,Canada,Premium,High Value,2025-08-02,Loyal,10.0,23.0,298602.45,0.045,2986024.5
CUST00768,C001,56+,Female,Japan,Low,Frequent Buyer,2020-06-04,VIP,8.0,18.0,148179.3,0.10625,1185434.4
CUST00769,C002,56+,Female,South Korea,Low,Premium Loyal,2021-08-04,New,15.0,29.0,329936.9,0.09333333333333334,4949053.5
CUST00770,C004,18-25,Other,Canada,Low,Frequent Buyer,2025-04-19,New,8.0,16.0,166513.05,0.07500000000000001,1332104.4
CUST00771,C008,56+,Female,Japan,Premium,High Value,2025-02-02,Loyal,11.0,24.0,238155.75,0.09090909090909091,2619713.25
CUST00772,C005,18-25,Other,Canada,High,Frequent Buyer,2021-11-17,VIP,8.0,17.0,153281.25,0.0875,1226250.0
CUST00773,C010,56+,Male,Canada,Low,Frequent Buyer,2021-11-23,VIP,9.0,18.0,228554.95,0.06666666666666667,2056994.55
CUST00774,C002,56+,Male,Canada,High,High Value,2021-06-03,Loyal,13.0,27.0,387556.6,0.0923076923076923,5038235.8
CUST00775,C005,18-25,Other,USA,Medium,Regular Buyer,2022-11-18,Regular,6.0,15.0,98895.15,0.06666666666666667,593370.8999999999
CUST00776,C008,26-35,Female,Germany,Premium,Regular Buyer,2024-02-23,New,6.0,8.0,127272.9,0.06666666666666667,763637.3999999999
CUST00777,C006,26-35,Other,UK,Premium,Frequent Buyer,2020-12-11,VIP,9.0,22.0,246221.59999999998,0.10555555555555556,2215994.4
CUST00778,C004,26-35,Male,Japan,Low,High Value,2024-12-07,New,12.0,25.0,287190.95,0.1375,3446291.4000000004
CUST00779,C001,46-55,Female,South Korea,High,High Value,2021-11-17,Regular,12.0,22.0,280054.1,0.13333333333333333,3360649.1999999997
CUST00780,C007,46-55,Female,UK,Premium,Frequent Buyer,2024-05-16,Loyal,9.0,14.0,209801.6,0.1111111111111111,1888214.4000000001
CUST00781,C008,36-45,Other,India,Low,Regular Buyer,2024-04-13,Loyal,5.0,12.0,96678.85,0.030000000000000006,483394.25
CUST00782,C007,36-45,Female,Canada,Low,High Value,2023-01-21,VIP,10.0,16.0,250715.8,0.075,2507158.0
CUST00783,C008,56+,Male,Japan,Medium,Regular Buyer,2022-09-17,New,5.0,9.0,93324.75,0.07,466623.75
CUST00784,C001,18-25,Female,USA,Low,High Value,2020-10-05,Loyal,14.0,27.0,379747.25,0.09285714285714286,5316461.5
CUST00785,C004,36-45,Male,India,Low,Frequent Buyer,2023-03-06,New,9.0,19.0,175151.1,0.08888888888888889,1576359.9000000001
CUST00786,C001,56+,Other,USA,Low,Regular Buyer,2022-06-07,Regular,6.0,11.0,103883.25,0.10000000000000002,623299.5
CUST00787,C007,26-35,Male,UK,High,Frequent Buyer,2026-05-07,VIP,9.0,20.0,260703.5,0.12777777777777777,2346331.5
CUST00788,C002,36-45,Female,Japan,High,Frequent Buyer,2025-01-31,New,9.0,15.0,261956.85,0.10555555555555556,2357611.65
CUST00789,C005,46-55,Female,Japan,Low,High Value,2020-09-12,Loyal,13.0,28.0,375490.95,0.09615384615384616,4881382.350000001
CUST00790,C003,18-25,Female,Germany,Premium,Regular Buyer,2024-12-09,VIP,7.0,15.0,121514.0,0.08571428571428573,850598.0
CUST00791,C002,56+,Female,Germany,Low,High Value,2021-08-12,Loyal,12.0,24.0,385432.8,0.06666666666666667,4625193.6
CUST00792,C002,18-25,Male,Canada,Premium,High Value,2020-05-22,VIP,11.0,19.0,254051.7,0.10909090909090909,2794568.7
CUST00793,C003,18-25,Other,Singapore,High,High Value,2020-01-04,Loyal,11.0,22.0,257471.80000000002,0.09545454545454546,2832189.8000000003
CUST00794,C007,18-25,Other,South Korea,Premium,Regular Buyer,2026-06-11,VIP,6.0,11.0,135087.25,0.11666666666666665,810523.5
CUST00795,C002,26-35,Male,Singapore,Premium,Regular Buyer,2026-01-21,Loyal,6.0,13.0,110045.5,0.10833333333333334,660273.0
CUST00796,C006,46-55,Male,USA,High,Frequent Buyer,2023-05-25,Loyal,9.0,19.0,297907.8,0.08333333333333333,2681170.1999999997
CUST00797,C002,36-45,Other,Germany,Medium,Frequent Buyer,2025-02-25,New,9.0,14.0,212935.65,0.15555555555555556,1916420.8499999999
CUST00798,C007,36-45,Other,Singapore,Low,High Value,2022-02-21,VIP,10.0,21.0,269903.3,0.09,2699033.0
CUST00799,C002,26-35,Male,India,Medium,High Value,2024-11-28,Regular,13.0,24.0,330114.25,0.10384615384615385,4291485.25
CUST00800,C008,18-25,Other,Canada,Premium,Regular Buyer,2024-05-11,VIP,5.0,14.0,117084.25,0.08,585421.25
CUST00801,C001,36-45,Male,Japan,Low,High Value,2020-05-31,New,10.0,18.0,304373.6,0.085,3043736.0
CUST00802,C004,46-55,Other,UK,Medium,Regular Buyer,2025-11-12,New,7.0,16.0,131149.8,0.12142857142857144,918048.5999999999
CUST00803,C003,18-25,Female,India,Medium,High Value,2025-06-25,New,11.0,22.0,259880.75,0.08636363636363636,2858688.25
CUST00804,C003,36-45,Male,South Korea,Medium,High Value,2020-07-23,New,13.0,29.0,204061.3,0.12307692307692308,2652796.9
CUST00805,C002,46-55,Other,Germany,Low,High Value,2021-04-12,VIP,11.0,21.0,297532.9,0.08636363636363636,3272861.9000000004
CUST00806,C006,36-45,Male,UK,High,Frequent Buyer,2024-07-04,New,9.0,11.0,217075.84999999998,0.07222222222222223,1953682.65
CUST00807,C010,36-45,Male,USA,High,Premium Loyal,2021-12-11,VIP,19.0,38.0,423906.25,0.09736842105263159,8054218.75
CUST00808,C003,56+,Male,South Korea,Medium,Regular Buyer,2024-02-24,New,6.0,14.0,109681.3,0.06666666666666667,658087.8
CUST00809,C003,56+,Female,UK,Low,Regular Buyer,2021-02-13,New,6.0,9.0,94567.2,0.125,567403.2
CUST00810,C001,26-35,Male,Canada,Premium,Frequent Buyer,2020-01-30,Regular,9.0,18.0,224325.25,0.1277777777777778,2018927.25
CUST00811,C004,36-45,Other,South Korea,Premium,High Value,2021-08-09,Regular,12.0,24.0,312800.6,0.12083333333333333,3753607.1999999997
CUST00812,C010,56+,Male,South Korea,Low,Regular Buyer,2020-06-03,Loyal,3.0,6.0,68307.0,0.11666666666666665,204921.0
CUST00813,C007,56+,Male,Germany,Low,Regular Buyer,2020-01-19,New,7.0,10.0,204004.55,0.1285714285714286,1428031.8499999999
CUST00814,C010,56+,Other,Germany,Premium,High Value,2024-01-22,Loyal,10.0,21.0,241592.15,0.09,2415921.5
CUST00815,C001,18-25,Male,South Korea,Premium,High Value,2022-03-04,Regular,12.0,23.0,198888.45,0.10833333333333334,2386661.4000000004
CUST00816,C001,36-45,Female,Germany,Premium,High Value,2020-08-09,Loyal,12.0,25.0,331172.3,0.1125,3974067.5999999996
CUST00817,C010,18-25,Male,India,Medium,Frequent Buyer,2025-01-30,New,9.0,16.0,220215.35,0.15000000000000002,1981938.1500000001
CUST00818,C008,18-25,Male,Germany,Premium,High Value,2025-10-10,Loyal,13.0,24.0,389066.25,0.08076923076923077,5057861.25
CUST00819,C007,36-45,Male,USA,High,Frequent Buyer,2022-03-25,New,9.0,18.0,197106.95,0.1111111111111111,1773962.55
CUST00820,C004,26-35,Female,Germany,Low,High Value,2024-08-16,VIP,11.0,25.0,229644.1,0.12272727272727274,2526085.1
CUST00821,C001,26-35,Male,South Korea,Medium,High Value,2024-11-20,Loyal,11.0,23.0,294525.85,0.11818181818181818,3239784.3499999996
CUST00822,C003,26-35,Other,Japan,High,Frequent Buyer,2025-02-17,Loyal,8.0,12.0,138413.1,0.09375,1107304.8
CUST00823,C003,56+,Male,Canada,Medium,Frequent Buyer,2020-05-11,VIP,9.0,12.0,234918.45,0.1111111111111111,2114266.0500000003
CUST00824,C008,26-35,Female,Germany,High,High Value,2024-09-09,Regular,12.0,25.0,381073.0,0.10833333333333334,4572876.0
CUST00825,C010,56+,Other,Germany,Low,High Value,2021-11-27,VIP,10.0,18.0,276211.1,0.11499999999999999,2762111.0
CUST00826,C004,46-55,Female,India,Premium,Premium Loyal,2025-04-23,Regular,16.0,28.0,296620.1,0.090625,4745921.6
CUST00827,C006,56+,Male,UK,Low,Frequent Buyer,2024-11-13,New,8.0,14.0,156196.5,0.1,1249572.0
CUST00828,C001,56+,Male,Singapore,Premium,High Value,2025-04-11,New,13.0,27.0,277093.75,0.13846153846153847,3602218.75
CUST00829,C008,26-35,Male,India,Premium,High Value,2025-07-21,Regular,10.0,20.0,295238.1,0.1,2952381.0
CUST00830,C006,26-35,Other,USA,Low,Frequent Buyer,2023-04-26,Loyal,8.0,14.0,224779.05,0.14375000000000002,1798232.4
CUST00831,C003,56+,Other,India,Premium,Regular Buyer,2025-02-24,Regular,5.0,9.0,135173.15,0.13,675865.75
CUST00832,C007,36-45,Other,South Korea,Low,Regular Buyer,2022-01-27,VIP,7.0,11.0,186561.0,0.09999999999999999,1305927.0
CUST00833,C006,18-25,Female,Singapore,High,Regular Buyer,2025-12-14,Regular,7.0,12.0,217212.1,0.08571428571428573,1520484.7
CUST00834,C002,18-25,Other,Japan,Low,High Value,2023-10-07,VIP,13.0,27.0,305690.1,0.09615384615384616,3973971.3
CUST00835,C006,56+,Male,Japan,High,Frequent Buyer,2025-03-21,New,8.0,20.0,219353.95,0.14375000000000002,1754831.6
CUST00836,C009,26-35,Female,Germany,Low,High Value,2022-04-18,Regular,12.0,29.0,271007.15,0.10416666666666667,3252085.8000000003
CUST00837,C004,36-45,Female,Singapore,High,High Value,2023-08-05,New,11.0,22.0,248973.75,0.10909090909090909,2738711.25
CUST00838,C006,46-55,Female,USA,Premium,High Value,2023-11-15,Loyal,11.0,20.0,312973.0,0.08181818181818182,3442703.0
CUST00839,C008,18-25,Male,South Korea,Low,Frequent Buyer,2024-02-16,VIP,9.0,16.0,193758.2,0.1,1743823.8
CUST00840,C003,18-25,Male,UK,High,High Value,2023-03-27,Regular,13.0,23.0,266480.75,0.10384615384615385,3464249.75
CUST00841,C008,26-35,Other,India,High,Regular Buyer,2021-09-08,Regular,4.0,7.0,70103.45,0.075,280413.8
CUST00842,C008,46-55,Female,India,High,Premium Loyal,2023-11-21,New,16.0,30.0,423183.95,0.1125,6770943.2
CUST00843,C001,56+,Other,Japan,Premium,Frequent Buyer,2022-08-09,Loyal,9.0,18.0,319642.35,0.12777777777777777,2876781.15
CUST00844,C006,56+,Other,South Korea,Premium,Frequent Buyer,2025-06-14,Regular,8.0,15.0,191880.7,0.1,1535045.6
CUST00845,C005,36-45,Male,South Korea,High,Regular Buyer,2021-12-04,New,7.0,17.0,235318.1,0.09999999999999999,1647226.7
