product_id,complaint_category,complaint_count,product_name,category,subcategory,demand_problem_score,demand_problem_category,product_pain_score
P0380,software,18,Fitness Band 380,Wearables,Fitness Band,63.8,High Demand + High Problem,45.0
P0012,quality,18,Fitness Band 12,Wearables,Fitness Band,63.02,High Demand + High Problem,45.0
P0463,performance,18,Air Purifier 463,Home Appliances,Air Purifier,62.98,Moderate,45.0
P0125,performance,18,Air Purifier 125,Home Appliances,Air Purifier,61.54,Moderate,45.0
P0358,quality,18,Bluetooth Speaker 358,Audio,Bluetooth Speaker,61.14,Moderate,45.0
P0285,performance,18,Smart Light 285,Home Appliances,Smart Light,60.79,Moderate,45.0
P0353,quality,18,Analog Watch 353,Watches,Analog Watch,60.67,Moderate,45.0
P0433,quality,18,Smart Fan 433,Home Appliances,Smart Fan,60.2,Moderate,45.0
P0487,performance,18,Air Purifier 487,Home Appliances,Air Purifier,59.72,Moderate,45.0
P0270,quality,18,Smart Watch 270,Watches,Smart Watch,59.26,Moderate,45.0
P0227,quality,18,Smart Ring 227,Wearables,Smart Ring,59.09,Moderate,45.0
P0122,quality,18,Smart Fan 122,Home Appliances,Smart Fan,58.33,Moderate,45.0
P0122,software,18,Smart Fan 122,Home Appliances,Smart Fan,58.33,Moderate,45.0
P0302,quality,18,Bluetooth Speaker 302,Audio,Bluetooth Speaker,58.13,Moderate,45.0
P0465,battery,18,Fitness Band 465,Wearables,Fitness Band,57.58,Moderate,45.0
P0287,performance,18,Analog Watch 287,Watches,Analog Watch,56.02,Moderate,45.0
P0456,performance,18,Bluetooth Speaker 456,Audio,Bluetooth Speaker,55.64,Moderate,45.0
P0238,battery,18,Air Purifier 238,Home Appliances,Air Purifier,54.77,Moderate,45.0
P0424,performance,18,Smart Ring 424,Wearables,Smart Ring,53.26,Moderate,45.0
P0351,quality,18,Tablet 351,Mobile,Tablet,52.67,Moderate,45.0
P0128,quality,18,Smart Light 128,Home Appliances,Smart Light,52.5,Moderate,45.0
P0083,performance,18,Air Purifier 83,Home Appliances,Air Purifier,52.12,Low Demand + High Problem,45.0
P0425,battery,18,Fitness Watch 425,Watches,Fitness Watch,51.64,Moderate,45.0
P0425,quality,18,Fitness Watch 425,Watches,Fitness Watch,51.64,Moderate,45.0
P0278,performance,18,Tablet 278,Mobile,Tablet,51.56,Moderate,45.0
P0065,performance,18,Smart Ring 65,Wearables,Smart Ring,51.44,Moderate,45.0
P0169,battery,18,Analog Watch 169,Watches,Analog Watch,50.87,Moderate,45.0
P0195,battery,18,Fitness Band 195,Wearables,Fitness Band,50.32,Moderate,45.0
P0134,quality,18,Smartphone 134,Mobile,Smartphone,50.27,Low Demand + High Problem,45.0
P0303,comfort,18,Fitness Watch 303,Watches,Fitness Watch,50.15,Moderate,45.0
P0447,quality,18,Smartphone 447,Mobile,Smartphone,50.12,Low Demand + High Problem,45.0
P0446,quality,18,Tablet 446,Mobile,Tablet,49.88,Moderate,45.0
P0060,quality,18,Smartphone 60,Mobile,Smartphone,49.75,Moderate,45.0
P0320,performance,18,Smart Ring 320,Wearables,Smart Ring,49.19,Low Demand + High Problem,45.0
P0357,performance,18,Tablet 357,Mobile,Tablet,49.0,Moderate,45.0
P0087,performance,18,Tablet 87,Mobile,Tablet,48.74,Low Demand + High Problem,45.0
P0215,quality,18,Smart Light 215,Home Appliances,Smart Light,48.63,Moderate,45.0
P0367,quality,18,Smart Fan 367,Home Appliances,Smart Fan,48.31,Moderate,45.0
P0022,quality,18,Analog Watch 22,Watches,Analog Watch,47.84,Low Demand + High Problem,45.0
P0176,quality,18,Smart Light 176,Home Appliances,Smart Light,47.62,Low Demand + High Problem,45.0
P0038,performance,18,Tablet 38,Mobile,Tablet,47.36,Low Demand + High Problem,45.0
P0204,quality,18,Wireless Earbuds 204,Audio,Wireless Earbuds,47.09,Moderate,45.0
P0067,performance,18,Smart Fan 67,Home Appliances,Smart Fan,47.01,Low Demand + High Problem,45.0
P0379,performance,18,Bluetooth Speaker 379,Audio,Bluetooth Speaker,46.26,Low Demand + High Problem,45.0
P0309,performance,18,Fitness Band 309,Wearables,Fitness Band,46.05,Low Demand + High Problem,45.0
P0459,performance,18,Smart Watch 459,Watches,Smart Watch,45.57,Low Demand + High Problem,45.0
P0070,performance,18,Smart Watch 70,Watches,Smart Watch,45.56,Low Demand + High Problem,45.0
P0350,performance,18,Analog Watch 350,Watches,Analog Watch,44.92,Low Demand + High Problem,45.0
P0333,price,18,Smart Light 333,Home Appliances,Smart Light,44.55,Low Demand + High Problem,45.0
P0457,battery,18,Air Purifier 457,Home Appliances,Air Purifier,43.58,Low Demand + High Problem,45.0
P0343,performance,18,Tablet 343,Mobile,Tablet,43.06,Low Demand + High Problem,45.0
P0399,battery,18,Analog Watch 399,Watches,Analog Watch,42.05,Moderate,45.0
P0231,quality,18,Smartphone 231,Mobile,Smartphone,41.99,Moderate,45.0
P0157,quality,18,Smartphone 157,Mobile,Smartphone,41.97,Low Demand + High Problem,45.0
P0190,battery,18,Smart Light 190,Home Appliances,Smart Light,41.53,Low Demand + High Problem,45.0
P0019,delivery,18,Fitness Watch 19,Watches,Fitness Watch,41.05,Low Demand + High Problem,45.0
P0019,quality,18,Fitness Watch 19,Watches,Fitness Watch,41.05,Low Demand + High Problem,45.0
P0034,quality,18,Bluetooth Speaker 34,Audio,Bluetooth Speaker,40.56,Moderate,45.0
P0461,quality,18,Headphones 461,Audio,Headphones,40.5,Low Demand + High Problem,45.0
P0277,quality,18,Smartphone 277,Mobile,Smartphone,39.7,Low Demand + High Problem,45.0
P0251,battery,18,Fitness Band 251,Wearables,Fitness Band,39.32,Moderate,45.0
P0167,performance,18,Fitness Watch 167,Watches,Fitness Watch,38.98,Moderate,45.0
P0426,quality,18,Headphones 426,Audio,Headphones,38.77,Moderate,45.0
P0018,performance,18,Smart Ring 18,Wearables,Smart Ring,38.46,Low Demand + High Problem,45.0
P0324,performance,18,Air Purifier 324,Home Appliances,Air Purifier,38.41,Low Demand + High Problem,45.0
P0381,quality,18,Bluetooth Speaker 381,Audio,Bluetooth Speaker,38.34,Low Demand + High Problem,45.0
P0403,battery,18,Smart Watch 403,Watches,Smart Watch,38.02,Low Demand + High Problem,45.0
P0037,performance,18,Analog Watch 37,Watches,Analog Watch,37.3,Low Demand + High Problem,45.0
P0126,quality,18,Tablet 126,Mobile,Tablet,37.28,Low Demand + High Problem,45.0
P0187,quality,18,Bluetooth Speaker 187,Audio,Bluetooth Speaker,36.59,Low Demand + High Problem,45.0
P0322,quality,18,Smart Watch 322,Watches,Smart Watch,36.05,Low Demand + High Problem,45.0
P0054,battery,18,Wireless Earbuds 54,Audio,Wireless Earbuds,35.48,Low Demand + High Problem,45.0
P0436,performance,18,Wireless Earbuds 436,Audio,Wireless Earbuds,35.27,Low Demand + High Problem,45.0
P0355,performance,18,Analog Watch 355,Watches,Analog Watch,35.17,Moderate,45.0
P0129,performance,18,Air Purifier 129,Home Appliances,Air Purifier,35.02,Moderate,45.0
P0046,performance,18,Bluetooth Speaker 46,Audio,Bluetooth Speaker,34.94,Low Demand + High Problem,45.0
P0472,comfort,18,Smartphone 472,Mobile,Smartphone,34.7,Moderate,45.0
P0390,performance,18,Smart Light 390,Home Appliances,Smart Light,34.44,Low Demand + High Problem,45.0
P0027,battery,18,Smart Ring 27,Wearables,Smart Ring,34.28,Low Demand + High Problem,45.0
P0290,price,18,Fitness Band 290,Wearables,Fitness Band,33.81,Low Demand + High Problem,45.0
P0480,quality,18,Headphones 480,Audio,Headphones,32.56,Low Demand + High Problem,45.0
P0449,performance,18,Bluetooth Speaker 449,Audio,Bluetooth Speaker,32.35,Moderate,45.0
P0338,delivery,17,Wireless Earbuds 338,Audio,Wireless Earbuds,77.17,High Demand + High Problem,42.5
P0273,quality,17,Smart Ring 273,Wearables,Smart Ring,76.86,High Demand + High Problem,42.5
P0242,battery,17,Smart Light 242,Home Appliances,Smart Light,76.46,High Demand + High Problem,42.5
P0047,quality,17,Smart Fan 47,Home Appliances,Smart Fan,76.37,High Demand + High Problem,42.5
P0256,quality,17,Smartphone 256,Mobile,Smartphone,76.08,High Demand + High Problem,42.5
P0105,performance,17,Fitness Watch 105,Watches,Fitness Watch,74.12,High Demand + High Problem,42.5
P0413,quality,17,Smart Watch 413,Watches,Smart Watch,73.99,Moderate,42.5
P0466,performance,17,Smart Fan 466,Home Appliances,Smart Fan,73.63,High Demand + High Problem,42.5
P0466,quality,17,Smart Fan 466,Home Appliances,Smart Fan,73.63,High Demand + High Problem,42.5
P0069,quality,17,Headphones 69,Audio,Headphones,72.94,High Demand + High Problem,42.5
P0283,quality,17,Headphones 283,Audio,Headphones,72.42,High Demand + High Problem,42.5
P0471,performance,17,Bluetooth Speaker 471,Audio,Bluetooth Speaker,72.23,High Demand + High Problem,42.5
P0471,quality,17,Bluetooth Speaker 471,Audio,Bluetooth Speaker,72.23,High Demand + High Problem,42.5
P0229,battery,17,Smart Light 229,Home Appliances,Smart Light,71.88,Moderate,42.5
P0124,performance,17,Smart Ring 124,Wearables,Smart Ring,71.44,High Demand + High Problem,42.5
P0110,delivery,17,Smart Ring 110,Wearables,Smart Ring,70.92,High Demand + High Problem,42.5
P0149,performance,17,Fitness Watch 149,Watches,Fitness Watch,70.89,High Demand + High Problem,42.5
P0304,quality,17,Bluetooth Speaker 304,Audio,Bluetooth Speaker,70.79,High Demand + High Problem,42.5
P0281,price,17,Smart Ring 281,Wearables,Smart Ring,70.25,High Demand + High Problem,42.5
P0007,battery,17,Tablet 7,Mobile,Tablet,69.88,Moderate,42.5
P0331,quality,17,Smart Ring 331,Wearables,Smart Ring,68.58,High Demand + High Problem,42.5
P0161,quality,17,Smartphone 161,Mobile,Smartphone,67.95,High Demand + High Problem,42.5
P0334,battery,17,Fitness Band 334,Wearables,Fitness Band,66.7,High Demand + High Problem,42.5
P0014,battery,17,Fitness Band 14,Wearables,Fitness Band,66.23,High Demand + High Problem,42.5
P0365,performance,17,Smart Ring 365,Wearables,Smart Ring,65.13,High Demand + High Problem,42.5
P0183,performance,17,Wireless Earbuds 183,Audio,Wireless Earbuds,63.35,Moderate,42.5
P0268,quality,17,Fitness Band 268,Wearables,Fitness Band,63.34,Moderate,42.5
P0373,quality,17,Smartphone 373,Mobile,Smartphone,63.2,High Demand + High Problem,42.5
P0232,battery,17,Smart Ring 232,Wearables,Smart Ring,62.71,Moderate,42.5
P0220,quality,17,Smart Ring 220,Wearables,Smart Ring,61.32,High Demand + High Problem,42.5
P0358,performance,17,Bluetooth Speaker 358,Audio,Bluetooth Speaker,61.14,Moderate,42.5
P0486,battery,17,Tablet 486,Mobile,Tablet,60.85,Moderate,42.5
P0061,performance,17,Wireless Earbuds 61,Audio,Wireless Earbuds,60.52,Moderate,42.5
P0059,performance,17,Air Purifier 59,Home Appliances,Air Purifier,59.83,Moderate,42.5
P0407,quality,17,Fitness Band 407,Wearables,Fitness Band,59.66,Moderate,42.5
P0427,quality,17,Analog Watch 427,Watches,Analog Watch,59.06,Moderate,42.5
P0294,performance,17,Smart Ring 294,Wearables,Smart Ring,58.98,Moderate,42.5
P0233,delivery,17,Air Purifier 233,Home Appliances,Air Purifier,58.79,Moderate,42.5
P0233,quality,17,Air Purifier 233,Home Appliances,Air Purifier,58.79,Moderate,42.5
P0092,delivery,17,Fitness Band 92,Wearables,Fitness Band,58.71,Moderate,42.5
P0092,quality,17,Fitness Band 92,Wearables,Fitness Band,58.71,Moderate,42.5
P0462,quality,17,Smart Ring 462,Wearables,Smart Ring,58.28,Moderate,42.5
P0302,performance,17,Bluetooth Speaker 302,Audio,Bluetooth Speaker,58.13,Moderate,42.5
P0200,software,17,Bluetooth Speaker 200,Audio,Bluetooth Speaker,57.33,Moderate,42.5
P0323,performance,17,Smart Watch 323,Watches,Smart Watch,56.94,Moderate,42.5
P0245,performance,17,Smart Ring 245,Wearables,Smart Ring,56.8,Moderate,42.5
P0006,battery,17,Headphones 6,Audio,Headphones,56.59,Moderate,42.5
P0267,quality,17,Smartphone 267,Mobile,Smartphone,56.54,Moderate,42.5
P0481,price,17,Bluetooth Speaker 481,Audio,Bluetooth Speaker,56.46,Moderate,42.5
P0481,quality,17,Bluetooth Speaker 481,Audio,Bluetooth Speaker,56.46,Moderate,42.5
P0166,comfort,17,Smart Ring 166,Wearables,Smart Ring,56.03,Moderate,42.5
P0442,performance,17,Smartphone 442,Mobile,Smartphone,55.81,Moderate,42.5
P0442,quality,17,Smartphone 442,Mobile,Smartphone,55.81,Moderate,42.5
P0021,performance,17,Wireless Earbuds 21,Audio,Wireless Earbuds,54.7,Moderate,42.5
P0494,quality,17,Fitness Watch 494,Watches,Fitness Watch,54.27,Moderate,42.5
P0452,performance,17,Bluetooth Speaker 452,Audio,Bluetooth Speaker,54.22,Moderate,42.5
P0252,quality,17,Smartphone 252,Mobile,Smartphone,54.1,Moderate,42.5
P0128,delivery,17,Smart Light 128,Home Appliances,Smart Light,52.5,Moderate,42.5
P0128,performance,17,Smart Light 128,Home Appliances,Smart Light,52.5,Moderate,42.5
P0065,quality,17,Smart Ring 65,Wearables,Smart Ring,51.44,Moderate,42.5
P0453,performance,17,Smartphone 453,Mobile,Smartphone,51.37,Low Demand + High Problem,42.5
P0042,quality,17,Smart Watch 42,Watches,Smart Watch,50.48,Low Demand + High Problem,42.5
P0035,performance,17,Smartphone 35,Mobile,Smartphone,49.93,Low Demand + High Problem,42.5
P0348,performance,17,Analog Watch 348,Watches,Analog Watch,48.9,Low Demand + High Problem,42.5
P0305,performance,17,Fitness Band 305,Wearables,Fitness Band,48.85,Low Demand + High Problem,42.5
P0148,quality,17,Analog Watch 148,Watches,Analog Watch,48.76,Low Demand + High Problem,42.5
P0213,software,17,Wireless Earbuds 213,Audio,Wireless Earbuds,48.11,Low Demand + High Problem,42.5
P0079,performance,17,Smartphone 79,Mobile,Smartphone,47.1,Low Demand + High Problem,42.5
P0204,battery,17,Wireless Earbuds 204,Audio,Wireless Earbuds,47.09,Moderate,42.5
P0395,comfort,17,Analog Watch 395,Watches,Analog Watch,46.98,Low Demand + High Problem,42.5
P0395,quality,17,Analog Watch 395,Watches,Analog Watch,46.98,Low Demand + High Problem,42.5
P0275,performance,17,Tablet 275,Mobile,Tablet,46.77,Low Demand + High Problem,42.5
P0408,performance,17,Smartphone 408,Mobile,Smartphone,46.53,Low Demand + High Problem,42.5
P0401,battery,17,Headphones 401,Audio,Headphones,46.12,Low Demand + High Problem,42.5
P0401,performance,17,Headphones 401,Audio,Headphones,46.12,Low Demand + High Problem,42.5
P0401,quality,17,Headphones 401,Audio,Headphones,46.12,Low Demand + High Problem,42.5
P0175,quality,17,Fitness Band 175,Wearables,Fitness Band,45.82,Low Demand + High Problem,42.5
P0015,quality,17,Smart Ring 15,Wearables,Smart Ring,45.62,Moderate,42.5
P0241,performance,17,Wireless Earbuds 241,Audio,Wireless Earbuds,43.72,Low Demand + High Problem,42.5
P0158,quality,17,Smartphone 158,Mobile,Smartphone,42.65,Low Demand + High Problem,42.5
P0274,performance,17,Smart Watch 274,Watches,Smart Watch,41.62,Low Demand + High Problem,42.5
P0019,performance,17,Fitness Watch 19,Watches,Fitness Watch,41.05,Low Demand + High Problem,42.5
P0101,performance,17,Bluetooth Speaker 101,Audio,Bluetooth Speaker,40.33,Low Demand + High Problem,42.5
P0444,battery,17,Fitness Band 444,Wearables,Fitness Band,40.24,Moderate,42.5
P0185,software,17,Smart Ring 185,Wearables,Smart Ring,39.75,Low Demand + High Problem,42.5
P0024,quality,17,Fitness Band 24,Wearables,Fitness Band,39.68,Low Demand + High Problem,42.5
P0246,performance,17,Fitness Watch 246,Watches,Fitness Watch,39.51,Low Demand + High Problem,42.5
P0251,comfort,17,Fitness Band 251,Wearables,Fitness Band,39.32,Moderate,42.5
P0313,quality,17,Smart Watch 313,Watches,Smart Watch,37.79,Low Demand + High Problem,42.5
P0210,quality,17,Tablet 210,Mobile,Tablet,37.01,Low Demand + High Problem,42.5
P0112,performance,17,Smart Light 112,Home Appliances,Smart Light,36.83,Low Demand + High Problem,42.5
P0396,quality,17,Fitness Watch 396,Watches,Fitness Watch,36.72,Low Demand + High Problem,42.5
P0137,quality,17,Analog Watch 137,Watches,Analog Watch,35.85,Low Demand + High Problem,42.5
P0249,battery,17,Smart Light 249,Home Appliances,Smart Light,35.46,Moderate,42.5
P0249,performance,17,Smart Light 249,Home Appliances,Smart Light,35.46,Moderate,42.5
P0074,delivery,17,Smart Watch 74,Watches,Smart Watch,35.16,Low Demand + High Problem,42.5
P0441,performance,17,Smartphone 441,Mobile,Smartphone,34.8,Low Demand + High Problem,42.5
P0472,battery,17,Smartphone 472,Mobile,Smartphone,34.7,Moderate,42.5
P0031,performance,17,Fitness Band 31,Wearables,Fitness Band,34.34,Moderate,42.5
P0027,delivery,17,Smart Ring 27,Wearables,Smart Ring,34.28,Low Demand + High Problem,42.5
P0378,battery,17,Tablet 378,Mobile,Tablet,33.68,Low Demand + High Problem,42.5
P0178,battery,17,Fitness Watch 178,Watches,Fitness Watch,32.69,Moderate,42.5
P0011,quality,17,Smartphone 11,Mobile,Smartphone,32.06,Moderate,42.5
P0010,delivery,16,Smart Light 10,Home Appliances,Smart Light,78.49,High Demand + High Problem,40.0
P0338,price,16,Wireless Earbuds 338,Audio,Wireless Earbuds,77.17,High Demand + High Problem,40.0
P0339,delivery,16,Wireless Earbuds 339,Audio,Wireless Earbuds,75.81,High Demand + High Problem,40.0
P0094,software,16,Smart Ring 94,Wearables,Smart Ring,75.53,High Demand + High Problem,40.0
P0400,battery,16,Analog Watch 400,Watches,Analog Watch,73.08,High Demand + High Problem,40.0
P0491,performance,16,Tablet 491,Mobile,Tablet,72.73,High Demand + High Problem,40.0
P0280,battery,16,Smartphone 280,Mobile,Smartphone,72.14,High Demand + High Problem,40.0
P0280,software,16,Smartphone 280,Mobile,Smartphone,72.14,High Demand + High Problem,40.0
P0001,performance,16,Smart Watch 1,Watches,Smart Watch,72.08,Moderate,40.0
P0001,quality,16,Smart Watch 1,Watches,Smart Watch,72.08,Moderate,40.0
P0062,performance,16,Tablet 62,Mobile,Tablet,71.93,Moderate,40.0
P0062,quality,16,Tablet 62,Mobile,Tablet,71.93,Moderate,40.0
P0150,quality,16,Tablet 150,Mobile,Tablet,71.05,High Demand + High Problem,40.0
P0009,performance,16,Wireless Earbuds 9,Audio,Wireless Earbuds,69.97,High Demand + High Problem,40.0
P0153,quality,16,Fitness Band 153,Wearables,Fitness Band,69.77,Moderate,40.0
P0342,performance,16,Smartphone 342,Mobile,Smartphone,69.43,Moderate,40.0
P0342,quality,16,Smartphone 342,Mobile,Smartphone,69.43,Moderate,40.0
P0331,software,16,Smart Ring 331,Wearables,Smart Ring,68.58,High Demand + High Problem,40.0
P0115,price,16,Air Purifier 115,Home Appliances,Air Purifier,68.23,High Demand + High Problem,40.0
P0111,performance,16,Smartphone 111,Mobile,Smartphone,67.48,High Demand + High Problem,40.0
P0334,software,16,Fitness Band 334,Wearables,Fitness Band,66.7,High Demand + High Problem,40.0
P0477,quality,16,Fitness Watch 477,Watches,Fitness Watch,66.47,High Demand + High Problem,40.0
P0156,performance,16,Wireless Earbuds 156,Audio,Wireless Earbuds,66.39,High Demand + High Problem,40.0
P0117,quality,16,Smartphone 117,Mobile,Smartphone,66.12,High Demand + High Problem,40.0
P0258,price,16,Smart Watch 258,Watches,Smart Watch,65.83,High Demand + High Problem,40.0
P0127,performance,16,Smartphone 127,Mobile,Smartphone,65.78,High Demand + High Problem,40.0
P0186,quality,16,Smart Ring 186,Wearables,Smart Ring,65.58,High Demand + High Problem,40.0
P0318,quality,16,Bluetooth Speaker 318,Audio,Bluetooth Speaker,63.38,Moderate,40.0
P0268,performance,16,Fitness Band 268,Wearables,Fitness Band,63.34,Moderate,40.0
P0012,performance,16,Fitness Band 12,Wearables,Fitness Band,63.02,High Demand + High Problem,40.0
P0211,quality,16,Air Purifier 211,Home Appliances,Air Purifier,62.77,Moderate,40.0
P0261,comfort,16,Analog Watch 261,Watches,Analog Watch,62.76,Moderate,40.0
P0261,performance,16,Analog Watch 261,Watches,Analog Watch,62.76,Moderate,40.0
P0232,quality,16,Smart Ring 232,Wearables,Smart Ring,62.71,Moderate,40.0
P0170,comfort,16,Tablet 170,Mobile,Tablet,62.48,Moderate,40.0
P0078,performance,16,Smart Ring 78,Wearables,Smart Ring,62.24,Moderate,40.0
P0056,comfort,16,Analog Watch 56,Watches,Analog Watch,61.72,Moderate,40.0
P0487,price,16,Air Purifier 487,Home Appliances,Air Purifier,59.72,Moderate,40.0
P0088,performance,16,Air Purifier 88,Home Appliances,Air Purifier,59.64,Moderate,40.0
P0233,price,16,Air Purifier 233,Home Appliances,Air Purifier,58.79,Moderate,40.0
P0359,performance,16,Smart Light 359,Home Appliances,Smart Light,58.66,Moderate,40.0
P0218,performance,16,Tablet 218,Mobile,Tablet,58.21,Moderate,40.0
P0017,delivery,16,Bluetooth Speaker 17,Audio,Bluetooth Speaker,58.19,Moderate,40.0
P0276,performance,16,Fitness Watch 276,Watches,Fitness Watch,57.88,Moderate,40.0
P0465,performance,16,Fitness Band 465,Wearables,Fitness Band,57.58,Moderate,40.0
P0493,comfort,16,Air Purifier 493,Home Appliances,Air Purifier,57.45,Moderate,40.0
P0102,comfort,16,Smart Light 102,Home Appliances,Smart Light,57.37,Moderate,40.0
P0464,comfort,16,Smart Light 464,Home Appliances,Smart Light,57.22,Moderate,40.0
P0174,performance,16,Tablet 174,Mobile,Tablet,56.89,Moderate,40.0
P0006,software,16,Headphones 6,Audio,Headphones,56.59,Moderate,40.0
P0172,comfort,16,Air Purifier 172,Home Appliances,Air Purifier,56.26,Moderate,40.0
P0040,quality,16,Analog Watch 40,Watches,Analog Watch,55.87,Moderate,40.0
P0369,software,16,Air Purifier 369,Home Appliances,Air Purifier,55.73,Moderate,40.0
P0173,quality,16,Smartphone 173,Mobile,Smartphone,55.5,Moderate,40.0
P0253,delivery,16,Bluetooth Speaker 253,Audio,Bluetooth Speaker,55.11,Moderate,40.0
P0238,quality,16,Air Purifier 238,Home Appliances,Air Purifier,54.77,Moderate,40.0
P0036,performance,16,Smart Watch 36,Watches,Smart Watch,54.59,Moderate,40.0
P0494,performance,16,Fitness Watch 494,Watches,Fitness Watch,54.27,Moderate,40.0
P0321,delivery,16,Smart Ring 321,Wearables,Smart Ring,54.26,Moderate,40.0
P0321,performance,16,Smart Ring 321,Wearables,Smart Ring,54.26,Moderate,40.0
P0452,quality,16,Bluetooth Speaker 452,Audio,Bluetooth Speaker,54.22,Moderate,40.0
P0119,delivery,16,Wireless Earbuds 119,Audio,Wireless Earbuds,53.42,Moderate,40.0
P0053,price,16,Tablet 53,Mobile,Tablet,53.0,Moderate,40.0
P0279,comfort,16,Tablet 279,Mobile,Tablet,52.96,Low Demand + High Problem,40.0
P0044,performance,16,Fitness Band 44,Wearables,Fitness Band,52.63,Moderate,40.0
P0128,price,16,Smart Light 128,Home Appliances,Smart Light,52.5,Moderate,40.0
P0189,quality,16,Smartphone 189,Mobile,Smartphone,52.29,Moderate,40.0
P0083,price,16,Air Purifier 83,Home Appliances,Air Purifier,52.12,Low Demand + High Problem,40.0
P0412,performance,16,Air Purifier 412,Home Appliances,Air Purifier,51.55,Moderate,40.0
P0412,price,16,Air Purifier 412,Home Appliances,Air Purifier,51.55,Moderate,40.0
P0296,performance,16,Headphones 296,Audio,Headphones,51.28,Low Demand + High Problem,40.0
P0447,software,16,Smartphone 447,Mobile,Smartphone,50.12,Low Demand + High Problem,40.0
P0106,software,16,Bluetooth Speaker 106,Audio,Bluetooth Speaker,50.07,Low Demand + High Problem,40.0
P0348,delivery,16,Analog Watch 348,Watches,Analog Watch,48.9,Low Demand + High Problem,40.0
P0087,delivery,16,Tablet 87,Mobile,Tablet,48.74,Low Demand + High Problem,40.0
P0087,software,16,Tablet 87,Mobile,Tablet,48.74,Low Demand + High Problem,40.0
P0168,quality,16,Smart Ring 168,Wearables,Smart Ring,48.47,Low Demand + High Problem,40.0
P0213,performance,16,Wireless Earbuds 213,Audio,Wireless Earbuds,48.11,Low Demand + High Problem,40.0
P0495,price,16,Tablet 495,Mobile,Tablet,48.06,Low Demand + High Problem,40.0
P0207,performance,16,Wireless Earbuds 207,Audio,Wireless Earbuds,47.93,Low Demand + High Problem,40.0
P0145,price,16,Fitness Band 145,Wearables,Fitness Band,47.62,Low Demand + High Problem,40.0
P0079,price,16,Smartphone 79,Mobile,Smartphone,47.1,Low Demand + High Problem,40.0
P0408,price,16,Smartphone 408,Mobile,Smartphone,46.53,Low Demand + High Problem,40.0
P0401,comfort,16,Headphones 401,Audio,Headphones,46.12,Low Demand + High Problem,40.0
P0309,software,16,Fitness Band 309,Wearables,Fitness Band,46.05,Low Demand + High Problem,40.0
P0175,performance,16,Fitness Band 175,Wearables,Fitness Band,45.82,Low Demand + High Problem,40.0
P0097,delivery,16,Fitness Watch 97,Watches,Fitness Watch,45.42,Low Demand + High Problem,40.0
P0292,comfort,16,Smart Fan 292,Home Appliances,Smart Fan,45.15,Low Demand + High Problem,40.0
P0335,delivery,16,Headphones 335,Audio,Headphones,44.81,Low Demand + High Problem,40.0
P0429,performance,16,Smart Ring 429,Wearables,Smart Ring,44.48,Low Demand + High Problem,40.0
P0143,quality,16,Headphones 143,Audio,Headphones,43.94,Moderate,40.0
P0201,software,16,Fitness Band 201,Wearables,Fitness Band,43.73,Low Demand + High Problem,40.0
P0259,quality,16,Smart Fan 259,Home Appliances,Smart Fan,42.44,Moderate,40.0
P0066,delivery,16,Smart Fan 66,Home Appliances,Smart Fan,42.32,Low Demand + High Problem,40.0
P0231,performance,16,Smartphone 231,Mobile,Smartphone,41.99,Moderate,40.0
P0181,delivery,16,Smart Light 181,Home Appliances,Smart Light,41.26,Low Demand + High Problem,40.0
P0019,comfort,16,Fitness Watch 19,Watches,Fitness Watch,41.05,Low Demand + High Problem,40.0
P0260,performance,16,Headphones 260,Audio,Headphones,40.65,Low Demand + High Problem,40.0
P0090,delivery,16,Smartphone 90,Mobile,Smartphone,40.21,Low Demand + High Problem,40.0
P0184,performance,16,Smart Ring 184,Wearables,Smart Ring,39.8,Low Demand + High Problem,40.0
P0421,performance,16,Air Purifier 421,Home Appliances,Air Purifier,39.7,Low Demand + High Problem,40.0
P0421,price,16,Air Purifier 421,Home Appliances,Air Purifier,39.7,Low Demand + High Problem,40.0
P0361,delivery,16,Air Purifier 361,Home Appliances,Air Purifier,39.63,Low Demand + High Problem,40.0
P0361,performance,16,Air Purifier 361,Home Appliances,Air Purifier,39.63,Low Demand + High Problem,40.0
P0251,price,16,Fitness Band 251,Wearables,Fitness Band,39.32,Moderate,40.0
P0387,quality,16,Fitness Band 387,Wearables,Fitness Band,39.05,Low Demand + High Problem,40.0
P0018,price,16,Smart Ring 18,Wearables,Smart Ring,38.46,Low Demand + High Problem,40.0
P0144,performance,16,Smart Fan 144,Home Appliances,Smart Fan,38.23,Low Demand + High Problem,40.0
P0423,battery,16,Air Purifier 423,Home Appliances,Air Purifier,37.2,Moderate,40.0
P0423,quality,16,Air Purifier 423,Home Appliances,Air Purifier,37.2,Moderate,40.0
P0448,performance,16,Smart Fan 448,Home Appliances,Smart Fan,36.02,Low Demand + High Problem,40.0
P0299,quality,16,Smart Ring 299,Wearables,Smart Ring,35.47,Moderate,40.0
P0002,performance,16,Smart Watch 2,Watches,Smart Watch,35.34,Low Demand + High Problem,40.0
P0364,performance,16,Bluetooth Speaker 364,Audio,Bluetooth Speaker,35.3,Low Demand + High Problem,40.0
P0352,quality,16,Smart Ring 352,Wearables,Smart Ring,35.1,Moderate,40.0
P0046,comfort,16,Bluetooth Speaker 46,Audio,Bluetooth Speaker,34.94,Low Demand + High Problem,40.0
