product_id,product_name,category,complaint_category,complaint_count,problem_percentage
P0380,Fitness Band 380,Wearables,software,18,17.475728155339805
P0157,Smartphone 157,Mobile,quality,18,17.82178217821782
P0440,Fitness Band 440,Wearables,performance,18,18.181818181818183
P0440,Fitness Band 440,Wearables,quality,18,18.181818181818183
P0238,Air Purifier 238,Home Appliances,battery,18,22.5
P0290,Fitness Band 290,Wearables,price,18,18.556701030927837
P0231,Smartphone 231,Mobile,quality,18,22.22222222222222
P0303,Fitness Watch 303,Watches,comfort,18,18.367346938775512
P0302,Bluetooth Speaker 302,Audio,quality,18,17.82178217821782
P0380,Fitness Band 380,Wearables,quality,18,17.475728155339805
P0379,Bluetooth Speaker 379,Audio,performance,18,18.556701030927837
P0380,Fitness Band 380,Wearables,performance,18,17.475728155339805
P0128,Smart Light 128,Home Appliances,quality,18,16.9811320754717
P0099,Bluetooth Speaker 99,Audio,battery,18,16.666666666666664
P0248,Headphones 248,Audio,performance,18,20.224719101123593
P0123,Smart Watch 123,Watches,performance,18,16.216216216216218
P0309,Fitness Band 309,Wearables,performance,18,16.363636363636363
P0367,Smart Fan 367,Home Appliances,quality,18,18.0
P0032,Smartphone 32,Mobile,quality,18,16.666666666666664
P0436,Wireless Earbuds 436,Audio,performance,18,17.475728155339805
P0122,Smart Fan 122,Home Appliances,quality,18,18.0
P0122,Smart Fan 122,Home Appliances,software,18,18.0
P0449,Bluetooth Speaker 449,Audio,performance,18,20.930232558139537
P0388,Smart Fan 388,Home Appliances,performance,18,18.556701030927837
P0052,Bluetooth Speaker 52,Audio,quality,18,20.930232558139537
P0389,Fitness Watch 389,Watches,performance,18,18.556701030927837
P0054,Wireless Earbuds 54,Audio,battery,18,18.556701030927837
P0390,Smart Light 390,Home Appliances,performance,18,16.51376146788991
P0433,Smart Fan 433,Home Appliances,quality,18,18.947368421052634
P0230,Smart Watch 230,Watches,comfort,18,16.216216216216218
P0027,Smart Ring 27,Wearables,battery,18,17.475728155339805
P0103,Fitness Band 103,Wearables,performance,18,16.363636363636363
P0126,Tablet 126,Mobile,quality,18,17.475728155339805
P0125,Air Purifier 125,Home Appliances,performance,18,15.0
P0227,Smart Ring 227,Wearables,quality,18,18.0
P0058,Bluetooth Speaker 58,Audio,software,18,16.51376146788991
P0374,Headphones 374,Audio,software,18,16.822429906542055
P0060,Smartphone 60,Mobile,quality,18,20.224719101123593
P0134,Smartphone 134,Mobile,quality,18,16.9811320754717
P0062,Tablet 62,Mobile,battery,18,19.565217391304348
P0224,Air Purifier 224,Home Appliances,battery,18,19.565217391304348
P0472,Smartphone 472,Mobile,comfort,18,20.0
P0187,Bluetooth Speaker 187,Audio,quality,18,17.475728155339805
P0413,Smart Watch 413,Watches,performance,18,19.78021978021978
P0419,Fitness Band 419,Wearables,performance,18,15.126050420168067
P0038,Tablet 38,Mobile,performance,18,16.216216216216218
P0205,Tablet 205,Mobile,software,18,21.176470588235293
P0142,Smart Fan 142,Home Appliances,performance,18,14.634146341463413
P0204,Wireless Earbuds 204,Audio,quality,18,20.689655172413794
P0019,Fitness Watch 19,Watches,quality,18,13.953488372093023
P0424,Smart Ring 424,Wearables,performance,18,18.367346938775512
P0019,Fitness Watch 19,Watches,delivery,18,13.953488372093023
P0399,Analog Watch 399,Watches,battery,18,24.65753424657534
P0426,Headphones 426,Audio,quality,18,20.0
P0357,Tablet 357,Mobile,performance,18,24.0
P0322,Smart Watch 322,Watches,quality,18,16.9811320754717
P0087,Tablet 87,Mobile,performance,18,15.65217391304348
P0358,Bluetooth Speaker 358,Audio,quality,18,19.78021978021978
P0067,Smart Fan 67,Home Appliances,performance,18,17.307692307692307
P0463,Air Purifier 463,Home Appliances,performance,18,16.666666666666664
P0465,Fitness Band 465,Wearables,battery,18,15.929203539823009
P0018,Smart Ring 18,Wearables,performance,18,14.87603305785124
P0285,Smart Light 285,Home Appliances,performance,18,17.82178217821782
P0461,Headphones 461,Audio,quality,18,19.148936170212767
P0065,Smart Ring 65,Wearables,performance,18,18.0
P0459,Smart Watch 459,Watches,performance,18,14.87603305785124
P0209,Wireless Earbuds 209,Audio,battery,18,21.428571428571427
P0320,Smart Ring 320,Wearables,performance,18,16.071428571428573
P0251,Fitness Band 251,Wearables,battery,18,20.689655172413794
P0287,Analog Watch 287,Watches,performance,18,18.367346938775512
P0215,Smart Light 215,Home Appliances,quality,18,18.556701030927837
P0034,Bluetooth Speaker 34,Audio,quality,18,21.951219512195124
P0288,Smart Ring 288,Wearables,performance,18,17.82178217821782
P0022,Analog Watch 22,Watches,quality,18,16.666666666666664
P0456,Bluetooth Speaker 456,Audio,performance,18,20.224719101123593
P0457,Air Purifier 457,Home Appliances,battery,18,17.647058823529413
P0446,Tablet 446,Mobile,quality,18,19.78021978021978
P0447,Smartphone 447,Mobile,quality,18,17.142857142857142
P0333,Smart Light 333,Home Appliances,price,18,15.789473684210526
P0331,Smart Ring 331,Wearables,battery,18,17.647058823529413
P0193,Fitness Band 193,Wearables,quality,18,25.71428571428571
P0353,Analog Watch 353,Watches,quality,18,20.454545454545457
P0046,Bluetooth Speaker 46,Audio,performance,18,16.363636363636363
P0186,Smart Ring 186,Wearables,performance,18,18.947368421052634
P0270,Smart Watch 270,Watches,quality,18,18.75
P0012,Fitness Band 12,Wearables,quality,18,17.307692307692307
P0167,Fitness Watch 167,Watches,performance,18,20.0
P0343,Tablet 343,Mobile,performance,18,15.789473684210526
P0163,Smart Ring 163,Wearables,battery,18,20.930232558139537
P0350,Analog Watch 350,Watches,performance,18,15.384615384615385
P0480,Headphones 480,Audio,quality,18,19.148936170212767
P0351,Tablet 351,Mobile,quality,18,19.148936170212767
P0070,Smart Watch 70,Watches,performance,18,17.142857142857142
P0277,Smartphone 277,Mobile,quality,18,19.35483870967742
P0324,Air Purifier 324,Home Appliances,performance,18,17.647058823529413
P0083,Air Purifier 83,Home Appliances,performance,18,15.384615384615385
P0425,Fitness Watch 425,Watches,quality,18,24.0
P0037,Analog Watch 37,Watches,performance,18,16.363636363636363
P0195,Fitness Band 195,Wearables,battery,18,18.947368421052634
P0355,Analog Watch 355,Watches,performance,18,19.78021978021978
P0278,Tablet 278,Mobile,performance,18,19.78021978021978
P0190,Smart Light 190,Home Appliances,battery,18,18.75
P0425,Fitness Watch 425,Watches,battery,18,24.0
P0024,Fitness Band 24,Wearables,quality,17,17.0
P0245,Smart Ring 245,Wearables,performance,17,21.25
P0124,Smart Ring 124,Wearables,performance,17,16.666666666666664
P0249,Smart Light 249,Home Appliances,battery,17,20.73170731707317
P0031,Fitness Band 31,Wearables,performance,17,19.767441860465116
P0178,Fitness Watch 178,Watches,battery,17,22.972972972972975
P0241,Wireless Earbuds 241,Audio,performance,17,18.085106382978726
P0338,Wireless Earbuds 338,Audio,delivery,17,15.59633027522936
P0007,Tablet 7,Mobile,battery,17,19.767441860465116
P0074,Smart Watch 74,Watches,delivery,17,15.315315315315313
P0175,Fitness Band 175,Wearables,quality,17,17.894736842105264
P0161,Smartphone 161,Mobile,quality,17,17.525773195876287
P0061,Wireless Earbuds 61,Audio,performance,17,16.19047619047619
P0246,Fitness Watch 246,Watches,performance,17,17.894736842105264
P0442,Smartphone 442,Mobile,quality,17,17.17171717171717
P0305,Fitness Band 305,Wearables,performance,17,14.782608695652174
P0373,Smartphone 373,Mobile,quality,17,17.346938775510203
P0059,Air Purifier 59,Home Appliances,performance,17,15.74074074074074
P0444,Fitness Band 444,Wearables,battery,17,19.318181818181817
P0441,Smartphone 441,Mobile,performance,17,17.0
P0442,Smartphone 442,Mobile,performance,17,17.17171717171717
P0304,Bluetooth Speaker 304,Audio,quality,17,17.525773195876287
P0220,Smart Ring 220,Wearables,quality,17,18.085106382978726
P0302,Bluetooth Speaker 302,Audio,performance,17,16.831683168316832
P0232,Smart Ring 232,Wearables,battery,17,22.36842105263158
P0294,Smart Ring 294,Wearables,performance,17,18.085106382978726
P0101,Bluetooth Speaker 101,Audio,performance,17,18.27956989247312
P0128,Smart Light 128,Home Appliances,performance,17,16.037735849056602
P0128,Smart Light 128,Home Appliances,delivery,17,16.037735849056602
P0233,Air Purifier 233,Home Appliances,quality,17,17.708333333333336
P0233,Air Purifier 233,Home Appliances,delivery,17,17.708333333333336
P0378,Tablet 378,Mobile,battery,17,16.831683168316832
P0242,Smart Light 242,Home Appliances,battery,17,16.037735849056602
P0229,Smart Light 229,Home Appliances,battery,17,18.478260869565215
P0027,Smart Ring 27,Wearables,delivery,17,16.50485436893204
P0158,Smartphone 158,Mobile,quality,17,18.27956989247312
P0486,Tablet 486,Mobile,battery,17,20.238095238095237
P0365,Smart Ring 365,Wearables,performance,17,16.50485436893204
P0105,Fitness Watch 105,Watches,performance,17,15.887850467289718
P0256,Smartphone 256,Mobile,quality,17,16.666666666666664
P0267,Smartphone 267,Mobile,quality,17,18.27956989247312
P0065,Smart Ring 65,Wearables,quality,17,17.0
P0358,Bluetooth Speaker 358,Audio,performance,17,18.681318681318682
P0462,Smart Ring 462,Wearables,quality,17,16.831683168316832
P0401,Headphones 401,Audio,performance,17,17.894736842105264
P0252,Smartphone 252,Mobile,quality,17,17.346938775510203
P0204,Wireless Earbuds 204,Audio,battery,17,19.54022988505747
P0283,Headphones 283,Audio,quality,17,16.666666666666664
P0019,Fitness Watch 19,Watches,performance,17,13.178294573643413
P0401,Headphones 401,Audio,quality,17,17.894736842105264
P0047,Smart Fan 47,Home Appliances,quality,17,17.17171717171717
P0401,Headphones 401,Audio,battery,17,17.894736842105264
P0251,Fitness Band 251,Wearables,comfort,17,19.54022988505747
P0210,Tablet 210,Mobile,quality,17,17.0
P0021,Wireless Earbuds 21,Audio,performance,17,18.085106382978726
P0427,Analog Watch 427,Watches,quality,17,21.25
P0035,Smartphone 35,Mobile,performance,17,15.04424778761062
P0213,Wireless Earbuds 213,Audio,software,17,15.887850467289718
P0137,Analog Watch 137,Watches,quality,17,17.17171717171717
P0452,Bluetooth Speaker 452,Audio,performance,17,18.478260869565215
P0453,Smartphone 453,Mobile,performance,17,14.655172413793101
P0395,Analog Watch 395,Watches,comfort,17,17.0
P0395,Analog Watch 395,Watches,quality,17,17.0
P0313,Smart Watch 313,Watches,quality,17,15.315315315315313
P0092,Fitness Band 92,Wearables,delivery,17,15.454545454545453
P0092,Fitness Band 92,Wearables,quality,17,15.454545454545453
P0249,Smart Light 249,Home Appliances,performance,17,20.73170731707317
P0323,Smart Watch 323,Watches,performance,17,17.525773195876287
P0148,Analog Watch 148,Watches,quality,17,16.037735849056602
P0466,Smart Fan 466,Home Appliances,performance,17,17.17171717171717
P0149,Fitness Watch 149,Watches,performance,17,16.19047619047619
P0014,Fitness Band 14,Wearables,battery,17,18.085106382978726
P0396,Fitness Watch 396,Watches,quality,17,17.0
P0281,Smart Ring 281,Wearables,price,17,18.085106382978726
P0079,Smartphone 79,Mobile,performance,17,16.037735849056602
P0331,Smart Ring 331,Wearables,quality,17,16.666666666666664
P0069,Headphones 69,Audio,quality,17,17.17171717171717
P0407,Fitness Band 407,Wearables,quality,17,17.17171717171717
P0413,Smart Watch 413,Watches,quality,17,18.681318681318682
P0466,Smart Fan 466,Home Appliances,quality,17,17.17171717171717
P0200,Bluetooth Speaker 200,Audio,software,17,14.655172413793101
P0015,Smart Ring 15,Wearables,quality,17,18.478260869565215
P0471,Bluetooth Speaker 471,Audio,quality,17,17.894736842105264
P0471,Bluetooth Speaker 471,Audio,performance,17,17.894736842105264
P0185,Smart Ring 185,Wearables,software,17,15.178571428571427
P0183,Wireless Earbuds 183,Audio,performance,17,16.50485436893204
P0472,Smartphone 472,Mobile,battery,17,18.88888888888889
P0042,Smart Watch 42,Watches,quality,17,15.178571428571427
P0268,Fitness Band 268,Wearables,quality,17,18.88888888888889
P0112,Smart Light 112,Home Appliances,performance,17,15.74074074074074
P0273,Smart Ring 273,Wearables,quality,17,15.04424778761062
P0275,Tablet 275,Mobile,performance,17,14.529914529914532
P0274,Smart Watch 274,Watches,performance,17,16.831683168316832
P0110,Smart Ring 110,Wearables,delivery,17,12.878787878787879
P0481,Bluetooth Speaker 481,Audio,quality,17,14.912280701754385
P0481,Bluetooth Speaker 481,Audio,price,17,14.912280701754385
P0408,Smartphone 408,Mobile,performance,17,15.04424778761062
P0011,Smartphone 11,Mobile,quality,17,19.54022988505747
P0334,Fitness Band 334,Wearables,battery,17,15.74074074074074
P0348,Analog Watch 348,Watches,performance,17,14.782608695652174
P0166,Smart Ring 166,Wearables,comfort,17,18.681318681318682
P0494,Fitness Watch 494,Watches,quality,17,20.0
P0006,Headphones 6,Audio,battery,17,16.037735849056602
P0001,Smart Watch 1,Watches,quality,16,17.582417582417584
P0002,Smart Watch 2,Watches,performance,16,14.545454545454545
P0494,Fitness Watch 494,Watches,performance,16,18.823529411764707
P0119,Wireless Earbuds 119,Audio,delivery,16,15.384615384615385
P0258,Smart Watch 258,Watches,price,16,17.20430107526882
P0259,Smart Fan 259,Home Appliances,quality,16,17.77777777777778
P0260,Headphones 260,Audio,performance,16,16.0
P0012,Fitness Band 12,Wearables,performance,16,15.384615384615385
P0009,Wireless Earbuds 9,Audio,performance,16,13.223140495867769
P0010,Smart Light 10,Home Appliances,delivery,16,14.545454545454545
P0261,Analog Watch 261,Watches,comfort,16,15.238095238095239
P0261,Analog Watch 261,Watches,performance,16,15.238095238095239
P0117,Smartphone 117,Mobile,quality,16,15.09433962264151
P0115,Air Purifier 115,Home Appliances,price,16,14.285714285714285
P0268,Fitness Band 268,Wearables,performance,16,17.77777777777778
P0111,Smartphone 111,Mobile,performance,16,14.035087719298245
P0276,Fitness Watch 276,Watches,performance,16,15.09433962264151
P0238,Air Purifier 238,Home Appliances,quality,16,20.0
P0279,Tablet 279,Mobile,comfort,16,14.035087719298245
P0280,Smartphone 280,Mobile,battery,16,15.686274509803921
P0106,Bluetooth Speaker 106,Audio,software,16,14.035087719298245
P0280,Smartphone 280,Mobile,software,16,15.686274509803921
P0127,Smartphone 127,Mobile,performance,16,15.53398058252427
P0128,Smart Light 128,Home Appliances,price,16,15.09433962264151
P0159,Analog Watch 159,Watches,battery,16,20.253164556962027
P0477,Fitness Watch 477,Watches,quality,16,16.161616161616163
P0011,Smartphone 11,Mobile,battery,16,18.39080459770115
P0232,Smart Ring 232,Wearables,quality,16,21.052631578947366
P0233,Air Purifier 233,Home Appliances,price,16,16.666666666666664
P0102,Smart Light 102,Home Appliances,comfort,16,16.161616161616163
P0292,Smart Fan 292,Home Appliances,comfort,16,12.121212121212121
P0231,Smartphone 231,Mobile,performance,16,19.753086419753085
P0295,Smart Ring 295,Wearables,price,16,16.842105263157894
P0295,Smart Ring 295,Wearables,quality,16,16.842105263157894
P0296,Headphones 296,Audio,performance,16,12.598425196850393
P0298,Smartphone 298,Mobile,delivery,16,16.0
P0299,Smart Ring 299,Wearables,quality,16,17.77777777777778
P0017,Bluetooth Speaker 17,Audio,delivery,16,14.678899082568808
P0096,Smart Watch 96,Watches,quality,16,17.582417582417584
P0097,Fitness Watch 97,Watches,delivery,16,14.035087719298245
P0309,Fitness Band 309,Wearables,software,16,14.545454545454545
P0094,Smart Ring 94,Wearables,software,16,13.793103448275861
P0318,Bluetooth Speaker 318,Audio,quality,16,13.91304347826087
P0088,Air Purifier 88,Home Appliances,performance,16,17.02127659574468
P0090,Smartphone 90,Mobile,delivery,16,14.814814814814813
P0321,Smart Ring 321,Wearables,delivery,16,14.814814814814813
P0321,Smart Ring 321,Wearables,performance,16,14.814814814814813
P0087,Tablet 87,Mobile,delivery,16,13.91304347826087
P0087,Tablet 87,Mobile,software,16,13.91304347826087
P0083,Air Purifier 83,Home Appliances,price,16,13.675213675213676
P0331,Smart Ring 331,Wearables,software,16,15.686274509803921
P0079,Smartphone 79,Mobile,price,16,15.09433962264151
P0218,Tablet 218,Mobile,performance,16,15.841584158415841
P0018,Smart Ring 18,Wearables,price,16,13.223140495867769
P0019,Fitness Watch 19,Watches,comfort,16,12.4031007751938
P0168,Smart Ring 168,Wearables,quality,16,16.666666666666664
P0170,Tablet 170,Mobile,comfort,16,18.823529411764707
P0334,Fitness Band 334,Wearables,software,16,14.814814814814813
P0335,Headphones 335,Audio,delivery,16,16.49484536082474
P0338,Wireless Earbuds 338,Audio,price,16,14.678899082568808
P0339,Wireless Earbuds 339,Audio,delivery,16,14.035087719298245
P0078,Smart Ring 78,Wearables,performance,16,16.0
P0342,Smartphone 342,Mobile,performance,16,17.97752808988764
P0342,Smartphone 342,Mobile,quality,16,17.97752808988764
P0213,Wireless Earbuds 213,Audio,performance,16,14.953271028037381
P0348,Analog Watch 348,Watches,delivery,16,13.91304347826087
P0211,Air Purifier 211,Home Appliances,quality,16,14.678899082568808
P0352,Smart Ring 352,Wearables,quality,16,19.753086419753085
P0068,Headphones 68,Audio,performance,16,16.0
P0207,Wireless Earbuds 207,Audio,performance,16,16.161616161616163
P0208,Fitness Watch 208,Watches,quality,16,16.842105263157894
P0156,Wireless Earbuds 156,Audio,performance,16,17.02127659574468
P0464,Smart Light 464,Home Appliances,comfort,16,18.6046511627907
P0172,Air Purifier 172,Home Appliances,comfort,16,16.666666666666664
P0173,Smartphone 173,Mobile,quality,16,17.02127659574468
P0465,Fitness Band 465,Wearables,performance,16,14.15929203539823
P0359,Smart Light 359,Home Appliances,performance,16,16.3265306122449
P0066,Smart Fan 66,Home Appliances,delivery,16,14.678899082568808
P0361,Air Purifier 361,Home Appliances,delivery,16,15.686274509803921
P0361,Air Purifier 361,Home Appliances,performance,16,15.686274509803921
P0362,Bluetooth Speaker 362,Audio,battery,16,18.823529411764707
P0364,Bluetooth Speaker 364,Audio,performance,16,16.842105263157894
P0369,Air Purifier 369,Home Appliances,software,16,14.285714285714285
P0062,Tablet 62,Mobile,performance,16,17.391304347826086
P0062,Tablet 62,Mobile,quality,16,17.391304347826086
P0144,Smart Fan 144,Home Appliances,performance,16,14.814814814814813
P0201,Fitness Band 201,Wearables,software,16,14.285714285714285
P0452,Bluetooth Speaker 452,Audio,quality,16,17.391304347826086
P0174,Tablet 174,Mobile,performance,16,16.842105263157894
P0378,Tablet 378,Mobile,quality,16,15.841584158415841
P0143,Headphones 143,Audio,quality,16,18.823529411764707
P0056,Analog Watch 56,Watches,comfort,16,12.8
P0387,Fitness Band 387,Wearables,quality,16,15.686274509803921
P0053,Tablet 53,Mobile,price,16,15.384615384615385
P0145,Fitness Band 145,Wearables,price,16,13.675213675213676
P0400,Analog Watch 400,Watches,battery,16,17.02127659574468
P0401,Headphones 401,Audio,comfort,16,16.842105263157894
P0046,Bluetooth Speaker 46,Audio,comfort,16,14.545454545454545
P0408,Smartphone 408,Mobile,price,16,14.15929203539823
P0189,Smartphone 189,Mobile,quality,16,20.77922077922078
P0153,Fitness Band 153,Wearables,quality,16,18.39080459770115
P0447,Smartphone 447,Mobile,software,16,15.238095238095239
P0448,Smart Fan 448,Home Appliances,performance,16,16.3265306122449
P0175,Fitness Band 175,Wearables,performance,16,16.842105263157894
P0044,Fitness Band 44,Wearables,performance,16,14.953271028037381
P0412,Air Purifier 412,Home Appliances,performance,16,15.53398058252427
P0412,Air Purifier 412,Home Appliances,price,16,15.53398058252427
P0040,Analog Watch 40,Watches,quality,16,17.97752808988764
P0186,Smart Ring 186,Wearables,quality,16,16.842105263157894
P0421,Air Purifier 421,Home Appliances,performance,16,13.793103448275861
P0421,Air Purifier 421,Home Appliances,price,16,13.793103448275861
P0150,Tablet 150,Mobile,quality,16,15.686274509803921
P0423,Air Purifier 423,Home Appliances,battery,16,21.333333333333336
P0423,Air Purifier 423,Home Appliances,quality,16,21.333333333333336
P0036,Smart Watch 36,Watches,performance,16,15.53398058252427
P0429,Smart Ring 429,Wearables,performance,16,16.666666666666664
P0182,Fitness Band 182,Wearables,quality,16,16.49484536082474
P0181,Smart Light 181,Home Appliances,delivery,16,13.223140495867769
P0445,Bluetooth Speaker 445,Audio,performance,16,17.582417582417584
P0184,Smart Ring 184,Wearables,performance,16,14.035087719298245
P0495,Tablet 495,Mobile,price,16,15.238095238095239
P0251,Fitness Band 251,Wearables,price,16,18.39080459770115
P0253,Bluetooth Speaker 253,Audio,delivery,16,14.035087719298245
P0487,Air Purifier 487,Home Appliances,price,16,14.953271028037381
P0006,Headphones 6,Audio,software,16,15.09433962264151
P0491,Tablet 491,Mobile,performance,16,15.09433962264151
P0493,Air Purifier 493,Home Appliances,comfort,16,17.77777777777778
P0001,Smart Watch 1,Watches,performance,16,17.582417582417584
P0488,Smart Light 488,Home Appliances,comfort,15,14.018691588785046
P0004,Headphones 4,Audio,quality,15,20.27027027027027
P0329,Wireless Earbuds 329,Audio,performance,15,15.789473684210526
P0324,Air Purifier 324,Home Appliances,quality,15,14.705882352941178
P0219,Smart Ring 219,Wearables,performance,15,13.274336283185843
P0322,Smart Watch 322,Watches,performance,15,14.150943396226415
P0467,Air Purifier 467,Home Appliances,quality,15,20.0
P0465,Fitness Band 465,Wearables,price,15,13.274336283185843
P0018,Smart Ring 18,Wearables,software,15,12.396694214876034
P0152,Wireless Earbuds 152,Audio,performance,15,16.304347826086957
P0447,Smartphone 447,Mobile,performance,15,14.285714285714285
P0446,Tablet 446,Mobile,performance,15,16.483516483516482
P0443,Wireless Earbuds 443,Audio,performance,15,18.75
P0442,Smartphone 442,Mobile,price,15,15.151515151515152
P0003,Smart Light 3,Home Appliances,delivery,15,14.85148514851485
P0440,Fitness Band 440,Wearables,comfort,15,15.151515151515152
P0319,Smart Ring 319,Wearables,performance,15,14.150943396226415
P0089,Fitness Band 89,Wearables,performance,15,13.88888888888889
P0222,Air Purifier 222,Home Appliances,performance,15,13.761467889908257
P0222,Air Purifier 222,Home Appliances,delivery,15,13.761467889908257
P0317,Smart Light 317,Home Appliances,performance,15,15.0
P0316,Wireless Earbuds 316,Audio,comfort,15,13.043478260869565
P0092,Fitness Band 92,Wearables,performance,15,13.636363636363635
P0335,Headphones 335,Audio,quality,15,15.463917525773196
P0034,Bluetooth Speaker 34,Audio,performance,15,18.29268292682927
P0036,Smart Watch 36,Watches,quality,15,14.563106796116504
P0424,Smart Ring 424,Wearables,quality,15,15.306122448979592
P0267,Smartphone 267,Mobile,comfort,15,16.129032258064516
P0241,Wireless Earbuds 241,Audio,quality,15,15.957446808510639
P0262,Headphones 262,Audio,quality,15,15.463917525773196
P0217,Fitness Watch 217,Watches,software,15,14.705882352941178
P0217,Fitness Watch 217,Watches,performance,15,14.705882352941178
P0216,Headphones 216,Audio,quality,15,17.647058823529413
P0216,Headphones 216,Audio,price,15,17.647058823529413
P0091,Tablet 91,Mobile,performance,15,14.150943396226415
P0091,Tablet 91,Mobile,delivery,15,14.150943396226415
P0224,Air Purifier 224,Home Appliances,quality,15,16.304347826086957
P0312,Smart Watch 312,Watches,performance,15,14.563106796116504
P0041,Headphones 41,Audio,comfort,15,12.931034482758621
P0273,Smart Ring 273,Wearables,software,15,13.274336283185843
P0112,Smart Light 112,Home Appliances,quality,15,13.88888888888889
P0125,Air Purifier 125,Home Appliances,software,15,12.5
P0272,Tablet 272,Mobile,performance,15,13.513513513513514
P0271,Tablet 271,Mobile,quality,15,14.285714285714285
P0182,Fitness Band 182,Wearables,performance,15,15.463917525773196
P0072,Smart Light 72,Home Appliances,performance,15,14.85148514851485
P0346,Smart Ring 346,Wearables,performance,15,15.957446808510639
P0076,Smart Fan 76,Home Appliances,performance,15,14.85148514851485
P0344,Smartphone 344,Mobile,comfort,15,14.705882352941178
P0343,Tablet 343,Mobile,price,15,13.157894736842104
P0212,Smartphone 212,Mobile,performance,15,16.853932584269664
P0307,Smartphone 307,Mobile,software,15,14.563106796116504
P0307,Smartphone 307,Mobile,price,15,14.563106796116504
P0301,Bluetooth Speaker 301,Audio,performance,15,14.285714285714285
P0301,Bluetooth Speaker 301,Audio,delivery,15,14.285714285714285
P0300,Smart Watch 300,Watches,performance,15,15.463917525773196
P0026,Headphones 26,Audio,comfort,15,14.423076923076922
P0451,Bluetooth Speaker 451,Audio,performance,15,13.392857142857142
P0449,Bluetooth Speaker 449,Audio,battery,15,17.441860465116278
P0038,Tablet 38,Mobile,comfort,15,13.513513513513514
P0419,Fitness Band 419,Wearables,price,15,12.605042016806722
P0417,Smart Light 417,Home Appliances,price,15,15.306122448979592
P0155,Tablet 155,Mobile,performance,15,13.513513513513514
P0208,Fitness Watch 208,Watches,performance,15,15.789473684210526
P0354,Smartphone 354,Mobile,performance,15,15.151515151515152
P0140,Smartphone 140,Mobile,quality,15,16.304347826086957
P0139,Analog Watch 139,Watches,comfort,15,12.195121951219512
P0362,Bluetooth Speaker 362,Audio,performance,15,17.647058823529413
P0359,Smart Light 359,Home Appliances,price,15,15.306122448979592
P0046,Bluetooth Speaker 46,Audio,quality,15,13.636363636363635
P0281,Smart Ring 281,Wearables,quality,15,15.957446808510639
P0108,Wireless Earbuds 108,Audio,quality,15,14.85148514851485
P0107,Analog Watch 107,Watches,software,15,13.043478260869565
P0279,Tablet 279,Mobile,price,15,13.157894736842104
P0019,Fitness Watch 19,Watches,software,15,11.627906976744185
P0157,Smartphone 157,Mobile,price,15,14.85148514851485
P0014,Fitness Band 14,Wearables,performance,15,15.957446808510639
P0474,Bluetooth Speaker 474,Audio,comfort,15,12.605042016806722
P0470,Smart Light 470,Home Appliances,price,15,14.423076923076922
P0017,Bluetooth Speaker 17,Audio,performance,15,13.761467889908257
P0016,Air Purifier 16,Home Appliances,quality,15,16.483516483516482
P0016,Air Purifier 16,Home Appliances,performance,15,16.483516483516482
P0367,Smart Fan 367,Home Appliances,price,15,15.0
P0106,Bluetooth Speaker 106,Audio,price,15,13.157894736842104
P0106,Bluetooth Speaker 106,Audio,performance,15,13.157894736842104
P0104,Smartphone 104,Mobile,performance,15,14.018691588785046
P0164,Smart Fan 164,Home Appliances,performance,15,14.705882352941178
P0011,Smartphone 11,Mobile,performance,15,17.24137931034483
P0478,Smart Fan 478,Home Appliances,comfort,15,18.072289156626507
P0409,Analog Watch 409,Watches,performance,15,14.423076923076922
P0148,Analog Watch 148,Watches,software,15,14.150943396226415
P0206,Smartphone 206,Mobile,quality,15,18.51851851851852
P0206,Smartphone 206,Mobile,performance,15,18.51851851851852
P0362,Bluetooth Speaker 362,Audio,price,15,17.647058823529413
P0228,Fitness Watch 228,Watches,performance,15,15.306122448979592
P0227,Smart Ring 227,Wearables,software,15,15.0
P0130,Fitness Band 130,Wearables,quality,15,18.29268292682927
P0451,Bluetooth Speaker 451,Audio,software,15,13.392857142857142
P0375,Headphones 375,Audio,quality,15,15.789473684210526
P0375,Headphones 375,Audio,performance,15,15.789473684210526
P0059,Air Purifier 59,Home Appliances,comfort,15,13.88888888888889
P0371,Wireless Earbuds 371,Audio,quality,15,15.789473684210526
P0202,Fitness Watch 202,Watches,delivery,15,15.151515151515152
P0175,Fitness Band 175,Wearables,comfort,15,15.789473684210526
P0457,Air Purifier 457,Home Appliances,price,15,14.705882352941178
P0391,Smart Light 391,Home Appliances,comfort,15,14.563106796116504
P0054,Wireless Earbuds 54,Audio,software,15,15.463917525773196
P0049,Smart Fan 49,Home Appliances,performance,15,14.423076923076922
P0048,Smart Watch 48,Watches,performance,15,14.150943396226415
P0047,Smart Fan 47,Home Appliances,performance,15,15.151515151515152
P0400,Analog Watch 400,Watches,performance,15,15.957446808510639
P0146,Air Purifier 146,Home Appliances,comfort,15,13.392857142857142
P0194,Air Purifier 194,Home Appliances,quality,15,15.306122448979592
P0396,Fitness Watch 396,Watches,performance,15,15.0
P0457,Air Purifier 457,Home Appliances,performance,15,14.705882352941178
P0457,Air Purifier 457,Home Appliances,delivery,15,14.705882352941178
P0023,Air Purifier 23,Home Appliances,performance,15,14.150943396226415
P0023,Air Purifier 23,Home Appliances,comfort,15,14.150943396226415
P0454,Smart Fan 454,Home Appliances,quality,15,20.0
