product_id,complaint_category,complaint_count
P0496,software,13
P0481,software,13
P0166,performance,13
P0258,performance,13
P0257,comfort,13
P0119,performance,13
P0118,price,13
P0254,delivery,13
P0002,price,13
P0218,price,13
P0218,delivery,13
P0331,price,13
P0082,comfort,13
P0219,comfort,13
P0333,performance,13
P0137,comfort,13
P0015,delivery,13
P0469,software,13
P0170,delivery,13
P0169,performance,13
P0017,price,13
P0322,delivery,13
P0320,delivery,13
P0222,software,13
P0316,delivery,13
P0314,software,13
P0339,comfort,13
P0337,software,13
P0337,performance,13
P0336,quality,13
P0336,comfort,13
P0335,software,13
P0335,performance,13
P0216,software,13
P0314,performance,13
P0311,price,13
P0095,comfort,13
P0093,performance,13
P0309,comfort,13
P0308,price,13
P0348,software,13
P0074,performance,13
P0346,price,13
P0345,comfort,13
P0076,quality,13
P0214,software,13
P0341,price,13
P0340,comfort,13
P0307,performance,13
P0306,comfort,13
P0132,quality,13
P0227,performance,13
P0096,performance,13
P0303,performance,13
P0230,price,13
P0460,comfort,13
P0209,performance,13
P0069,price,13
P0352,performance,13
P0350,software,13
P0360,price,13
P0360,performance,13
P0067,price,13
P0360,comfort,13
P0464,quality,13
P0173,performance,13
P0172,price,13
P0463,comfort,13
P0462,comfort,13
P0229,quality,13
P0157,delivery,13
P0157,comfort,13
P0473,delivery,13
P0015,performance,13
P0368,performance,13
P0365,software,13
P0064,performance,13
P0064,delivery,13
P0063,price,13
P0364,price,13
P0142,software,13
P0297,software,13
P0297,delivery,13
P0297,comfort,13
P0296,software,13
P0101,quality,13
P0293,delivery,13
P0373,price,13
P0372,price,13
P0142,delivery,13
P0203,performance,13
P0378,comfort,13
P0377,delivery,13
P0155,comfort,13
P0456,quality,13
P0022,delivery,13
P0104,delivery,13
P0102,performance,13
P0289,comfort,13
P0384,performance,13
P0384,delivery,13
P0383,comfort,13
P0381,software,13
P0198,quality,13
P0380,comfort,13
P0056,software,13
P0378,delivery,13
P0051,performance,13
P0392,performance,13
P0053,quality,13
P0196,comfort,13
P0386,quality,13
P0385,software,13
P0385,quality,13
P0403,performance,13
P0397,price,13
P0147,performance,13
P0195,comfort,13
P0105,price,13
P0010,quality,13
P0479,software,13
P0479,comfort,13
P0148,performance,13
P0147,software,13
P0190,comfort,13
P0407,software,13
P0407,performance,13
P0406,software,13
P0149,software,13
P0149,price,13
P0236,quality,13
P0236,delivery,13
P0235,price,13
P0280,price,13
P0280,performance,13
P0279,software,13
P0044,delivery,13
P0043,software,13
P0176,software,13
P0176,performance,13
P0025,performance,13
P0025,delivery,13
P0152,software,13
P0039,price,13
P0188,price,13
P0188,delivery,13
P0187,software,13
P0187,performance,13
P0275,software,13
P0112,software,13
P0273,delivery,13
P0125,delivery,13
P0430,comfort,13
P0036,price,13
P0424,software,13
P0150,performance,13
P0186,comfort,13
P0421,software,13
P0421,delivery,13
P0270,comfort,13
P0113,software,13
P0265,performance,13
P0243,performance,13
P0242,performance,13
P0263,price,13
P0262,software,13
P0262,performance,13
P0262,delivery,13
P0184,software,13
P0446,delivery,13
P0027,comfort,13
P0026,quality,13
P0444,performance,13
P0444,comfort,13
P0443,quality,13
P0441,comfort,13
P0005,delivery,13
P0180,performance,13
P0154,comfort,13
P0438,battery,13
P0437,comfort,13
P0117,delivery,13
P0116,quality,13
P0485,comfort,13
P0484,quality,13
P0483,delivery,13
P0160,delivery,13
P0002,comfort,12
P0494,battery,12
P0003,comfort,12
P0159,software,12
P0497,price,12
P0499,performance,12
P0498,battery,12
P0498,performance,12
P0089,price,12
P0319,delivery,12
P0320,comfort,12
P0328,comfort,12
P0081,price,12
P0134,comfort,12
P0135,comfort,12
P0483,software,12
P0484,delivery,12
P0485,price,12
P0010,price,12
P0162,comfort,12
P0162,delivery,12
P0162,software,12
P0163,performance,12
P0121,performance,12
P0122,comfort,12
P0158,price,12
P0477,comfort,12
P0480,delivery,12
P0164,comfort,12
P0165,price,12
P0012,price,12
P0136,delivery,12
P0319,comfort,12
P0083,comfort,12
P0083,delivery,12
P0136,performance,12
P0137,software,12
P0138,delivery,12
P0138,price,12
P0315,performance,12
P0215,performance,12
P0223,software,12
P0224,comfort,12
P0224,software,12
P0016,software,12
P0470,software,12
P0259,performance,12
P0472,performance,12
P0473,comfort,12
P0013,delivery,12
P0013,price,12
P0014,comfort,12
P0167,quality,12
P0225,performance,12
P0336,performance,12
P0337,delivery,12
P0337,price,12
P0339,price,12
P0077,price,12
P0077,quality,12
P0078,delivery,12
P0245,quality,12
P0463,software,12
P0171,performance,12
P0019,price,12
P0170,software,12
P0469,delivery,12
P0343,delivery,12
P0094,comfort,12
P0311,performance,12
P0313,comfort,12
P0075,comfort,12
P0075,software,12
P0076,delivery,12
P0305,software,12
P0116,software,12
P0263,performance,12
P0023,software,12
P0024,comfort,12
P0456,price,12
P0174,delivery,12
P0154,software,12
P0460,quality,12
P0462,price,12
P0093,comfort,12
P0093,delivery,12
P0349,comfort,12
P0210,performance,12
P0139,price,12
P0226,price,12
P0227,delivery,12
P0450,comfort,12
P0450,performance,12
P0451,comfort,12
P0026,price,12
P0453,delivery,12
P0022,comfort,12
P0132,performance,12
P0132,software,12
P0097,performance,12
P0351,performance,12
P0355,price,12
P0207,software,12
P0208,delivery,12
P0210,delivery,12
P0304,comfort,12
P0304,performance,12
P0095,price,12
P0142,price,12
P0207,delivery,12
P0114,delivery,12
P0115,comfort,12
P0267,software,12
P0178,quality,12
P0179,performance,12
P0447,price,12
P0363,delivery,12
P0098,performance,12
P0099,price,12
P0064,software,12
P0366,performance,12
P0368,software,12
P0269,price,12
P0269,software,12
P0270,performance,12
P0271,delivery,12
P0180,comfort,12
P0026,software,12
P0027,performance,12
P0447,comfort,12
P0370,delivery,12
P0370,price,12
P0229,price,12
P0229,software,12
P0204,delivery,12
P0141,comfort,12
P0141,delivery,12
P0141,software,12
P0370,software,12
P0240,performance,12
P0032,software,12
P0033,delivery,12
P0438,comfort,12
P0029,price,12
P0029,software,12
P0268,software,12
P0062,comfort,12
P0062,price,12
P0372,delivery,12
P0060,price,12
P0058,performance,12
P0378,software,12
P0379,software,12
P0232,delivery,12
P0381,price,12
P0385,comfort,12
P0385,price,12
P0387,software,12
P0112,delivery,12
P0182,software,12
P0183,comfort,12
P0183,delivery,12
P0184,price,12
P0185,performance,12
P0431,price,12
P0432,price,12
P0435,delivery,12
P0435,price,12
P0240,comfort,12
P0110,software,12
P0277,performance,12
P0037,comfort,12
P0426,software,12
P0427,performance,12
P0430,delivery,12
P0033,software,12
P0052,performance,12
P0053,delivery,12
P0291,software,12
P0196,performance,12
P0196,quality,12
P0196,software,12
P0198,delivery,12
P0198,performance,12
P0288,delivery,12
P0290,comfort,12
P0051,delivery,12
P0396,price,12
P0397,comfort,12
P0146,price,12
P0287,price,12
P0420,performance,12
P0421,comfort,12
P0239,comfort,12
P0150,software,12
P0151,performance,12
P0422,software,12
P0423,delivery,12
P0424,price,12
P0036,comfort,12
P0109,performance,12
P0040,performance,12
P0041,delivery,12
P0281,performance,12
P0042,price,12
P0417,comfort,12
P0189,price,12
P0418,software,12
P0419,comfort,12
P0232,software,12
P0234,comfort,12
P0235,comfort,12
P0398,price,12
P0400,price,12
P0047,delivery,12
P0048,software,12
P0049,comfort,12
P0402,comfort,12
P0403,delivery,12
P0191,price,12
P0282,price,12
P0282,software,12
P0127,delivery,12
P0283,delivery,12
P0411,performance,12
P0412,quality,12
P0192,delivery,12
P0192,price,12
P0194,delivery,12
P0283,performance,12
P0284,delivery,12
P0405,performance,12
P0046,delivery,12
P0047,comfort,12
P0406,performance,12
P0406,price,12
P0407,delivery,12
P0282,comfort,12
P0282,delivery,12
P0004,performance,12
P0321,price,12
P0219,delivery,12
P0220,price,12
P0324,software,12
P0085,comfort,12
P0085,delivery,12
P0085,price,12
P0085,software,12
P0252,software,12
P0488,software,12
P0490,comfort,12
P0006,comfort,12
P0492,performance,12
P0496,comfort,12
P0160,price,11
P0499,software,11
P0495,software,11
P0492,software,11
P0491,software,11
P0008,delivery,11
P0006,price,11
P0489,performance,11
P0488,delivery,11
P0487,delivery,11
P0252,performance,11
P0084,software,11
P0324,price,11
P0221,performance,11
P0219,software,11
P0161,software,11
P0162,performance,11
P0162,price,11
P0487,comfort,11
P0158,performance,11
P0477,performance,11
P0255,price,11
P0256,comfort,11
P0256,delivery,11
P0011,comfort,11
P0011,software,11
P0167,comfort,11
P0482,delivery,11
P0483,comfort,11
P0135,software,11
P0318,software,11
P0238,delivery,11
P0150,comfort,11
P0151,software,11
P0423,performance,11
P0279,delivery,11
P0280,comfort,11
P0280,delivery,11
P0281,delivery,11
P0041,price,11
P0042,performance,11
P0415,price,11
P0188,comfort,11
P0399,performance,11
P0399,price,11
P0400,comfort,11
P0400,software,11
P0100,performance,11
P0390,comfort,11
P0390,software,11
P0391,performance,11
P0391,software,11
P0103,software,11
P0291,comfort,11
P0050,price,11
P0395,delivery,11
P0395,performance,11
P0194,performance,11
P0146,delivery,11
P0146,software,11
P0397,delivery,11
P0420,delivery,11
P0237,software,11
P0184,delivery,11
P0185,comfort,11
P0035,delivery,11
P0434,delivery,11
P0110,comfort,11
P0110,price,11
P0276,software,11
P0277,comfort,11
P0429,delivery,11
P0430,quality,11
P0431,comfort,11
P0182,price,11
P0112,comfort,11
P0389,software,11
P0052,price,11
P0291,price,11
P0375,price,11
P0144,software,11
P0202,comfort,11
P0377,performance,11
P0058,comfort,11
P0198,software,11
P0143,performance,11
P0143,software,11
P0144,comfort,11
P0383,performance,11
P0383,software,11
P0384,comfort,11
P0384,software,11
P0388,delivery,11
P0388,price,11
P0274,comfort,11
P0371,comfort,11
P0061,delivery,11
P0125,price,11
P0126,delivery,11
P0032,comfort,11
P0032,delivery,11
P0032,performance,11
P0438,performance,11
P0438,price,11
P0030,delivery,11
P0030,performance,11
P0372,comfort,11
P0298,performance,11
P0298,price,11
P0299,price,11
P0059,software,11
P0366,software,11
P0367,performance,11
P0369,comfort,11
P0271,comfort,11
P0272,comfort,11
P0181,comfort,11
P0440,software,11
P0441,price,11
P0442,software,11
P0027,price,11
P0446,software,11
P0369,delivery,11
P0204,comfort,11
P0204,performance,11
P0141,performance,11
P0141,price,11
P0178,performance,11
P0266,comfort,11
P0113,price,11
P0153,delivery,11
P0153,price,11
P0448,comfort,11
P0241,software,11
P0242,comfort,11
P0242,software,11
P0097,software,11
P0098,software,11
P0099,comfort,11
P0364,delivery,11
P0063,delivery,11
P0064,comfort,11
P0065,delivery,11
P0352,delivery,11
P0067,software,11
P0068,price,11
P0356,comfort,11
P0357,quality,11
P0208,software,11
P0303,software,11
P0096,comfort,11
P0360,delivery,11
P0065,software,11
P0066,price,11
P0066,software,11
P0205,performance,11
P0205,price,11
P0205,quality,11
P0447,delivery,11
P0349,performance,11
P0226,software,11
P0243,price,11
P0244,comfort,11
P0264,quality,11
P0450,price,11
P0451,delivery,11
P0024,software,11
P0453,software,11
P0455,performance,11
P0116,performance,11
P0116,price,11
P0227,price,11
P0133,comfort,11
P0072,comfort,11
P0351,software,11
P0345,software,11
P0306,performance,11
P0262,comfort,11
P0458,software,11
P0459,comfort,11
P0460,performance,11
P0020,price,11
P0021,price,11
P0245,price,11
P0308,delivery,11
P0309,price,11
P0072,price,11
P0073,comfort,11
P0073,performance,11
P0138,software,11
P0139,delivery,11
P0123,software,11
P0124,comfort,11
P0261,price,11
P0463,price,11
P0173,comfort,11
P0173,delivery,11
P0464,price,11
P0467,performance,11
P0168,price,11
P0169,comfort,11
P0214,comfort,11
P0312,comfort,11
P0075,performance,11
P0076,comfort,11
P0076,price,11
P0076,software,11
P0224,price,11
P0015,software,11
P0470,comfort,11
P0257,software,11
P0259,price,11
P0471,price,11
P0474,price,11
P0157,performance,11
P0314,price,11
P0077,software,11
P0340,delivery,11
P0340,software,11
P0341,comfort,11
P0341,delivery,11
P0342,comfort,11
P0213,price,11
P0330,software,11
P0332,comfort,11
P0332,price,11
P0079,delivery,11
P0080,performance,11
P0080,software,11
P0090,software,11
P0091,comfort,11
P0092,software,11
P0315,price,11
P0317,comfort,11
P0317,delivery,11
P0081,performance,11
P0334,comfort,11
P0334,delivery,11
P0335,comfort,11
P0494,software,11
P0002,software,11
P0499,price,11
P0499,comfort,11
P0120,performance,11
P0088,price,11
P0089,comfort,11
P0327,price,11
P0327,software,11
P0329,delivery,11
P0329,software,11
P0330,delivery,11
P0134,price,11
P0134,software,11
P0485,delivery,11
P0009,delivery,11
P0401,price,11
P0283,comfort,11
P0408,software,11
P0409,comfort,11
P0190,delivery,11
P0190,software,11
P0191,comfort,11
P0409,price,11
P0410,delivery,11
P0410,price,11
P0411,comfort,11
P0193,performance,11
P0404,price,11
P0405,price,11
P0005,comfort,11
P0494,price,11
P0288,software,10
P0289,delivery,10
P0393,delivery,10
P0396,comfort,10
P0053,software,10
P0196,price,10
P0101,price,10
P0101,delivery,10
P0101,comfort,10
P0051,price,10
P0394,price,10
P0289,software,10
P0220,delivery,10
P0220,comfort,10
P0323,price,10
P0163,price,10
P0160,software,10
P0255,comfort,10
P0248,comfort,10
P0247,performance,10
P0090,performance,10
P0084,comfort,10
P0325,price,10
P0482,price,10
P0012,comfort,10
P0480,software,10
P0220,software,10
P0293,price,10
P0292,software,10
P0052,software,10
P0052,delivery,10
P0389,delivery,10
P0047,price,10
P0400,delivery,10
P0398,software,10
P0233,performance,10
P0397,software,10
P0147,delivery,10
P0256,software,10
P0327,delivery,10
P0086,comfort,10
P0321,comfort,10
P0319,software,10
P0090,price,10
P0119,price,10
P0478,performance,10
P0388,software,10
P0055,software,10
P0402,performance,10
P0401,software,10
P0048,delivery,10
P0235,software,10
P0235,delivery,10
P0407,comfort,10
P0046,software,10
P0046,price,10
P0045,software,10
P0045,comfort,10
P0285,price,10
P0130,price,10
P0080,comfort,10
P0332,delivery,10
P0331,performance,10
P0082,software,10
P0318,price,10
P0134,delivery,10
P0475,performance,10
P0475,delivery,10
P0475,comfort,10
P0158,software,10
P0158,delivery,10
P0315,comfort,10
P0092,comfort,10
P0137,delivery,10
P0474,delivery,10
P0473,price,10
P0471,software,10
P0130,performance,10
P0199,software,10
P0199,price,10
P0148,comfort,10
P0189,software,10
P0407,price,10
P0127,price,10
P0054,comfort,10
P0385,delivery,10
P0414,delivery,10
P0334,price,10
P0260,delivery,10
P0258,delivery,10
P0015,price,10
P0469,price,10
P0469,performance,10
P0468,delivery,10
P0468,comfort,10
P0467,comfort,10
P0466,price,10
P0466,delivery,10
P0014,software,10
P0414,comfort,10
P0199,performance,10
P0199,comfort,10
P0058,price,10
P0058,delivery,10
P0057,price,10
P0413,comfort,10
P0412,software,10
P0412,comfort,10
P0044,price,10
P0018,delivery,10
P0465,comfort,10
P0313,software,10
P0225,software,10
P0225,comfort,10
P0202,price,10
P0201,delivery,10
P0145,comfort,10
P0417,software,10
P0042,delivery,10
P0041,software,10
P0108,price,10
P0108,delivery,10
P0107,price,10
P0340,price,10
P0078,software,10
P0172,software,10
P0123,price,10
P0245,delivery,10
P0020,software,10
P0375,delivery,10
P0375,comfort,10
P0374,comfort,10
P0060,delivery,10
P0299,performance,10
P0299,delivery,10
P0298,software,10
P0038,delivery,10
P0373,performance,10
P0310,software,10
P0310,price,10
P0094,delivery,10
P0214,performance,10
P0214,delivery,10
P0460,delivery,10
P0156,software,10
P0156,delivery,10
P0155,price,10
P0155,delivery,10
P0342,price,10
P0306,price,10
P0305,price,10
P0345,delivery,10
P0075,price,10
P0023,delivery,10
P0264,performance,10
P0347,price,10
P0373,delivery,10
P0371,software,10
P0150,price,10
P0186,price,10
P0239,performance,10
P0278,comfort,10
P0422,performance,10
P0204,software,10
P0073,software,10
P0073,price,10
P0073,delivery,10
P0093,software,10
P0093,price,10
P0117,software,10
P0427,delivery,10
P0037,software,10
P0037,delivery,10
P0036,software,10
P0036,delivery,10
P0277,price,10
P0425,performance,10
P0425,delivery,10
P0298,comfort,10
P0373,software,10
P0430,performance,10
P0350,price,10
P0211,price,10
P0177,performance,10
P0175,software,10
P0071,software,10
P0071,performance,10
P0347,delivery,10
P0229,performance,10
P0228,delivery,10
P0228,comfort,10
P0203,delivery,10
P0062,delivery,10
P0432,software,10
P0432,delivery,10
P0366,price,10
P0063,software,10
P0364,comfort,10
P0302,software,10
P0302,price,10
P0302,delivery,10
P0035,comfort,10
P0111,delivery,10
P0033,price,10
P0098,comfort,10
P0132,comfort,10
P0024,price,10
P0449,software,10
P0126,software,10
P0153,performance,10
P0068,comfort,10
P0454,comfort,10
P0353,price,10
P0353,delivery,10
P0114,performance,10
P0265,software,10
P0265,price,10
P0265,delivery,10
P0028,price,10
P0207,price,10
P0358,delivery,10
P0070,comfort,10
P0206,delivery,10
P0437,price,10
P0033,comfort,10
P0031,software,10
P0272,price,10
P0241,delivery,10
P0239,software,10
P0027,software,10
P0444,delivery,10
P0443,price,10
P0182,delivery,10
P0181,software,10
P0180,software,10
P0180,price,10
P0154,price,10
P0067,comfort,10
P0096,price,10
P0096,delivery,10
P0269,comfort,10
P0268,delivery,10
P0029,delivery,10
P0439,performance,10
P0439,comfort,10
P0301,price,10
P0153,software,10
P0271,software,10
P0271,price,10
P0270,software,10
P0270,delivery,10
P0304,delivery,10
P0209,comfort,10
P0361,software,10
P0356,software,10
P0393,comfort,10
P0159,performance,10
P0498,software,10
P0497,delivery,10
P0497,comfort,10
P0004,price,10
P0495,comfort,10
P0498,comfort,10
P0194,price,10
P0088,comfort,10
P0087,price,10
P0500,price,10
P0489,price,10
P0492,delivery,10
P0250,software,9
P0252,comfort,9
P0252,delivery,9
P0246,comfort,9
P0488,price,9
P0489,software,9
P0500,comfort,9
P0001,comfort,9
P0086,price,9
P0086,software,9
P0321,software,9
P0490,software,9
P0250,comfort,9
P0250,delivery,9
P0120,price,9
P0499,delivery,9
P0392,software,9
P0001,software,9
P0362,delivery,9
P0209,delivery,9
P0359,comfort,9
P0359,delivery,9
P0304,software,9
P0305,comfort,9
P0305,delivery,9
P0154,delivery,9
P0098,delivery,9
P0438,delivery,9
P0439,price,9
P0439,software,9
P0029,performance,9
P0066,comfort,9
P0355,comfort,9
P0030,price,9
P0440,price,9
P0441,delivery,9
P0441,software,9
P0443,software,9
P0028,delivery,9
P0356,price,9
P0361,comfort,9
P0435,comfort,9
P0239,price,9
P0240,delivery,9
P0031,price,9
P0207,comfort,9
P0363,comfort,9
P0363,performance,9
P0363,price,9
P0208,comfort,9
P0028,software,9
P0445,price,9
P0178,price,9
P0114,comfort,9
P0353,software,9
P0178,software,9
P0179,comfort,9
P0179,delivery,9
P0179,price,9
P0152,price,9
P0449,delivery,9
P0025,comfort,9
P0131,software,9
P0132,price,9
P0430,software,9
P0111,software,9
P0112,price,9
P0109,delivery,9
P0431,software,9
P0061,price,9
P0061,software,9
P0367,comfort,9
P0367,software,9
P0370,comfort,9
P0203,comfort,9
P0228,price,9
P0229,comfort,9
P0230,delivery,9
P0428,price,9
P0175,price,9
P0176,comfort,9
P0176,price,9
P0178,comfort,9
P0452,comfort,9
P0452,delivery,9
P0348,price,9
P0140,delivery,9
P0097,comfort,9
P0423,software,9
P0426,comfort,9
P0300,delivery,9
P0300,price,9
P0203,software,9
P0458,performance,9
P0454,price,9
P0454,software,9
P0455,delivery,9
P0456,delivery,9
P0116,delivery,9
P0307,comfort,9
P0308,comfort,9
P0074,comfort,9
P0346,software,9
P0237,delivery,9
P0238,comfort,9
P0238,performance,9
P0238,software,9
P0239,delivery,9
P0186,delivery,9
P0063,comfort,9
P0373,comfort,9
P0020,performance,9
P0262,price,9
P0264,comfort,9
P0126,price,9
P0022,software,9
P0312,delivery,9
P0223,delivery,9
P0344,price,9
P0458,delivery,9
P0459,price,9
P0212,software,9
P0214,price,9
P0310,delivery,9
P0020,delivery,9
P0187,delivery,9
P0187,price,9
P0188,software,9
P0189,performance,9
P0038,price,9
P0038,software,9
P0059,delivery,9
P0466,comfort,9
P0021,software,9
P0461,delivery,9
P0123,comfort,9
P0261,software,9
P0115,software,9
P0462,software,9
P0171,software,9
P0173,software,9
P0079,comfort,9
P0420,price,9
P0414,software,9
P0040,price,9
P0278,price,9
P0416,price,9
P0145,delivery,9
P0418,delivery,9
P0215,comfort,9
P0140,software,9
P0212,comfort,9
P0212,price,9
P0225,price,9
P0336,software,9
P0338,comfort,9
P0338,performance,9
P0464,delivery,9
P0464,performance,9
P0465,delivery,9
P0187,comfort,9
P0044,software,9
P0412,delivery,9
P0057,delivery,9
P0379,delivery,9
P0413,software,9
P0169,software,9
P0469,comfort,9
P0016,delivery,9
P0259,delivery,9
P0383,delivery,9
P0128,comfort,9
P0190,performance,9
P0148,delivery,9
P0200,delivery,9
P0129,software,9
P0477,delivery,9
P0244,performance,9
P0473,performance,9
P0136,software,9
P0137,price,9
P0138,performance,9
P0092,price,9
P0158,comfort,9
P0479,price,9
P0015,comfort,9
P0476,comfort,9
P0222,price,9
P0223,comfort,9
P0332,performance,9
P0332,software,9
P0285,software,9
P0286,price,9
P0045,delivery,9
P0236,comfort,9
P0131,comfort,9
P0294,comfort,9
P0382,comfort,9
P0382,software,9
P0100,comfort,9
P0100,software,9
P0403,comfort,9
P0404,comfort,9
P0194,comfort,9
P0284,price,9
P0105,delivery,9
P0055,comfort,9
P0386,delivery,9
P0387,comfort,9
P0246,delivery,9
P0477,software,9
P0118,comfort,9
P0119,comfort,9
P0319,price,9
P0328,delivery,9
P0317,software,9
P0256,price,9
P0389,comfort,9
P0145,software,9
P0286,software,9
P0232,performance,9
P0053,comfort,9
P0010,software,9
P0011,delivery,9
P0165,comfort,9
P0165,software,9
P0167,price,9
P0325,delivery,9
P0083,software,9
P0084,price,9
P0089,software,9
P0491,delivery,9
P0246,price,9
P0247,software,9
P0249,comfort,9
P0163,delivery,9
P0121,software,9
P0122,delivery,9
P0322,price,9
P0099,software,9
P0491,price,9
P0050,software,9
P0395,price,9
P0197,comfort,9
P0198,comfort,9
P0396,software,9
P0007,software,9
P0086,delivery,8
P0500,performance,8
P0500,delivery,8
P0490,delivery,8
P0489,comfort,8
P0251,performance,8
P0251,delivery,8
P0122,price,8
P0288,comfort,8
P0394,delivery,8
P0393,price,8
P0392,price,8
P0392,comfort,8
P0391,price,8
P0159,delivery,8
P0498,delivery,8
P0324,delivery,8
P0221,comfort,8
P0163,software,8
P0163,comfort,8
P0197,price,8
P0394,software,8
P0049,software,8
P0290,software,8
P0289,price,8
P0103,price,8
P0161,delivery,8
P0254,price,8
P0253,price,8
P0247,delivery,8
P0246,software,8
P0008,software,8
P0008,performance,8
P0484,software,8
P0234,delivery,8
P0233,software,8
P0287,delivery,8
P0287,comfort,8
P0194,software,8
P0390,price,8
P0390,delivery,8
P0198,price,8
P0089,delivery,8
P0326,price,8
P0326,comfort,8
P0484,comfort,8
P0482,software,8
P0012,software,8
P0011,price,8
P0481,delivery,8
P0480,comfort,8
P0330,price,8
P0048,price,8
P0100,price,8
P0119,software,8
P0118,delivery,8
P0478,price,8
P0082,price,8
P0135,price,8
P0135,delivery,8
P0475,price,8
P0157,software,8
P0091,price,8
P0138,comfort,8
P0218,comfort,8
P0080,delivery,8
P0168,delivery,8
P0013,software,8
P0472,software,8
P0472,price,8
P0472,delivery,8
P0244,software,8
P0244,price,8
P0191,delivery,8
P0404,performance,8
P0403,price,8
P0402,software,8
P0333,delivery,8
P0316,price,8
P0315,software,8
P0315,delivery,8
P0388,comfort,8
P0387,price,8
P0386,software,8
P0386,price,8
P0386,performance,8
P0056,delivery,8
P0106,delivery,8
P0284,software,8
P0257,price,8
P0471,delivery,8
P0470,performance,8
P0470,delivery,8
P0016,price,8
P0016,comfort,8
P0171,comfort,8
P0468,software,8
P0468,price,8
P0467,software,8
P0464,software,8
P0174,comfort,8
P0336,delivery,8
P0236,price,8
P0054,performance,8
P0382,delivery,8
P0286,delivery,8
P0226,comfort,8
P0342,software,8
P0341,software,8
P0078,price,8
P0077,delivery,8
P0261,delivery,8
P0124,price,8
P0021,delivery,8
P0311,delivery,8
P0130,software,8
P0130,delivery,8
P0231,software,8
P0143,delivery,8
P0149,comfort,8
P0148,price,8
P0190,price,8
P0408,delivery,8
P0128,software,8
P0074,software,8
P0213,delivery,8
P0459,delivery,8
P0306,delivery,8
P0346,comfort,8
P0458,comfort,8
P0024,delivery,8
P0264,delivery,8
P0056,price,8
P0378,price,8
P0411,delivery,8
P0043,delivery,8
P0410,performance,8
P0074,price,8
P0072,software,8
P0309,delivery,8
P0308,software,8
P0117,comfort,8
P0022,price,8
P0456,comfort,8
P0455,price,8
P0453,comfort,8
P0452,software,8
P0415,delivery,8
P0281,comfort,8
P0108,comfort,8
P0380,price,8
P0380,delivery,8
P0350,comfort,8
P0349,software,8
P0139,software,8
P0349,delivery,8
P0452,price,8
P0177,software,8
P0025,software,8
P0351,delivery,8
P0071,delivery,8
P0071,comfort,8
P0450,software,8
P0377,comfort,8
P0376,software,8
P0202,performance,8
P0144,price,8
P0376,delivery,8
P0417,performance,8
P0417,delivery,8
P0416,delivery,8
P0264,price,8
P0243,software,8
P0243,comfort,8
P0242,price,8
P0127,comfort,8
P0448,software,8
P0060,performance,8
P0060,comfort,8
P0115,delivery,8
P0354,price,8
P0352,software,8
P0352,price,8
P0446,comfort,8
P0358,software,8
P0357,software,8
P0356,delivery,8
P0443,comfort,8
P0442,delivery,8
P0030,software,8
P0182,comfort,8
P0180,delivery,8
P0179,software,8
P0304,price,8
P0303,price,8
P0150,delivery,8
P0238,price,8
P0237,comfort,8
P0422,delivery,8
P0420,software,8
P0420,comfort,8
P0039,software,8
P0039,delivery,8
P0205,comfort,8
P0362,software,8
P0362,comfort,8
P0361,price,8
P0360,software,8
P0065,price,8
P0297,performance,8
P0296,comfort,8
P0295,delivery,8
P0294,price,8
P0422,price,8
P0152,comfort,8
P0438,software,8
P0098,price,8
P0363,software,8
P0272,software,8
P0125,comfort,8
P0434,software,8
P0433,delivery,8
P0432,comfort,8
P0365,delivery,8
P0365,comfort,8
P0035,price,8
P0185,delivery,8
P0184,comfort,8
P0109,comfort,8
P0275,delivery,8
P0275,comfort,8
P0037,price,8
P0276,comfort,8
P0274,delivery,8
P0273,price,8
P0113,delivery,8
P0034,price,8
P0429,software,8
P0429,comfort,8
P0428,software,8
P0230,software,8
P0228,software,8
P0062,software,8
P0371,price,8
P0371,delivery,8
P0204,price,8
P0300,comfort,8
P0299,software,8
P0428,delivery,8
P0493,delivery,8
P0492,comfort,8
P0008,comfort,8
P0007,price,8
P0249,software,8
P0249,delivery,8
P0004,delivery,8
P0004,comfort,8
P0005,price,8
P0490,performance,7
P0001,price,7
P0251,software,7
P0003,performance,7
P0003,price,7
P0497,software,7
P0323,comfort,7
P0121,delivery,7
P0051,comfort,7
P0050,delivery,7
P0034,delivery,7
P0034,comfort,7
P0231,comfort,7
P0428,performance,7
P0009,comfort,7
P0090,comfort,7
P0233,comfort,7
P0398,delivery,7
P0326,software,7
P0084,delivery,7
P0483,price,7
P0482,comfort,7
P0167,delivery,7
P0166,price,7
P0164,price,7
P0164,delivery,7
P0183,price,7
P0276,price,7
P0111,comfort,7
P0109,software,7
P0109,price,7
P0425,price,7
P0425,comfort,7
P0274,price,7
P0255,software,7
P0048,comfort,7
P0293,comfort,7
P0147,price,7
P0401,delivery,7
P0433,price,7
P0366,comfort,7
P0064,price,7
P0302,comfort,7
P0301,software,7
P0234,software,7
P0234,price,7
P0329,price,7
P0327,comfort,7
P0320,software,7
P0478,software,7
P0478,delivery,7
P0476,price,7
P0476,performance,7
P0475,software,7
P0159,comfort,7
P0091,software,7
P0136,price,7
P0168,comfort,7
P0473,software,7
P0260,software,7
P0437,software,7
P0099,delivery,7
P0436,software,7
P0126,comfort,7
P0241,comfort,7
P0283,software,7
P0193,comfort,7
P0192,comfort,7
